Date,SWK_Close,HD_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2014-12-31,86.79573822021484,93.13253784179688,0.9319593370004984,,,,,,
2015-01-02,86.74154663085938,91.76619720458984,0.945245082320147,,,,,,
2015-01-05,84.88963317871094,89.8409194946289,0.9448882942898422,,,,,,
2015-01-06,84.04045867919922,89.56587982177734,0.938308860990671,,,,,,
2015-01-07,85.48583984375,92.6356964111328,0.9228174791750846,,,,,,
2015-01-08,87.11193084716797,94.6851806640625,0.9200165246157793,,,,,,
2015-01-09,85.4677734375,93.06156158447266,0.9184003790858407,,,,,,
2015-01-12,84.9257583618164,92.6445770263672,0.9166835349428605,,,,,,
2015-01-13,84.43793487548828,92.03238677978516,0.917480659037249,,,,,,
2015-01-14,84.54635620117188,91.06529235839844,0.9284147012720224,,,,,,
2015-01-15,82.86608123779297,89.61911010742188,0.9246474456002253,,,,,,
2015-01-16,82.9564437866211,92.37840270996094,0.8980069080332356,,,,,,
2015-01-20,82.93834686279297,91.60650634765624,0.9053761590692402,,,,,,
2015-01-21,83.50748443603516,91.85492706298828,0.909123626855324,,,,,,
2015-01-22,84.79927825927734,94.1084976196289,0.9010799279999357,,,,,,
2015-01-23,84.36565399169922,93.48743438720705,0.9024277384944894,,,,,,
2015-01-26,84.44699096679688,94.36579132080078,0.894889872535647,,,,,,
2015-01-27,82.47761535644531,93.30111694335938,0.8839938690821384,,,,,,
2015-01-28,81.76398468017578,92.92847442626952,0.8798593239045179,,,,,,
2015-01-29,86.33502197265625,95.48369598388672,0.904186008753009,,,,,,
2015-01-30,84.60054779052734,92.6445770263672,0.9131732315691777,,,,,,
2015-02-02,86.30791473388672,92.6534423828125,0.9315133093198176,,,,,,
2015-02-03,87.1570816040039,95.14656066894531,0.9160297649355909,,,,,,
2015-02-04,86.43437194824219,96.18460083007812,0.8986300426711661,,,,,,
2015-02-05,86.8680191040039,96.6991958618164,0.8983323835302488,,,,,,
2015-02-06,87.01253509521484,96.74356842041016,0.8994141576119251,,,,,,
2015-02-09,86.18145751953125,96.12250518798828,0.8965793947107894,,,,,,
2015-02-10,87.45518493652344,98.18975830078124,0.8906752236686951,,,,,,
2015-02-11,87.22936248779297,97.87035369873048,0.8912746218973199,,,,,,
2015-02-12,87.87977600097656,99.5117416381836,0.883109616556608,,,,,,
2015-02-13,88.71086120605469,99.2721939086914,0.8936123773757753,,,,,,
2015-02-17,88.81927490234375,99.36978912353516,0.8938257360285312,,,,,,
2015-02-18,89.02706146240234,99.3608856201172,0.8959970606821704,,,,,,
2015-02-19,88.78314208984375,98.42930603027344,0.9019990658324578,,,,,,
2015-02-20,89.37936401367188,99.58269500732422,0.8975391156776596,,,,,,
2015-02-23,89.1535415649414,99.61819458007812,0.8949523923892768,,,,,,
2015-02-24,90.49053192138672,103.58409881591795,0.873594817696873,,,,,,
2015-02-25,89.55099487304688,103.19373321533205,0.8677948949301294,,,,,,
2015-02-26,89.10836029052734,102.36859893798828,0.8704657601546977,,,,,,
2015-02-27,88.83733367919922,101.80965423583984,0.872582608653296,,,,,,
2015-03-02,89.83633422851562,103.02515411376952,0.8719844682718007,,,,,,
2015-03-03,89.3459243774414,102.98079681396484,0.8675979128307302,,,,,,
2015-03-04,88.38327026367188,101.81851959228516,0.8680470961234514,,,,,,
2015-03-05,88.65572357177734,102.83882904052734,0.8620841407756535,,,,,,
2015-03-06,86.89383697509766,101.54348754882812,0.8557302794363247,,,,,,
2015-03-09,88.31060028076172,102.25326538085938,0.863645771622394,,,,,,
2015-03-10,87.20264434814453,100.38047790527344,0.8687211514417724,,,,,,
2015-03-11,86.41254425048828,100.83531188964844,0.8569670944743637,,,,,,
2015-03-12,87.611328125,103.5374526977539,0.846180061825112,,,,,,
2015-03-13,87.34793853759766,102.3959503173828,0.8530409480732112,,,,,,
2015-03-16,86.29446411132812,103.8941650390625,0.8305997173073466,,,,,,
2015-03-17,85.79496765136719,103.07373046875,0.8323650193041048,,,,,,
2015-03-18,87.77479553222656,103.51962280273438,0.8479049010784077,,,,,,
2015-03-19,87.06639099121094,102.69915771484376,0.8477809646011019,,,,,,
2015-03-20,87.47509002685547,104.77706146240234,0.8348687089133968,,,,,,
2015-03-23,87.17539978027344,103.51070404052734,0.8421872944284277,,,,,,
2015-03-24,87.19356536865234,103.58204650878906,0.8417826091247759,,,,,,
2015-03-25,86.2672119140625,101.37930297851562,0.8509351453357724,,,,,,
2015-03-26,86.14915466308594,100.21107482910156,0.8596769849041475,,,,,,
2015-03-27,86.64866638183594,101.53983306884766,0.8533465514276061,,,,,,
2015-03-30,87.37519073486328,102.22650146484376,0.8547215201814578,,,,,,
2015-03-31,86.6032485961914,101.3168716430664,0.8547761808249443,,,,,,
2015-04-01,86.7667236328125,100.8888168334961,0.8600232053073803,,,,,,
2015-04-02,86.83029174804688,102.14625549316406,0.8500584904344126,,,,,,
2015-04-06,87.76570892333984,102.51187133789062,0.856151661050594,,,,,,
2015-04-07,87.32979583740234,101.9322280883789,0.8567437156547218,,,,,,
2015-04-08,87.84742736816406,103.08264923095705,0.852203819202799,,,,,,
2015-04-09,87.53864288330078,102.17300415039062,0.8567688070955689,,,,,,
2015-04-10,87.63855743408203,102.7705078125,0.8527597975284358,,,,,,
2015-04-13,87.13906860351562,102.05709075927734,0.8538266959720717,,,,,,
2015-04-14,87.12091064453125,101.70925903320312,0.8565681381681338,,,,,,
2015-04-15,88.08356475830078,101.17418670654295,0.8706130251759602,,,,,,
2015-04-16,88.24703979492188,101.10286712646484,0.8728440874435122,,,,,,
2015-04-17,87.4115219116211,99.97027587890624,0.8743751194355257,,,,,,
2015-04-20,88.41959381103516,100.64802551269531,0.878503014446938,,,,,,
2015-04-21,88.16529846191406,100.92448425292969,0.8735769037071374,,,,,,
2015-04-22,89.10071563720703,100.76396942138672,0.8842517434440786,,,,,,
2015-04-23,90.60828399658205,101.62902069091795,0.8915591568292975,,,,,,
2015-04-24,90.62645721435548,101.39714050292969,0.8937772482029411,,,,,,
2015-04-27,90.55377960205078,99.33708190917969,0.9115808302567296,,,,,,
2015-04-28,90.57194519042969,98.61474609375,0.9184422084738294,,,,,,
2015-04-29,90.49022674560548,96.94707489013672,0.9333982159663061,,,,,,
2015-04-30,89.63652801513672,95.40428161621094,0.9395440801674233,,,,,,
2015-05-01,90.18142700195312,97.69619750976562,0.9230802149995517,,,,,,
2015-05-04,91.31665802001952,98.15099334716795,0.9303691680126471,,,,,,
2015-05-05,91.4892120361328,96.3674087524414,0.9493791855622037,,,,,,
2015-05-06,92.5971908569336,96.59036254882812,0.9586586944440144,,,,,,
2015-05-07,92.9695281982422,98.13316345214844,0.9473813431437567,,,,,,
2015-05-08,93.84138488769531,100.30023193359376,0.9356048643020617,,,,,,
2015-05-11,93.97760009765624,99.79190826416016,0.94173567508988,,,,,,
2015-05-12,93.93218994140624,100.34483337402344,0.9360939351135814,,,,,,
2015-05-13,94.11383819580078,99.15872192382812,0.9491231469088244,,,,,,
2015-05-14,94.48616790771484,99.82756805419922,0.9464937366441264,,,,,,
2015-05-15,94.4952621459961,101.08501434326172,0.9348098010364986,,,,,,
2015-05-18,93.77779388427734,101.958984375,0.9197599844597054,,,,,,
