Date,EL_Close,OR.PA_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2014-12-31,71.25432586669922,127.68804931640624,0.5580344147174936,,,,,,
2015-01-02,70.68387603759766,125.94642639160156,0.5612217675618865,,,,,,
2015-01-05,69.83296966552734,122.9673309326172,0.5678985559489287,,,,,,
2015-01-06,69.18775177001953,122.9673309326172,0.5626514883691552,,,,,,
2015-01-07,69.50567626953125,123.6548309326172,0.5620943051339963,,,,,,
2015-01-08,70.5062255859375,128.14637756347656,0.5502006917910157,,,,,,
2015-01-09,70.03868865966797,126.31307983398438,0.5544848463177456,,,,,,
2015-01-12,69.44023132324219,129.1546630859375,0.5376517553767125,,,,,,
2015-01-13,69.683349609375,130.7587890625,0.5329152258825813,,,,,,
2015-01-14,69.309326171875,129.79632568359378,0.5339852712073782,,,,,,
2015-01-15,68.92591857910156,133.92120361328122,0.5146751725599489,,,,,,
2015-01-16,69.40282440185547,134.42535400390622,0.5162926660385713,,,,,,
2015-01-20,69.69269561767578,136.30445861816406,0.5113016575115061,,,,,,
2015-01-21,69.17839050292969,137.31278991699222,0.5038015070901198,,,,,,
2015-01-22,70.23507690429689,137.72526550292972,0.5099650862738968,,,,,,
2015-01-23,68.91656494140625,142.67510986328125,0.48303144821437816,,,,,,
2015-01-26,68.13108825683594,145.42503356933594,0.46849628695015777,,,,,,
2015-01-27,67.09312438964844,143.2709503173828,0.4682953818692452,,,,,,
2015-01-28,65.83074951171875,143.91258239746094,0.4574356766797912,,,,,,
2015-01-29,67.29887390136719,146.84584045410156,0.4582960858356915,,,,,,
2015-01-30,66.0084228515625,145.7917022705078,0.45275843428378254,,,,,,
2015-02-02,67.16793823242189,144.55422973632812,0.4646556406888855,,,,,,
2015-02-03,68.11238098144531,142.7667999267578,0.4770883778048419,,,,,,
2015-02-04,67.84121704101561,144.78338623046875,0.46857045416125825,,,,,,
2015-02-05,73.31150817871094,144.8292236328125,0.506192785819101,,,,,,
2015-02-06,74.38688659667969,144.4625701904297,0.5149215225689487,,,,,,
2015-02-09,74.30272674560547,142.9501190185547,0.5197807966564973,,,,,,
2015-02-10,74.81702423095703,144.41676330566406,0.5180632948586702,,,,,,
2015-02-11,75.14430236816406,145.1958770751953,0.5175374389539151,,,,,,
2015-02-12,75.65862274169922,144.73756408691406,0.5227296950794795,,,,,,
2015-02-13,77.13606262207031,143.04177856445312,0.5392554776387488,,,,,,
2015-02-17,76.4721450805664,142.44595336914062,0.5368502458079183,,,,,,
2015-02-18,76.21031951904297,142.49179077148438,0.5348400711818008,,,,,,
2015-02-19,75.81758117675781,144.00424194335938,0.5264954709221611,,,,,,
2015-02-20,76.49085998535156,144.4625701904297,0.5294856645878706,,,,,,
2015-02-23,76.80877685546875,145.51670837402344,0.5278347601022295,,,,,,
2015-02-24,76.46279907226562,146.0208740234375,0.5236429351874222,,,,,,
2015-02-25,76.79103088378906,146.15835571289062,0.5253961055407275,,,,,,
2015-02-26,77.16617584228516,147.76248168945312,0.5222311845334489,,,,,,
2015-02-27,77.53192901611328,148.72494506835938,0.5213108599937744,,,,,,
2015-03-02,78.21658325195312,148.58746337890625,0.5264009592282797,,,,,,
2015-03-03,77.75703430175781,147.6708221435547,0.5265565205980106,,,,,,
2015-03-04,77.11929321289062,149.68743896484375,0.5152021689074606,,,,,,
2015-03-05,78.0477523803711,151.01657104492188,0.5168158159090684,,,,,,
2015-03-06,77.11929321289062,151.7957000732422,0.5080466256664726,,,,,,
2015-03-09,77.72889709472656,151.52072143554688,0.5129918624878677,,,,,,
2015-03-10,76.2189712524414,151.06239318847656,0.5045529177956621,,,,,,
2015-03-11,75.49681091308594,155.55392456054688,0.48534173037659367,,,,,,
2015-03-12,76.17207336425781,154.9581298828125,0.49156551787158986,,,,,,
2015-03-13,75.52497100830078,157.4330291748047,0.4797276111891498,,,,,,
2015-03-16,76.1064224243164,158.8538360595703,0.4790971644888477,,,,,,
2015-03-17,75.79692077636719,158.12051391601562,0.4793617153092867,,,,,,
2015-03-18,76.65975952148438,156.69973754882812,0.4892143453501124,,,,,,
2015-03-19,76.59410095214844,156.05807495117188,0.49080511198227667,,,,,,
2015-03-20,78.33848571777344,157.75387573242188,0.4965867580372427,,,,,,
2015-03-23,77.72889709472656,156.88304138183594,0.4954576123084141,,,,,,
2015-03-24,78.17906188964844,157.11219787597656,0.49760020511814446,,,,,,
2015-03-25,78.51669311523438,154.86643981933594,0.5069961781702373,,,,,,
2015-03-26,77.2412109375,154.9122772216797,0.4986125846369666,,,,,,
2015-03-27,77.73827362060547,157.7996826171875,0.49263897323034433,,,,,,
2015-03-30,78.84493255615234,158.16635131835938,0.4984937181578666,,,,,,
2015-03-31,77.99149322509766,157.06640625,0.49655107726193143,,,,,,
2015-04-01,77.99149322509766,157.0205535888672,0.49669607858666526,,,,,,
2015-04-02,78.87307739257812,158.3038330078125,0.4982385826923448,,,,,,
2015-04-07,78.76055145263672,160.5496063232422,0.49056832499523134,,,,,,
2015-04-08,78.93870544433594,159.54132080078125,0.4947853324024216,,,,,,
2015-04-09,79.23883819580078,161.28292846679688,0.4913033198805885,,,,,,
2015-04-10,78.25409698486328,164.0328369140625,0.477063607854694,,,,,,
2015-04-13,78.02901458740234,163.7578582763672,0.4764901996685624,,,,,,
2015-04-14,79.37950134277344,162.79539489746094,0.4876028673462894,,,,,,
2015-04-15,79.07003021240234,163.2537078857422,0.4843383420592308,,,,,,
2015-04-16,78.70426177978516,163.84951782226562,0.4803447872526481,,,,,,
