Date,Open,High,Low,Close,SMA,LMA,SMA2,LMA2,Buy,Sell
2019-12-04 00:00:00+00:00,38331.0,38450.0,38140.0,38176.0,38318.35,39494.42,38433.15,39546.02,0.0,0.0
2019-12-03 00:00:00+00:00,37930.0,38768.0,37880.0,38250.0,38225.25,39439.84,38318.35,39494.42,0.0,0.0
2019-12-02 00:00:00+00:00,37717.0,38028.0,37100.0,37952.0,38159.0,39385.76,38225.25,39439.84,0.0,0.0
2019-11-29 00:00:00+00:00,37782.0,38114.0,37693.0,38031.0,38107.2,39336.7,38159.0,39385.76,0.0,0.0
2019-11-28 00:00:00+00:00,37573.0,37748.0,37540.0,37723.0,38044.8,39282.96,38107.2,39336.7,0.0,0.0
2019-11-27 00:00:00+00:00,37690.0,37690.0,37482.0,37525.0,37967.05,39219.88,38044.8,39282.96,0.0,0.0
2019-11-26 00:00:00+00:00,37696.0,37777.0,37520.0,37718.0,37908.85,39161.36,37967.05,39219.88,0.0,0.0
2019-11-25 00:00:00+00:00,37935.0,37935.0,37705.0,37723.0,37863.05,39108.8,37908.85,39161.36,0.0,0.0
2019-11-22 00:00:00+00:00,37929.0,38135.0,37871.0,37895.0,37844.95,39062.7,37863.05,39108.8,0.0,0.0
2019-11-21 00:00:00+00:00,38155.0,38193.0,37920.0,37953.0,37843.05,39015.72,37844.95,39062.7,0.0,0.0
2019-11-20 00:00:00+00:00,38220.0,38330.0,38001.0,38155.0,37845.35,38965.6,37843.05,39015.72,0.0,0.0
2019-11-19 00:00:00+00:00,38230.0,38230.0,37920.0,38205.0,37860.0,38904.74,37845.35,38965.6,0.0,0.0
2019-11-18 00:00:00+00:00,37918.0,38247.0,37791.0,38229.0,37874.45,38849.82,37860.0,38904.74,0.0,0.0
2019-11-15 00:00:00+00:00,38236.0,38236.0,37921.0,37994.0,37885.5,38802.7,37874.45,38849.82,0.0,0.0
2019-11-14 00:00:00+00:00,38060.0,38318.0,38059.0,38266.0,37921.6,38763.18,37885.5,38802.7,0.0,0.0
2019-11-13 00:00:00+00:00,37787.0,38148.0,37781.0,38097.0,37941.5,38713.42,37921.6,38763.18,0.0,0.0
2019-11-12 00:00:00+00:00,37680.0,37793.0,37522.0,37720.0,37948.95,38660.78,37941.5,38713.42,0.0,0.0
2019-11-11 00:00:00+00:00,37687.0,37848.0,37510.0,37680.0,37953.8,38608.72,37948.95,38660.78,0.0,0.0
2019-11-08 00:00:00+00:00,37747.0,37869.0,37477.0,37687.0,37953.2,38564.2,37953.8,38608.72,0.0,0.0
2019-11-07 00:00:00+00:00,38245.0,38245.0,37520.0,37575.0,37927.7,38517.48,37953.2,38564.2,0.0,0.0
2019-11-06 00:00:00+00:00,37906.0,38286.0,37906.0,38247.0,37931.25,38483.48,37927.7,38517.48,0.0,0.0
2019-11-05 00:00:00+00:00,38369.0,38396.0,37851.0,37881.0,37912.8,38442.18,37931.25,38483.48,0.0,0.0
2019-11-04 00:00:00+00:00,38391.0,38510.0,38331.0,38472.0,37938.8,38417.9,37912.8,38442.18,0.0,0.0
2019-11-01 00:00:00+00:00,38500.0,38546.0,38265.0,38310.0,37952.75,38391.88,37938.8,38417.9,0.0,0.0
2019-10-31 00:00:00+00:00,38105.0,38603.0,38037.0,38578.0,37995.5,38374.5,37952.75,38391.88,0.0,0.0
2019-10-30 00:00:00+00:00,37920.0,38129.0,37894.0,38088.0,38023.65,38345.34,37995.5,38374.5,0.0,0.0
2019-10-29 00:00:00+00:00,37939.0,38045.0,37801.0,37916.0,38033.55,38306.24,38023.65,38345.34,0.0,0.0
2019-10-28 00:00:00+00:00,38283.0,38283.0,37895.0,37922.0,38043.5,38268.08,38033.55,38306.24,0.0,0.0
2019-10-25 00:00:00+00:00,38332.0,38618.0,38215.0,38269.0,38062.2,38231.26,38043.5,38268.08,0.0,0.0
2019-10-24 00:00:00+00:00,38036.0,38372.0,37990.0,38352.0,38082.15,38185.04,38062.2,38231.26,0.0,0.0
2019-10-23 00:00:00+00:00,37944.0,38099.0,37944.0,38003.0,38074.55,38135.66,38082.15,38185.04,0.0,0.0
2019-10-22 00:00:00+00:00,37883.0,37950.0,37822.0,37881.0,38058.35,38091.04,38074.55,38135.66,0.0,0.0
2019-10-21 00:00:00+00:00,38010.0,38090.0,37867.0,37890.0,38041.4,38063.3,38058.35,38091.04,0.0,0.0
2019-10-18 00:00:00+00:00,38142.0,38194.0,37965.0,38089.0,38046.15,38043.74,38041.4,38063.3,38089.0,0.0
2019-10-17 00:00:00+00:00,38181.0,38233.0,37972.0,38196.0,38042.65,38028.24,38046.15,38043.74,0.0,0.0
2019-10-16 00:00:00+00:00,38137.0,38240.0,37937.0,38219.0,38048.75,38011.02,38042.65,38028.24,0.0,0.0
2019-10-15 00:00:00+00:00,38235.0,38425.0,37972.0,38036.0,38064.55,37994.1,38048.75,38011.02,0.0,0.0
2019-10-14 00:00:00+00:00,37894.0,38280.0,37771.0,38226.0,38091.85,37985.84,38064.55,37994.1,0.0,0.0
2019-10-11 00:00:00+00:00,38002.0,38350.0,37691.0,37845.0,38099.75,37977.6,38091.85,37985.84,0.0,0.0
2019-10-10 00:00:00+00:00,38526.0,38545.0,38077.0,38159.0,38128.95,37980.96,38099.75,37977.6,0.0,0.0
2019-10-09 00:00:00+00:00,38451.0,38574.0,38272.0,38497.0,38141.45,37988.72,38128.95,37980.96,0.0,0.0
2019-10-08 00:00:00+00:00,38320.0,38599.0,38225.0,38383.0,38166.55,37998.14,38141.45,37988.72,0.0,0.0
2019-10-07 00:00:00+00:00,38410.0,38470.0,38037.0,38123.0,38149.1,38001.8,38166.55,37998.14,0.0,0.0
2019-10-04 00:00:00+00:00,38429.0,38618.0,38120.0,38333.0,38150.25,38013.0,38149.1,38001.8,0.0,0.0
2019-10-03 00:00:00+00:00,37825.0,38099.0,37735.0,37990.0,38120.85,38021.92,38150.25,38013.0,0.0,0.0
2019-10-01 00:00:00+00:00,37003.0,37513.0,36771.0,37311.0,38082.0,38014.16,38120.85,38021.92,0.0,0.0
2019-09-30 00:00:00+00:00,37550.0,37640.0,36832.0,36913.0,38031.85,38001.0,38082.0,38014.16,0.0,0.0
2019-09-27 00:00:00+00:00,37753.0,37836.0,37310.0,37750.0,38023.25,38004.34,38031.85,38001.0,0.0,0.0
2019-09-26 00:00:00+00:00,37688.0,37849.0,37452.0,37794.0,37999.5,38006.24,38023.25,38004.34,0.0,-37794.0
2019-09-25 00:00:00+00:00,38072.0,38194.0,37485.0,37602.0,37962.0,37996.58,37999.5,38006.24,0.0,0.0
2019-09-24 00:00:00+00:00,37825.0,38190.0,37770.0,38108.0,37967.25,37995.22,37962.0,37996.58,0.0,0.0
2019-09-23 00:00:00+00:00,37800.0,37974.0,37731.0,37924.0,37969.4,37988.7,37967.25,37995.22,0.0,0.0
2019-09-20 00:00:00+00:00,37714.0,37750.0,37438.0,37697.0,37959.75,37983.6,37969.4,37988.7,0.0,0.0
2019-09-19 00:00:00+00:00,37756.0,37787.0,37532.0,37686.0,37939.6,37976.7,37959.75,37983.6,0.0,0.0
2019-09-18 00:00:00+00:00,37946.0,37965.0,37734.0,37849.0,37922.25,37979.22,37939.6,37976.7,0.0,0.0
2019-09-17 00:00:00+00:00,38050.0,38179.0,37861.0,38016.0,37912.1,37989.04,37922.25,37979.22,0.0,0.0
2019-09-16 00:00:00+00:00,37774.0,38215.0,37774.0,38180.0,37919.3,37998.28,37912.1,37989.04,0.0,0.0
2019-09-13 00:00:00+00:00,37728.0,37892.0,37449.0,37524.0,37884.2,37994.3,37919.3,37998.28,0.0,0.0
2019-09-12 00:00:00+00:00,37898.0,38228.0,37662.0,37750.0,37879.45,37991.4,37884.2,37994.3,0.0,0.0
2019-09-11 00:00:00+00:00,38207.0,38259.0,37930.0,37974.0,37870.2,37991.82,37879.45,37991.4,0.0,0.0
2019-09-10 00:00:00+00:00,38355.0,38495.0,38205.0,38253.0,37858.0,37993.78,37870.2,37991.82,0.0,0.0
2019-09-09 00:00:00+00:00,38553.0,38697.0,38272.0,38472.0,37862.45,37999.12,37858.0,37993.78,0.0,0.0
2019-09-06 00:00:00+00:00,38800.0,38978.0,38376.0,38553.0,37883.95,38005.6,37862.45,37999.12,0.0,0.0
2019-09-05 00:00:00+00:00,39582.0,39628.0,38514.0,38894.0,37912.0,38023.6,37883.95,38005.6,0.0,0.0
2019-09-04 00:00:00+00:00,39651.0,39885.0,39358.0,39823.0,38003.65,38054.74,37912.0,38023.6,0.0,0.0
2019-09-03 00:00:00+00:00,38915.0,39740.0,38898.0,39680.0,38122.1,38086.4,38003.65,38054.74,39680.0,0.0
2019-09-02 00:00:00+00:00,38859.0,39119.0,38846.0,39087.0,38230.8,38113.74,38122.1,38086.4,0.0,0.0
2019-08-29 00:00:00+00:00,39180.0,39425.0,38675.0,38803.0,38283.45,38136.2,38230.8,38113.74,0.0,0.0
2019-08-28 00:00:00+00:00,38947.0,39290.0,38861.0,39165.0,38352.0,38165.76,38283.45,38136.2,0.0,0.0
2019-08-27 00:00:00+00:00,38797.0,39084.0,38713.0,39044.0,38424.1,38195.14,38352.0,38165.76,0.0,0.0
2019-08-26 00:00:00+00:00,39134.0,39340.0,38800.0,38828.0,38460.1,38206.76,38424.1,38195.14,0.0,0.0
2019-08-23 00:00:00+00:00,38052.0,38821.0,37960.0,38765.0,38502.15,38224.44,38460.1,38206.76,0.0,0.0
2019-08-22 00:00:00+00:00,37950.0,38220.0,37916.0,38165.0,38525.55,38218.3,38502.15,38224.44,0.0,0.0
2019-08-21 00:00:00+00:00,37903.0,38041.0,37814.0,37993.0,38540.9,38211.96,38525.55,38218.3,0.0,0.0
2019-08-20 00:00:00+00:00,37750.0,38077.0,37678.0,38004.0,38548.65,38200.48,38540.9,38211.96,0.0,0.0
2019-08-19 00:00:00+00:00,37737.0,37888.0,37605.0,37823.0,38539.0,38195.18,38548.65,38200.48,0.0,0.0
2019-08-16 00:00:00+00:00,38143.0,38220.0,37705.0,37938.0,38526.9,38195.62,38539.0,38195.18,0.0,0.0
2019-08-14 00:00:00+00:00,37788.0,38340.0,37693.0,38163.0,38558.85,38200.44,38526.9,38195.62,0.0,0.0
2019-08-13 00:00:00+00:00,38449.0,38666.0,37344.0,37775.0,38560.1,38190.56,38558.85,38200.44,0.0,0.0
2019-08-12 00:00:00+00:00,38257.0,38349.0,38152.0,38241.0,38573.45,38188.34,38560.1,38190.56,0.0,0.0
2019-08-09 00:00:00+00:00,37976.0,38148.0,37815.0,37992.0,38560.4,38188.12,38573.45,38188.34,0.0,0.0
2019-08-08 00:00:00+00:00,37994.0,38090.0,37624.0,37757.0,38524.65,38185.64,38560.4,38188.12,0.0,0.0
2019-08-07 00:00:00+00:00,37830.0,38488.0,37613.0,38218.0,38507.9,38192.2,38524.65,38185.64,0.0,0.0
2019-08-06 00:00:00+00:00,37327.0,37530.0,36921.0,37497.0,38438.05,38180.36,38507.9,38192.2,0.0,0.0
2019-08-05 00:00:00+00:00,36650.0,37437.0,36630.0,37345.0,38314.15,38163.34,38438.05,38180.36,0.0,0.0
2019-08-02 00:00:00+00:00,34997.0,35644.0,34947.0,35577.0,38109.0,38110.5,38314.15,38163.34,0.0,-35577.0
2019-08-01 00:00:00+00:00,34297.0,35141.0,34265.0,34916.0,37900.45,38048.1,38109.0,38110.5,0.0,0.0
2019-07-31 00:00:00+00:00,34543.0,34666.0,34415.0,34517.0,37686.15,37973.92,37900.45,38048.1,0.0,0.0
2019-07-30 00:00:00+00:00,34704.0,34773.0,34291.0,34529.0,37454.35,37907.6,37686.15,37973.92,0.0,0.0
2019-07-29 00:00:00+00:00,34750.0,34830.0,34670.0,34709.0,37237.6,37838.6,37454.35,37907.6,0.0,0.0
2019-07-26 00:00:00+00:00,34819.0,34976.0,34723.0,34773.0,37034.85,37764.12,37237.6,37838.6,0.0,0.0
2019-07-25 00:00:00+00:00,35000.0,35117.0,34780.0,34817.0,36837.45,37692.8,37034.85,37764.12,0.0,0.0
2019-07-24 00:00:00+00:00,35049.0,35094.0,34925.0,35027.0,36680.55,37630.88,36837.45,37692.8,0.0,0.0
2019-07-23 00:00:00+00:00,35000.0,35150.0,34886.0,35021.0,36531.95,37564.64,36680.55,37630.88,0.0,0.0
2019-07-22 00:00:00+00:00,35109.0,35206.0,35050.0,35132.0,36388.35,37507.48,36531.95,37564.64,0.0,0.0
2019-07-19 00:00:00+00:00,35321.0,35409.0,35000.0,35036.0,36249.0,37461.98,36388.35,37507.48,0.0,0.0
2019-07-17 00:00:00+00:00,34787.0,35139.0,34682.0,35090.0,36106.6,37425.52,36249.0,37461.98,0.0,0.0
2019-07-15 00:00:00+00:00,34897.0,34969.0,34768.0,34882.0,35942.55,37368.16,36106.6,37425.52,0.0,0.0
2019-07-12 00:00:00+00:00,34742.0,34950.0,34708.0,34905.0,35799.05,37310.38,35942.55,37368.16,0.0,0.0
2019-07-11 00:00:00+00:00,34939.0,35145.0,34675.0,34701.0,35622.05,37252.36,35799.05,37310.38,0.0,0.0
2019-07-08 00:00:00+00:00,34550.0,34828.0,34510.0,34579.0,35451.4,37181.78,35622.05,37252.36,0.0,0.0
2019-07-05 00:00:00+00:00,34250.0,35100.0,34205.0,34583.0,35292.7,37114.96,35451.4,37181.78,0.0,0.0
2019-07-04 00:00:00+00:00,34300.0,34315.0,34125.0,34217.0,35092.65,37045.36,35292.7,37114.96,0.0,0.0
2019-07-02 00:00:00+00:00,33691.0,34070.0,33691.0,34042.0,34919.9,36972.48,35092.65,37045.36,0.0,0.0
2019-06-28 00:00:00+00:00,34484.0,34484.0,34152.0,34206.0,34762.95,36899.62,34919.9,36972.48,0.0,0.0
2019-06-27 00:00:00+00:00,34333.0,34333.0,34030.0,34175.0,34692.85,36822.8,34762.95,36899.62,0.0,0.0
2019-06-26 00:00:00+00:00,34465.0,34465.0,34176.0,34387.0,34666.4,36746.94,34692.85,36822.8,0.0,0.0
2019-06-25 00:00:00+00:00,34490.0,34893.0,34396.0,34556.0,34668.35,36687.58,34666.4,36746.94,0.0,0.0
2019-06-24 00:00:00+00:00,34290.0,34475.0,34254.0,34441.0,34663.95,36621.4,34668.35,36687.58,0.0,0.0
2019-06-20 00:00:00+00:00,33340.0,34068.0,33340.0,34026.0,34629.8,36542.44,34663.95,36621.4,0.0,0.0
2019-06-19 00:00:00+00:00,32985.0,33115.0,32971.0,33079.0,34545.1,36438.96,34629.8,36542.44,0.0,0.0
2019-06-18 00:00:00+00:00,33045.0,33258.0,32915.0,33024.0,34455.45,36330.0,34545.1,36438.96,0.0,0.0
2019-06-14 00:00:00+00:00,32980.0,33344.0,32980.0,33045.0,34356.35,36219.84,34455.45,36330.0,0.0,0.0
2019-06-13 00:00:00+00:00,32758.0,32980.0,32726.0,32959.0,34253.25,36101.14,34356.35,36219.84,0.0,0.0
2019-06-12 00:00:00+00:00,32674.0,32848.0,32674.0,32745.0,34133.9,35959.58,34253.25,36101.14,0.0,0.0
2019-06-11 00:00:00+00:00,32692.0,32705.0,32486.0,32632.0,34013.7,35818.62,34133.9,35959.58,0.0,0.0
2019-06-10 00:00:00+00:00,32850.0,32850.0,32630.0,32660.0,33892.2,35690.08,34013.7,35818.62,0.0,0.0
2019-06-07 00:00:00+00:00,32721.0,33040.0,32672.0,32936.0,33794.9,35572.74,33892.2,35690.08,0.0,0.0
2019-06-06 00:00:00+00:00,32688.0,32834.0,32688.0,32800.0,33689.65,35445.44,33794.9,35572.74,0.0,0.0
2019-06-05 00:00:00+00:00,32650.0,32956.0,32640.0,32680.0,33588.6,35318.16,33689.65,35445.44,0.0,0.0
2019-06-04 00:00:00+00:00,32435.0,32648.0,32373.0,32586.0,33488.95,35193.32,33588.6,35318.16,0.0,0.0
2019-06-03 00:00:00+00:00,32207.0,32450.0,32162.0,32404.0,33380.0,35066.1,33488.95,35193.32,0.0,0.0
2019-05-30 00:00:00+00:00,31560.0,31884.0,31534.0,31809.0,33259.6,34938.98,33380.0,35066.1,0.0,0.0
2019-05-29 00:00:00+00:00,31634.0,31845.0,31622.0,31733.0,33144.15,34813.78,33259.6,34938.98,0.0,0.0
2019-05-28 00:00:00+00:00,31621.0,31693.0,31485.0,31540.0,33010.85,34684.5,33144.15,34813.78,0.0,0.0
2019-05-27 00:00:00+00:00,31555.0,31695.0,31555.0,31613.0,32882.75,34560.3,33010.85,34684.5,0.0,0.0
2019-05-24 00:00:00+00:00,31646.0,31680.0,31483.0,31530.0,32739.9,34432.14,32882.75,34560.3,0.0,0.0
2019-05-23 00:00:00+00:00,31347.0,31735.0,31232.0,31667.0,32595.45,34302.22,32739.9,34432.14,0.0,0.0
2019-05-22 00:00:00+00:00,31440.0,31538.0,31391.0,31422.0,32444.5,34175.16,32595.45,34302.22,0.0,0.0
2019-05-21 00:00:00+00:00,31480.0,31524.0,31376.0,31416.0,32314.0,34038.66,32444.5,34175.16,0.0,0.0
2019-05-20 00:00:00+00:00,31679.0,31679.0,31376.0,31537.0,32236.9,33909.56,32314.0,34038.66,0.0,0.0
2019-05-17 00:00:00+00:00,31981.0,32021.0,31755.0,31791.0,32175.25,33790.24,32236.9,33909.56,0.0,0.0
2019-05-16 00:00:00+00:00,32162.0,32309.0,31911.0,31976.0,32121.8,33665.4,32175.25,33790.24,0.0,0.0
2019-05-15 00:00:00+00:00,32320.0,32419.0,32150.0,32259.0,32086.8,33560.64,32121.8,33665.4,0.0,0.0
2019-05-14 00:00:00+00:00,32450.0,32454.0,32231.0,32241.0,32061.6,33458.56,32086.8,33560.64,0.0,0.0
2019-05-13 00:00:00+00:00,31987.0,32538.0,31862.0,32498.0,32054.9,33396.98,32061.6,33458.56,0.0,0.0
2019-05-10 00:00:00+00:00,31906.0,32003.0,31782.0,31904.0,32017.1,33336.74,32054.9,33396.98,0.0,0.0
2019-05-09 00:00:00+00:00,31713.0,32050.0,31708.0,31916.0,31966.1,33284.72,32017.1,33336.74,0.0,0.0
2019-05-08 00:00:00+00:00,31750.0,31925.0,31660.0,31685.0,31910.35,33227.84,31966.1,33284.72,0.0,0.0
2019-05-07 00:00:00+00:00,31585.0,31745.0,31517.0,31729.0,31862.8,33168.24,31910.35,33227.84,0.0,0.0
2019-05-06 00:00:00+00:00,31500.0,31650.0,31471.0,31563.0,31811.65,33104.04,31862.8,33168.24,0.0,0.0
2019-05-03 00:00:00+00:00,31331.0,31475.0,31240.0,31447.0,31763.8,33036.64,31811.65,33104.04,0.0,0.0
