Date,Open,High,Low,Close,Adj Close,Volume,Price_CHG
2015-01-02,11.039999961853027,11.089699745178223,10.791600227355957,11.027600288391113,9.683004379272461,7759119,
2015-01-05,10.816399574279785,11.027600288391113,10.816399574279785,10.903400421142578,9.573949813842773,9485391,-0.1090545654296875
2015-01-06,10.853699684143066,10.903400421142578,10.741900444030762,10.791600227355957,9.475780487060547,14333548,-0.09816932678222656
2015-01-07,10.741900444030762,10.853699684143066,10.741900444030762,10.828900337219238,9.508532524108887,9287877,0.032752037048339844
2015-01-08,10.915800094604492,11.077199935913086,10.853699684143066,11.01509952545166,9.672029495239258,12560734,0.1634969711303711
2015-01-09,11.077199935913086,11.102100372314453,10.940600395202637,11.002699851989746,9.661141395568848,9660175,-0.010888099670410156
2015-01-12,11.052399635314941,11.064800262451172,10.866100311279297,10.878499984741211,9.552084922790527,8817658,-0.10905647277832031
2015-01-13,10.940600395202637,11.002699851989746,10.866100311279297,10.928199768066406,9.595725059509277,12477997,0.04364013671875
2015-01-14,10.977899551391602,11.039999961853027,10.866100311279297,10.890999794006348,9.563060760498047,10832549,-0.03266429901123047
2015-01-15,10.965499877929688,11.027600288391113,10.866100311279297,11.01509952545166,9.672029495239258,11895682,0.10896873474121094
2015-01-16,11.039999961853027,11.039999961853027,10.928199768066406,10.953100204467773,9.61758804321289,15986495,-0.05444145202636719
2015-01-19,10.903400421142578,11.164199829101562,10.903400421142578,11.114500045776367,9.759309768676758,25290510,0.1417217254638672
2015-01-20,11.164199829101562,11.164199829101562,11.01509952545166,11.064800262451172,9.715668678283691,9649646,-0.043641090393066406
2015-01-21,11.01509952545166,11.064800262451172,10.940600395202637,10.953100204467773,9.61758804321289,17256242,-0.09808063507080078
2015-01-22,10.965499877929688,11.01509952545166,10.853699684143066,10.953100204467773,9.61758804321289,14520039,0.0
2015-01-23,11.027600288391113,11.077199935913086,10.940600395202637,11.064800262451172,9.715668678283691,11027790,0.09808063507080078
2015-01-26,11.039999961853027,11.052399635314941,10.940600395202637,10.977899551391602,9.639363288879395,8665498,-0.07630538940429688
2015-01-27,11.027600288391113,11.089699745178223,10.940600395202637,11.077199935913086,9.726558685302734,27864987,0.08719539642333984
2015-01-28,11.077199935913086,11.102100372314453,10.990300178527832,11.064800262451172,9.715668678283691,10568944,-0.010890007019042969
2015-01-29,11.089699745178223,11.139300346374512,11.002699851989746,11.102100372314453,9.748422622680664,16141602,0.032753944396972656
2015-01-30,11.114500045776367,11.139300346374512,11.01509952545166,11.052399635314941,9.704780578613281,13120878,-0.04364204406738281
2015-02-02,11.089699745178223,11.089699745178223,11.01509952545166,11.064800262451172,9.715668678283691,7932217,0.010888099670410156
2015-02-03,11.089699745178223,11.102100372314453,10.953100204467773,10.965499877929688,9.6284761428833,10967732,-0.08719253540039062
2015-02-04,10.990300178527832,11.052399635314941,10.878499984741211,10.940600395202637,9.606614112854004,20855548,-0.021862030029296875
2015-02-05,10.977899551391602,11.002699851989746,10.816399574279785,10.853699684143066,9.53030776977539,21255665,-0.07630634307861328
2015-02-06,10.915800094604492,10.915800094604492,10.816399574279785,10.828900337219238,9.508532524108887,9007015,-0.021775245666503906
2015-02-09,10.803999900817871,10.915800094604492,10.779199600219727,10.816399574279785,9.497557640075684,11024722,-0.010974884033203125
2015-02-10,10.878499984741211,10.878499984741211,10.791600227355957,10.841300010681152,9.51941967010498,9329458,0.021862030029296875
2015-02-11,10.791600227355957,10.853699684143066,10.692299842834473,10.779199600219727,9.46489143371582,19214194,-0.054528236389160156
2015-02-12,10.729499816894531,10.866100311279297,10.704700469970703,10.791600227355957,9.475780487060547,9567229,0.010889053344726562
2015-02-13,10.766799926757812,10.816399574279785,10.729499816894531,10.741900444030762,9.432140350341797,19722741,-0.04364013671875
2015-02-16,10.741900444030762,10.803999900817871,10.704700469970703,10.717100143432617,9.410365104675293,14475193,-0.021775245666503906
2015-02-17,10.779199600219727,10.828900337219238,10.729499816894531,10.791600227355957,9.475780487060547,10719021,0.0654153823852539
2015-02-18,10.791600227355957,10.866100311279297,10.754400253295898,10.866100311279297,9.541196823120117,7100922,0.06541633605957031
2015-02-23,10.866100311279297,10.878499984741211,10.754400253295898,10.779199600219727,9.46489143371582,11487165,-0.07630538940429688
2015-02-24,10.754400253295898,10.803999900817871,10.754400253295898,10.779199600219727,9.46489143371582,8316177,0.0
2015-02-25,10.803999900817871,10.928199768066406,10.779199600219727,10.866100311279297,9.541196823120117,13794407,0.07630538940429688
