,Date,Pairs_Name,Stock_1_Close,Stock_2_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
1307,2020-04-21,0005.HK 2388.HK,39.150001525878906,23.54999923706055,1.6624205008155026,2.059666484736325,0.15916031750854626,2.218826802244871,1.9005061672277783,,True
1307,2020-04-21,0011.HK 0005.HK,134.0,39.150001525878906,3.4227329445038057,2.8805332920700515,0.28668744205158664,3.167220734121638,2.593845850018465,True,
1307,2020-04-21,0016.HK 0017.HK,103.8000030517578,8.800000190734863,11.79545463658561,10.91654042837924,0.5361304394472615,11.452670867826502,10.38040998893198,True,
1307,2020-04-21,0027.HK 1128.HK,47.9000015258789,13.239999771118164,3.6178249512034233,3.0121257749944195,0.2737385436035213,3.2858643185979406,2.7383872313908983,True,
1307,2020-04-21,0151.HK 0322.HK,5.360000133514403,12.9399995803833,0.4142194982478997,0.5037563416336932,0.07148628672053678,0.57524262835423,0.4322700549131565,,True
1307,2020-04-21,0175.HK 1958.HK,11.260000228881836,3.0799999237060547,3.655844320714488,3.019831997237012,0.4722083885615725,3.4920403857985844,2.54762360867544,True,
1307,2020-04-21,0384.HK 1193.HK,23.25,41.400001525878906,0.5615941821998861,0.7517070447946923,0.0961289427776056,0.8478359875722979,0.6555781020170867,,True
1307,2020-04-21,0384.HK 2688.HK,23.25,77.1500015258789,0.3013609791336311,0.3560610427987353,0.028232293565340107,0.3842933363640754,0.3278287492333952,,True
1276,2020-04-21,0669.HK SWK,55.0,106.33999633789062,0.5172089702282849,0.3875714473878143,0.06812510337287435,0.4556965507606887,0.31944634401493993,True,
1307,2020-04-21,0728.HK 0762.HK,2.549999952316284,4.880000114440918,0.522540961581192,0.4474969314195492,0.06618553835958609,0.5136824697791352,0.3813113930599631,True,
1307,2020-04-21,0857.HK 0386.HK,2.7100000381469727,3.7899999618530273,0.7150395950985668,0.8378686692115328,0.08129556688323976,0.9191642360947726,0.756573102328293,,True
