Date,NKE_Close,ADS.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-02,44.26493453979492,51.71195602416992,0.855990334597007,,,,,,
2015-01-05,43.55227279663086,50.181312561035156,0.8678982388844165,,,,,,
2015-01-06,43.29607009887695,50.05299758911133,0.8650045388749246,,,,,,
2015-01-07,44.19041061401367,50.55709838867188,0.8740693596433776,,,,,,
2015-01-08,45.21051025390625,52.22522735595703,0.8656833592271446,,,,,,
2015-01-09,44.71210861206055,52.078575134277344,0.8585509203501941,,,,,,
2015-01-12,44.65154647827149,51.86776733398438,0.8608727302787769,,,,,,
2015-01-13,44.2556266784668,51.601966857910156,0.8576344928930315,,,,,,
2015-01-14,43.65008163452149,50.8228988647461,0.8588664285106311,,,,,,
2015-01-15,43.23086166381836,51.70278549194336,0.8361418297386483,,,,,,
2015-01-16,43.31471633911133,51.86776733398438,0.8350989172177267,,,,,,
2015-01-20,43.6035041809082,53.51756286621094,0.8147513049111189,,,,,,
2015-01-21,43.556922912597656,53.20593643188477,0.8186478019865328,,,,,,
2015-01-22,44.64689254760742,53.40757369995117,0.8359655654540292,,,,,,
2015-01-23,44.79130172729492,55.4881591796875,0.8072227010135098,,,,,,
2015-01-26,44.87979507446289,56.43220901489258,0.7952868735409422,,,,,,
2015-01-27,44.018062591552734,56.285560607910156,0.7820489325528118,,,,,,
2015-01-28,43.4637565612793,56.27639389038086,0.7723266107977899,,,,,,
2015-01-29,44.19041061401367,56.30389785766602,0.7848552639414991,,,,,,
2015-01-30,42.97001266479492,56.08391189575195,0.7661735997422402,,,,,,
2015-02-02,42.816307067871094,56.63384628295898,0.7560197634105322,,,,,,
2015-02-03,43.48239135742188,58.04534149169922,0.7491107854648437,,,,,,
2015-02-04,43.10508728027344,58.503623962402344,0.7367934558716421,,,,,,
2015-02-05,43.47773742675781,58.33863830566406,0.745264865438873,,,,,,
2015-02-06,42.75574493408203,58.10033798217773,0.7358949434545002,,,,,,
2015-02-09,42.46695327758789,57.20211410522461,0.7424018140215753,,,,,,
2015-02-10,43.20292282104492,57.47707748413086,0.7516548285353067,,,,,,
2015-02-11,42.53215789794922,58.21031951904297,0.7306635361112426,,,,,,
2015-02-12,42.85356903076172,59.87844848632813,0.7156760088823335,,,,,,
2015-02-13,42.87221145629883,59.46599197387695,0.7209534396589622,,,,,,
2015-02-17,42.78835678100586,58.32030868530274,0.733678503176183,,,,,,
2015-02-18,43.608158111572266,59.26436233520508,0.7358243030595727,,,,,,
2015-02-19,43.64543533325195,62.20649719238281,0.7016218128834996,,,,,,
2015-02-20,44.21835708618164,63.07721710205078,0.7010194665792255,,,,,,
2015-02-23,44.2556266784668,63.45300674438477,0.6974551553836835,,,,,,
2015-02-24,44.44660568237305,63.16887283325195,0.7036156209356399,,,,,,
2015-02-25,45.0987319946289,62.53644943237305,0.7211591384541057,,,,,,
2015-02-26,45.44073486328125,63.141380310058594,0.7196664792588073,,,,,,
2015-02-27,45.50165176391602,63.63632202148438,0.7150264238802821,,,,,,
2015-03-02,46.26531600952149,63.13220977783203,0.7328321972624328,,,,,,
2015-03-03,45.89988327026367,62.72893142700195,0.7317179206803108,,,,,,
2015-03-04,45.68904495239258,63.2421989440918,0.7224455460946766,,,,,,
2015-03-05,46.12944412231445,65.4144287109375,0.7051876020527175,,,,,,
2015-03-06,45.40324783325195,65.96436309814453,0.6882996469730043,,,,,,
2015-03-09,45.64688491821289,65.50608825683594,0.6968342353040654,,,,,,
2015-03-10,45.21584701538086,64.54370880126953,0.7005461547708813,,,,,,
2015-03-11,44.66769409179688,65.4052734375,0.6829371967151924,,,,,,
2015-03-12,45.46416091918945,65.2952880859375,0.6962854786604574,,,,,,
2015-03-13,44.88788986206055,64.94699096679689,0.6911465672829825,,,,,,
2015-03-16,45.18305587768555,66.21183013916016,0.6824015554731298,,,,,,
2015-03-17,45.22990798950195,65.5152587890625,0.6903721182744209,,,,,,
