Date,6808.HK_Close,601933.SS_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,6.735902786254883,4.168403625488281,1.6159430303407454,,,,,,
2015-01-06,6.90211296081543,4.159253120422363,1.65945970610092,,,,,,
2015-01-07,6.762146472930907,4.140950679779054,1.6329937243521362,,,,,,
2015-01-08,6.788390159606934,4.081466674804688,1.6632232235319624,,,,,,
2015-01-09,6.8408775329589835,3.9762270450592037,1.720444395009925,,,,,,
2015-01-12,6.919609069824219,3.921319723129273,1.7646123138110925,,,,,,
2015-01-13,6.823381423950195,3.9625003337860103,1.721988857835812,,,,,,
2015-01-14,6.735902786254883,3.9167439937591553,1.719771013113879,,,,,,
2015-01-15,6.613431453704834,4.054013252258302,1.631329510336652,,,,,,
2015-01-16,6.578440189361572,4.0494370460510245,1.6245320311317863,,,,,,
2015-01-19,6.552195549011231,3.838958263397217,1.7067639446574718,,,,,,
2015-01-20,6.324749946594237,3.912168025970459,1.6166866823224724,,,,,,
2015-01-21,6.324749946594237,4.0174078941345215,1.5743360179653332,,,,,,
2015-01-22,6.202279567718506,4.1363744735717765,1.4994482746536273,,,,,,
2015-01-23,6.298505783081055,4.067739963531493,1.5484042341813993,,,,,,
2015-01-26,6.2897582054138175,4.255341529846191,1.4780854042615845,,,,,,
2015-01-27,6.272263050079347,4.218735694885254,1.4867636902884827,,,,,,
2015-01-28,6.272263050079347,4.150101184844972,1.511351837151327,,,,,,
2015-01-29,6.211026668548584,4.163828372955321,1.4916625067666374,,,,,,
2015-01-30,6.132296085357666,4.076890945434569,1.5041599511570953,,,,,,
2015-02-02,5.9048500061035165,3.9579246044158936,1.4919056314300227,,,,,,
2015-02-03,6.123548030853272,4.0494370460510245,1.5121973650201335,,,,,,
2015-02-04,6.149791717529298,3.9991049766540527,1.5377920193219505,,,,,,
2015-02-05,6.193531513214111,3.967076063156128,1.561233365484467,,,,,,
2015-02-06,6.167287826538086,3.9762270450592037,1.5510401585848725,,,,,,
2015-02-09,6.114799976348878,4.0174078941345215,1.5220759597940208,,,,,,
2015-02-10,6.123548030853272,4.026559352874757,1.5207892133718017,,,,,,
2015-02-11,6.123548030853272,4.1363744735717765,1.480414326598811,,,,,,
2015-02-12,6.114799976348878,4.159253120422363,1.4701677919827907,,,,,,
2015-02-13,6.298505783081055,4.186705589294434,1.5044061849456467,,,,,,
2015-02-16,6.298505783081055,4.191282272338866,1.5027634441729671,,,,,,
2015-02-17,6.2547669410705575,4.24161434173584,1.4746194342861578,,,,,,
2015-02-25,6.237270832061768,4.24161434173584,1.4704945639893383,,,,,,
2015-02-26,6.219775199890138,4.214160442352295,1.4759227335963345,,,,,,
2015-02-27,6.0885562896728525,4.2004337310791025,1.4495065699105045,,,,,,
2015-03-02,6.0885562896728525,4.22788667678833,1.4400944857627926,,,,,,
2015-03-03,5.6686553955078125,4.113495826721191,1.3780627559372576,,,,,,
2015-03-04,5.6686553955078125,4.172979831695557,1.3584190732128547,,,,,,
2015-03-05,5.703647136688232,4.342278003692627,1.3135149642279724,,,,,,
2015-03-06,5.633664131164551,4.255341529846191,1.3239041077316722,,,,,,
2015-03-09,5.624916076660156,4.255341529846191,1.3218483257355533,,,,,,
2015-03-10,5.563680171966553,4.264491558074951,1.3046526405783467,,,,,,
2015-03-11,5.554932594299316,4.401761531829834,1.2619794493933214,,,,,,
2015-03-12,5.449957847595215,4.3560051918029785,1.2511366739991057,,,,,,
2015-03-13,5.388721942901611,4.365156173706056,1.234485486535649,,,,,,
2015-03-16,5.301243305206299,4.470396041870117,1.1858554042090217,,,,,,
2015-03-17,5.3712263107299805,4.607664585113525,1.1657155618669326,,,,,,
2015-03-18,5.493697643280028,4.918808460235597,1.1168757002212881,,,,,,
2015-03-19,5.414966106414795,4.909656524658203,1.102921574904218,,,,,,
2015-03-20,5.344982147216797,4.868476867675781,1.0978756380059582,,,,,,
2015-03-23,5.484949111938477,4.932534217834473,1.1119941331793801,,,,,,
2015-03-24,5.5199408531188965,4.79984188079834,1.1500255613005288,,,,,,
2015-03-25,5.51119327545166,4.836446762084961,1.1395128586251242,,,,,,
2015-03-26,5.616168022155762,5.037775039672852,1.1148111969923276,,,,,,
2015-03-27,5.9048500061035165,5.115560054779053,1.1542919920541435,,,,,,
2015-03-30,5.738638877868652,5.390098571777344,1.0646630671869848,,,,,,
2015-03-31,5.9048500061035165,5.275707721710205,1.1192526799398517,,,,,,
2015-04-01,6.193531513214111,5.3809475898742685,1.1510113060511764,,,,,,
2015-04-02,6.385986328125,5.440430164337158,1.1738017280299093,,,,,,
2015-04-08,7.8468894958496085,5.275707721710205,1.4873624373766319,,,,,,
2015-04-09,7.2607784271240225,5.353493690490723,1.3562691668099212,,,,,,
2015-04-10,7.085820198059082,5.692090034484862,1.2448538507174813,,,,,,
2015-04-13,7.391996383666992,5.701241970062256,1.2965589642542876,,,,,,
2015-04-14,6.989592552185059,5.522791385650635,1.265590543641659,,,,,,
2015-04-15,6.963348865509032,5.28485918045044,1.317603483413068,,,,,,
2015-04-16,6.8933653831481925,5.348917484283447,1.288740273784882,,,,,,
2015-04-17,6.779642105102539,5.326039791107178,1.2729236676793934,,,,,,
2015-04-20,6.718406200408936,5.0835304260253915,1.3216024371593638,,,,,,
2015-04-21,6.700911045074463,5.2619805335998535,1.273457969349461,,,,,,
2015-04-22,6.718406200408936,5.371796131134033,1.250681529306404,,,,,,
2015-04-23,6.90211296081543,5.422127723693848,1.2729528540344557,,,,,,
2015-04-24,6.989592552185059,5.385522365570068,1.2978485795305386,,,,,,
2015-04-27,6.980844497680664,5.431279182434082,1.285303933603378,,,,,,
2015-04-28,7.138307094573975,5.179619312286377,1.3781528456428196,,,,,,
2015-04-29,7.02458381652832,5.20707368850708,1.3490463620733468,,,,,,
2015-04-30,6.989592552185059,5.129287242889403,1.3626830047146508,,,,,,
2015-05-04,6.8933653831481925,5.12013578414917,1.3463247214045684,,,,,,
2015-05-05,7.068323612213135,5.147589683532715,1.3731326789361051,,,,,,
2015-05-06,7.02458381652832,5.06522798538208,1.386824805675246,,,,,,
2015-05-07,6.753397941589356,4.836446762084961,1.3963552735723717,,,,,,
2015-05-08,6.5346999168396,4.950836658477783,1.319918302222639,,,,,,
2015-05-11,6.788390159606934,5.069804191589356,1.338984683248449,,,,,,
2015-05-12,6.6571717262268075,5.092681884765625,1.3072035278977931,,,,,,
2015-05-13,6.648423194885254,5.152165412902832,1.2904133819607706,,,,,,
2015-05-14,6.158539295196532,5.07895565032959,1.212560163780301,,,,,,
2015-05-15,5.729891300201416,4.923384189605713,1.163811532786413,,,,,,
2015-05-18,6.001077175140381,4.863900184631348,1.23379940939212,,,,,,
2015-05-19,5.896101474761963,5.12013578414917,1.151551779742837,,,,,,
2015-05-20,5.905062675476074,5.184194564819336,1.1390511296679815,,,,,,
2015-05-21,5.80649471282959,5.27113151550293,1.1015651375330142,,,,,,
2015-05-22,5.976747035980225,5.367219924926758,1.1135647727462528,,,,,,
2015-05-26,6.066353797912598,5.801906108856201,1.0455794499419313,,,,,,
2015-05-27,6.012589454650879,6.383011341094972,0.9419675343424113,,,,,,
2015-05-28,6.048432350158691,6.204562187194824,0.9748362846038745,,,,,,
2015-05-29,6.111157417297362,6.575188159942628,0.9294270017286753,,,,,,
2015-06-01,6.039471626281737,7.009873390197754,0.8615664349554478,,,,,,
2015-06-02,5.958826541900635,7.485739707946777,0.7960237430610647,,,,,,
2015-06-03,5.922983646392822,7.302713871002197,0.8110660983051735,,,,,,
2015-06-04,5.8781800270080575,6.936662673950195,0.8474075075155172,,,,,,
2015-06-05,5.824416637420653,6.941239356994629,0.8391032692960569,,,,,,
2015-06-08,5.86025857925415,6.8085455894470215,0.8607210603593991,,,,,,
2015-06-09,5.869219779968263,6.895482540130615,0.8511688262293949,,,,,,
2015-06-10,5.8781800270080575,7.0327515602111825,0.8358293303384579,,,,,,
2015-06-11,5.788573741912843,6.9641170501708975,0.8311999497152037,,,,,,
2015-06-12,5.734809875488281,6.936662673950195,0.826739045135447,,,,,,
2015-06-15,5.752731323242188,6.863453388214111,0.8381686299670587,,,,,,
2015-06-16,5.80649471282959,7.0236005783081055,0.8267119760144873,,,,,,
2015-06-17,5.914022445678711,7.156293869018555,0.826408550839708,,,,,,
2015-06-18,5.958826541900635,7.119688510894775,0.8369504554563374,,,,,,
2015-06-19,5.779613018035889,6.4058899879455575,0.9022341983567964,,,,,,
2015-06-23,6.075314998626709,6.1542296409606925,0.987177169696634,,,,,,
2015-06-24,6.120117664337157,6.163381099700928,0.9929805678630079,,,,,,
2015-06-25,6.209723949432372,6.048990249633789,1.026571988574178,,,,,,
2015-06-26,6.093236446380615,5.445006370544434,1.1190503796915423,,,,,,
2015-06-29,6.030510902404785,4.900505542755127,1.2305895483212441,,,,,,
2015-06-30,6.254527568817139,5.30316162109375,1.1793959935030558,,,,,,
2015-07-02,6.245566368103027,4.461244583129883,1.3999605383037115,,,,,,
2015-07-03,6.308290958404541,4.2050085067749015,1.5001850646059183,,,,,,
2015-07-06,6.290369510650635,4.52072811126709,1.39145052651431,,,,,,
2015-07-07,5.976747035980225,4.072315692901611,1.4676531700128743,,,,,,
2015-07-08,5.842337608337402,3.66508412361145,1.5940527996886904,,,,,,
2015-07-09,5.985707759857178,4.031135082244873,1.4848690598886691,,,,,,
2015-07-10,6.093236446380615,4.433790683746338,1.3742724636770913,,,,,,
2015-07-13,6.254527568817139,4.877626895904541,1.2822890520938985,,,,,,
2015-07-14,6.2366065979003915,4.8913540840148935,1.275026606289213,,,,,,
2015-07-15,6.227645397186278,4.433790683746338,1.404587144814022,,,,,,
2015-07-16,6.218684673309326,4.70592737197876,1.321457851291589,,,,,,
2015-07-17,6.272448539733888,5.0625081062316895,1.239000196762712,,,,,,
2015-07-20,6.308290958404541,5.085967540740967,1.2403325243175847,,,,,,
2015-07-21,6.3351731300354,5.085967540740967,1.245618081375415,,,,,,
2015-07-22,6.254527568817139,5.034356594085693,1.2423688016389003,,,,,,
2015-07-23,6.120117664337157,5.1704206466674805,1.1836788692002826,,,,,,
2015-07-24,5.851298809051514,4.996821880340576,1.1710040800279031,,,,,,
2015-07-27,5.555597305297852,4.499485969543457,1.2347182195706576,,,,,,
2015-07-28,5.394305229187012,4.499485969543457,1.1988714412491763,,,,,,
2015-07-29,5.412227153778076,4.813839912414551,1.1243055964159354,,,,,,
2015-07-30,5.412227153778076,4.762229442596436,1.1364902130434211,,,,,,
2015-07-31,5.286777973175049,4.762229442596436,1.1101476812281899,,,,,,
2015-08-03,5.143407344818115,4.762229442596436,1.0800419019739325,,,,,,
2015-08-04,5.16132926940918,4.762229442596436,1.0838052495419348,,,,,,
2015-08-05,5.143407344818115,4.762229442596436,1.0800419019739325,,,,,,
2015-08-06,5.0448408126831055,4.762229442596436,1.0593443414462167,,,,,,
2015-08-07,5.322620391845703,4.762229442596436,1.117674075977266,,,,,,
2015-08-10,5.403266429901123,5.222031116485597,1.0347059045365277,,,,,,
2015-08-11,5.672085285186768,5.742826461791992,0.9876818188611692,,,,,,
2015-08-12,5.833377361297607,6.315232276916504,0.9236995735881043,,,,,,
2015-08-13,5.492873191833496,6.37153434753418,0.8620958300192275,,,,,,
2015-08-14,5.958826541900635,6.3762264251708975,0.9345381020939708,,,,,,
2015-08-17,5.994668483734131,6.080639839172362,0.9858614623276334,,,,,,
