Date,YUM_Close,YUMC_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2016-10-17,58.98162841796875,24.94687843322754,2.3642889260008277,,,,,,
2016-10-18,58.59399795532226,23.77004432678223,2.4650352834766536,,,,,,
2016-10-19,59.32845687866211,23.59497833251953,2.514452695932053,,,,,,
2016-10-20,58.6211929321289,23.59497833251953,2.484477506441905,,,,,,
2016-10-21,59.14484024047852,24.23688507080078,2.4402822420333568,,,,,,
2016-10-24,59.70928573608398,24.53839111328125,2.433300759631576,,,,,,
2016-10-25,58.30157089233398,23.84785079956055,2.444730612513238,,,,,,
2016-10-26,58.30157089233398,24.071552276611328,2.422011269667125,,,,,,
2016-10-27,58.04994201660156,24.149354934692386,2.403788514168898,,,,,,
2016-10-28,58.29476928710938,23.69223976135254,2.460500563657197,,,,,,
2016-10-31,58.67559814453125,23.57553100585937,2.4888346366386505,,,,,,
2016-11-01,57.410545349121094,25.472076416015625,2.2538620099704194,,,,,,
2016-11-02,56.47404479980469,25.86111068725586,2.1837439807886763,,,,,,
2016-11-03,56.89972686767578,26.113983154296875,2.178898811854113,,,,,,
2016-11-04,56.57809829711914,26.823974609375,2.10923620086283,,,,,,
2016-11-07,58.65921401977539,25.97782325744629,2.2580496232670804,,,,,,
2016-11-08,58.64976119995117,25.86111068725586,2.2678747989293937,,,,,,
2016-11-09,58.52678680419922,25.287281036376953,2.314475277907722,,,,,,
2016-11-10,58.02542495727539,25.287281036376953,2.2946486367515377,,,,,,
2016-11-11,57.420005798339844,26.240419387817386,2.1882274421649743,,,,,,
2016-11-14,57.420005798339844,25.17057228088379,2.2812356094878474,,,,,,
2016-11-15,57.420005798339844,25.83193206787109,2.222830473828822,,,,,,
2016-11-16,57.1362190246582,26.20151710510254,2.180645448714547,,,,,,
2016-11-17,57.47675323486328,26.3474063873291,2.181495680823627,,,,,,
2016-11-18,58.99030685424805,27.475608825683594,2.147006358567211,,,,,,
2016-11-21,58.64976119995117,28.12723731994629,2.0851589700336475,,,,,,
2016-11-22,59.34031295776367,29.15818023681641,2.035117160118174,,,,,,
2016-11-23,59.73762512207031,28.973390579223636,2.0618099548524094,,,,,,
2016-11-25,59.9173583984375,28.64271354675293,2.091888336649235,,,,,,
2016-11-28,59.69977569580078,27.57286262512207,2.165164223514731,,,,,,
2016-11-29,60.10654830932617,27.806285858154297,2.161617290994644,,,,,,
2016-11-30,59.96464920043945,27.34917068481445,2.192558227505401,,,,,,
2016-12-01,59.30247116088867,27.475608825683594,2.1583678650081097,,,,,,
2016-12-02,59.04706192016602,27.378347396850586,2.1567065778030994,,,,,,
2016-12-05,59.65248489379883,27.232460021972656,2.1904919660459576,,,,,,
2016-12-06,60.03086471557617,27.57286262512207,2.1771720090057354,,,,,,
2016-12-07,60.957908630371094,27.251909255981445,2.2368307503809706,,,,,,
2016-12-08,60.88223266601562,27.251909255981445,2.2340538453338916,,,,,,
2016-12-09,61.00521087646485,27.232460021972656,2.2401652596659454,,,,,,
2016-12-12,61.24169921875,25.72494697570801,2.3806346141968864,,,,,,
2016-12-13,61.12818908691406,26.27932357788086,2.32609446379987,,,,,,
2016-12-14,60.42816543579102,26.29877281188965,2.29775609181549,,,,,,
2016-12-15,60.3619499206543,25.67631721496582,2.350880362448219,,,,,,
2016-12-16,60.77817916870117,25.46234893798828,2.386982415358538,,,,,,
2016-12-19,60.57952499389648,25.209474563598636,2.4030459199403795,,,,,,
2016-12-20,60.74979782104492,25.93891716003418,2.342032917035033,,,,,,
2016-12-21,60.72142028808594,25.900012969970703,2.344455207744038,,,,,,
2016-12-22,60.5889892578125,25.44289588928223,2.3813715829154294,,,,,,
2016-12-23,60.3619499206543,25.29701042175293,2.3861297803296546,,,,,,
2016-12-27,60.570068359375,25.160846710205078,2.4073143903701846,,,,,,
2016-12-28,60.27681350708008,25.277557373046875,2.3845980296874907,,,,,,
2016-12-29,60.19168472290039,25.287281036376953,2.380314618891284,,,,,,
2016-12-30,59.90789031982422,25.40399169921875,2.3582077584156416,,,,,,
2017-01-03,59.79437637329102,25.52070426940918,2.342975168007591,,,,,,
2017-01-04,60.01194763183594,25.89028739929199,2.3179328489600723,,,,,,
2017-01-05,60.21060562133789,26.25014305114746,2.2937248571948614,,,,,,
2017-01-06,60.9389877319336,25.44289588928223,2.3951278186695735,,,,,,
2017-01-09,61.1092643737793,25.33591270446777,2.4119622247910257,,,,,,
2017-01-10,61.46873092651367,25.46234893798828,2.414102920206472,,,,,,
2017-01-11,61.28815841674805,25.34564018249512,2.4180947088121494,,,,,,
2017-01-12,61.44972610473633,25.277557373046875,2.4309993722043477,,,,,,
2017-01-13,61.44972610473633,25.25810432434082,2.432871656386273,,,,,,
2017-01-17,60.98405075073242,25.93891716003418,2.3510638618598394,,,,,,
2017-01-18,61.16461944580078,25.76385307312012,2.374047828646209,,,,,,
2017-01-19,60.85100173950195,25.287281036376953,2.4063876876270287,,,,,,
2017-01-20,61.37369155883789,25.33591270446777,2.422399077338752,,,,,,
2017-01-23,61.21213912963867,25.97782325744629,2.3563228728986294,,,,,,
2017-01-24,62.08645248413086,26.182064056396484,2.371335290846279,,,,,,
2017-01-25,62.343055725097656,26.25987243652344,2.3740806767358116,,,,,,
2017-01-26,62.05794906616211,27.22273063659668,2.279637186092381,,,,,,
2017-01-27,62.62816619873047,27.281084060668945,2.2956626671966203,,,,,,
2017-01-30,62.41908264160156,26.96013641357422,2.315236157713729,,,,,,
2017-01-31,62.276527404785156,26.72671318054199,2.33012293670756,,,,,,
2017-02-01,61.6492919921875,26.80451965332031,2.2999588423719777,,,,,,
2017-02-02,62.409584045410156,27.709028244018555,2.2523194785397167,,,,,,
2017-02-03,62.94178009033203,27.650671005249023,2.276320168808329,,,,,,
2017-02-06,63.00831604003906,28.00080299377441,2.250232468477711,,,,,,
2017-02-07,63.18886947631836,27.32971954345703,2.312093593783194,,,,,,
2017-02-08,63.28389358520508,26.38630485534668,2.398361344346471,,,,,,
2017-02-09,64.04417419433594,26.22096443176269,2.442479732620216,,,,,,
2017-02-10,64.62389373779297,25.83193206787109,2.5017057790334642,,,,,,
2017-02-13,64.72843170166016,26.51274490356445,2.4414081581178673,,,,,,
2017-02-14,65.17510223388672,25.900012969970703,2.516411953517274,,,,,,
2017-02-15,65.24162292480469,25.919464111328125,2.5170899616049844,,,,,,
2017-02-16,65.04204559326172,26.113983154296875,2.490697999188971,,,,,,
2017-02-17,65.00404357910156,25.841655731201172,2.515475179116166,,,,,,
2017-02-21,64.31027984619139,26.0167236328125,2.4718823459031847,,,,,,
2017-02-22,62.8182258605957,26.036174774169922,2.4127286901959453,,,,,,
2017-02-23,62.48561096191406,26.036174774169922,2.3999535839613833,,,,,,
2017-02-24,62.67567825317383,26.25014305114746,2.387631874274076,,,,,,
2017-02-27,62.26701736450195,26.25987243652344,2.3711850663028398,,,,,,
2017-02-28,62.07695770263672,25.86111068725586,2.400397974137581,,,,,,
2017-03-01,62.3145523071289,25.773576736450195,2.417768901240655,,,,,,
2017-03-02,61.972412109375,25.686044692993164,2.412688012112675,,,,,,
2017-03-03,61.80134582519531,25.783302307128906,2.396952302269972,,,,,,
2017-03-06,61.29766845703125,25.58878517150879,2.3954895883561385,,,,,,
2017-03-07,60.84149932861328,25.29701042175293,2.405086542411968,,,,,,
2017-03-08,60.898521423339844,25.65686416625977,2.3735761716127746,,,,,,
2017-03-09,60.64192962646485,25.481801986694336,2.3798132352700114,,,,,,
2017-03-10,61.11709976196289,25.6276912689209,2.384807087015308,,,,,,
2017-03-13,61.18362045288086,25.75412368774414,2.3756824807825585,,,,,,
2017-03-14,60.77497482299805,25.287281036376953,2.403381159705164,,,,,,
2017-03-15,60.73695755004883,25.15112113952637,2.414880720947161,,,,,,
2017-03-16,60.65143203735352,25.51097869873047,2.37746394419481,,,,,,
2017-03-17,60.69894409179688,25.559612274169922,2.374799094786666,,,,,,
2017-03-20,60.88901901245117,26.191791534423828,2.3247366997566714,,,,,,
2017-03-21,60.56589889526367,25.93891716003418,2.334943225331765,,,,,,
2017-03-22,60.17625045776367,26.104257583618164,2.3052274237259875,,,,,,
2017-03-23,60.04320526123047,25.59851264953613,2.3455739824914597,,,,,,
2017-03-24,60.4233512878418,25.42344665527344,2.3766781942332953,,,,,,
2017-03-27,60.35681533813477,25.73467254638672,2.3453500420237203,,,,,,
2017-03-28,61.26916122436523,25.82220458984375,2.372731615969896,,,,,,
2017-03-29,60.87001037597656,25.880563735961914,2.351958442520154,,,,,,
2017-03-30,60.84149932861328,25.79302978515625,2.358834919177554,,,,,,
2017-03-31,60.72745132446289,26.454389572143555,2.29555292360285,,,,,,
2017-04-03,60.39482498168945,26.454389572143555,2.2829793451475116,,,,,,
2017-04-04,60.67042922973633,27.19355392456055,2.2310592208008635,,,,,,
2017-04-05,60.69894409179688,27.40752601623535,2.2146816190502108,,,,,,
2017-04-06,61.34518051147461,29.91680145263672,2.0505260433203145,,,,,,
2017-04-07,61.08858871459961,30.29611015319824,2.0163838989788836,,,,,,
2017-04-10,60.94602966308594,30.49062919616699,1.9988446047137503,,,,,,
2017-04-11,61.25158309936523,31.60910224914551,1.9377830669335456,,,,,,
2017-04-12,61.137001037597656,31.74526786804199,1.925861873074455,,,,,,
2017-04-13,60.9078483581543,32.08567428588867,1.8982879342180963,,,,,,
2017-04-17,61.00332260131836,32.037036895751946,1.9041499624269962,,,,,,
2017-04-18,61.07015991210938,31.861974716186523,1.9167098227933912,,,,,,
2017-04-19,61.62395858764648,32.10512542724609,1.9194430100356863,,,,,,
2017-04-20,62.10136795043945,32.17321014404297,1.930219821783554,,,,,,
2017-04-21,61.89130401611328,31.852251052856445,1.9430747269136257,,,,,,
2017-04-24,62.75064086914063,32.406627655029304,1.9363520801092096,,,,,,
2017-04-25,62.99890518188477,32.776206970214844,1.9220926094082393,,,,,,
