Date,0669.HK_Close,6586.T_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-05,23.24698829650879,2414.47021484375,0.009628194273671417,,,,,,
2015-01-06,23.061752319335934,2301.64404296875,0.010019686749472342,,,,,,
2015-01-07,23.061752319335934,2292.61865234375,0.010059131419767454,,,,,,
2015-01-08,23.108062744140625,2315.183349609375,0.0099810940451172,,,,,,
2015-01-09,23.385913848876953,2382.87890625,0.009814142794893422,,,,,,
2015-01-13,23.108062744140625,2351.288330078125,0.009827830321163898,,,,,,
2015-01-14,23.15437126159668,2328.72265625,0.009942949281423981,,,,,,
2015-01-15,22.644975662231445,2373.85302734375,0.009539333480796955,,,,,,
2015-01-16,22.644975662231445,2315.183349609375,0.00978107227060534,,,,,,
2015-01-19,22.36712455749512,2387.39208984375,0.00936885258715882,,,,,,
2015-01-20,22.41343116760254,2513.757080078125,0.008916307524395298,,,,,,
2015-01-21,22.87652015686035,2409.957275390625,0.009492500298849632,,,,,,
2015-01-22,23.01544189453125,2423.49609375,0.009496793476946883,,,,,,
2015-01-23,23.571149826049805,2423.49609375,0.00972609359133604,,,,,,
2015-01-26,22.92283058166504,2373.85302734375,0.009656381552532256,,,,,,
2015-01-27,22.92283058166504,2396.418212890625,0.009565455002119557,,,,,,
2015-01-28,23.061752319335934,2378.365966796875,0.009696469189892983,,,,,,
2015-01-29,23.15437126159668,2306.1572265625,0.010040239665753407,,,,,,
2015-01-30,23.52484130859375,2378.365966796875,0.009891178076465848,,,,,,
2015-02-02,23.108062744140625,2355.80078125,0.00980900546772014,,,,,,
2015-02-03,23.108062744140625,2324.20947265625,0.009942332227796707,,,,,,
2015-02-04,23.15437126159668,2373.85302734375,0.009753919469692498,,,,,,
2015-02-05,23.24698829650879,2369.340087890625,0.009811587798358279,,,,,,
2015-02-06,23.75638198852539,2405.444091796875,0.009876089853653298,,,,,,
2015-02-09,23.84900283813477,2428.009033203125,0.009822452269327939,,,,,,
2015-02-10,23.80269432067871,2495.70458984375,0.009537464657293009,,,,,,
2015-02-12,23.15437126159668,2495.70458984375,0.009277689096627545,,,,,,
2015-02-13,23.52484130859375,2486.6787109375,0.00946034612558559,,,,,,
2015-02-16,24.12685203552246,2522.783203125,0.009563585172771191,,,,,,
2015-02-17,23.89530944824219,2531.808837890625,0.009438038563824018,,,,,,
2015-02-18,23.94162178039551,2540.8349609375,0.00942273785919637,,,,,,
2015-02-23,23.75638198852539,2563.400146484375,0.009267527748684319,,,,,,
2015-02-24,24.49732780456543,2509.24365234375,0.00976283342659203,,,,,,
2015-02-25,25.423498153686523,2509.24365234375,0.010131936820858268,,,,,,
2015-02-26,25.09933662414551,2540.8349609375,0.009878381323470348,,,,,,
2015-02-27,24.86779594421387,2567.913330078125,0.009684047998402386,,,,,,
2015-03-02,24.72886848449707,2545.34814453125,0.009715318722756145,,,,,,
2015-03-03,24.775177001953125,2590.47802734375,0.009563940222784804,,,,,,
2015-03-04,24.960411071777344,2604.016845703125,0.009585349308689916,,,,,,
2015-03-05,24.86779594421387,2739.408447265625,0.009077797788437125,,,,,,
2015-03-06,25.28457069396973,2703.30419921875,0.009353209565270873,,,,,,
2015-03-09,25.238264083862305,2721.356201171875,0.009274149438061126,,,,,,
2015-03-10,24.86779594421387,2721.356201171875,0.009138015792826113,,,,,,
2015-03-11,24.589942932128906,2721.356201171875,0.009035914858018199,,,,,,
2015-03-12,25.09933662414551,2698.791015625,0.009300214977310081,,,,,,
2015-03-13,24.82148361206055,2757.4599609375,0.009001575349664033,,,,,,
2015-03-16,24.45101547241211,2820.642333984375,0.008668598346488391,,,,,,
2015-03-17,24.40470886230469,2811.61669921875,0.00867995586634761,,,,,,
2015-03-18,24.589942932128906,2775.512451171875,0.008859604618868332,,,,,,
2015-03-19,24.40470886230469,2793.564453125,0.008736046463866099,,,,,,
2015-03-20,25.423498153686523,2820.642333984375,0.009013371829307358,,,,,,
2015-03-23,25.00672149658203,2874.799072265625,0.008698598012581892,,,,,,
2015-03-24,24.63624763488769,2879.312255859375,0.008556295894880156,,,,,,
2015-03-25,25.00672149658203,2928.95556640625,0.008537760621361903,,,,,,
2015-03-26,25.00672149658203,2856.746826171875,0.008753565862919598,,,,,,
