Date,NKE_Close,PUM.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-02,44.143959045410156,15.173043251037598,2.9093675088806856,,,,,,
2015-01-05,43.43323135375977,14.754115104675293,2.943804562023284,,,,,,
2015-01-06,43.17774200439453,14.54465103149414,2.9686337548353663,,,,,,
2015-01-07,44.069637298583984,14.575196266174315,3.0236050680744175,,,,,,
2015-01-08,45.08694839477539,14.7235689163208,3.0622295892402387,,,,,,
2015-01-09,44.58990097045898,14.885028839111328,2.9956207308981675,,,,,,
2015-01-12,44.52950286865234,14.92430305480957,2.9836906088758406,,,,,,
2015-01-13,44.13466262817383,14.963581085205078,2.9494719463786003,,,,,,
2015-01-14,43.53077697753906,14.671202659606935,2.9670898826439713,,,,,,
2015-01-15,43.112701416015625,14.470464706420898,2.9793584581209385,,,,,,
2015-01-16,43.196327209472656,14.55774211883545,2.9672408576041023,,,,,,
2015-01-20,43.48432922363281,15.05085563659668,2.8891599436977624,,,,,,
2015-01-21,43.437889099121094,14.96794319152832,2.9020613282195264,,,,,,
2015-01-22,44.52486801147461,14.97230625152588,2.9738149396280833,,,,,,
2015-01-23,44.66887283325195,15.015944480895994,2.974762785656396,,,,,,
2015-01-26,44.75712966918945,15.090129852294922,2.9659870463197335,,,,,,
2015-01-27,43.89774703979492,15.125038146972654,2.9023230628070356,,,,,,
2015-01-28,43.34496307373047,14.989760398864744,2.8916381530029804,,,,,,
2015-01-29,44.069637298583984,14.55774211883545,3.0272302489521876,,,,,,
2015-01-30,42.85256958007813,14.732295036315918,2.9087504339577905,,,,,,
2015-02-02,42.69927978515625,14.496649742126465,2.945458471075182,,,,,,
2015-02-03,43.36355590820313,14.906848907470705,2.908968634308159,,,,,,
2015-02-04,42.987281799316406,15.674881935119627,2.7424309782521075,,,,,,
2015-02-05,43.35890197753906,15.714155197143555,2.7592257702418923,,,,,,
2015-02-06,42.63888549804688,15.404325485229492,2.7679813399769677,,,,,,
2015-02-09,42.350887298583984,15.360685348510742,2.757096206172208,,,,,,
2015-02-10,43.08483505249024,15.264683723449707,2.8225173762560853,,,,,,
2015-02-11,42.41591262817383,15.199226379394533,2.7906626014648177,,,,,,
2015-02-12,42.73644638061523,15.587607383728027,2.7416937910065653,,,,,,
2015-02-13,42.75502014160156,15.61815357208252,2.737520792344253,,,,,,
2015-02-17,42.67140579223633,15.037763595581055,2.8376164794062597,,,,,,
2015-02-18,43.48897171020508,14.937397003173828,2.91141567041197,,,,,,
2015-02-19,43.52613830566406,15.19486141204834,2.8645301280044073,,,,,,
2015-02-20,44.09750747680664,15.142497062683105,2.9121687984658577,,,,,,
2015-02-23,44.13466262817383,15.33887004852295,2.8773085949980883,,,,,,
2015-02-24,44.32512283325195,15.225408554077148,2.9112599951468834,,,,,,
2015-02-25,44.9754524230957,15.18613338470459,2.961613156143801,,,,,,
2015-02-26,45.31653594970703,15.159951210021973,2.989227031268351,,,,,,
2015-02-27,45.37728118896485,15.077037811279295,3.0096947263087457,,,,,,
2015-03-02,46.13885116577149,15.129404067993164,3.04961457559191,,,,,,
2015-03-03,45.77443313598633,14.946122169494627,3.0626293975712966,,,,,,
2015-03-04,45.56416320800781,14.863211631774902,3.065566469537427,,,,,,
2015-03-05,46.00336837768555,15.094493865966795,3.047692011814207,,,,,,
2015-03-06,45.279151916503906,15.133769035339355,2.9919283035687334,,,,,,
2015-03-09,45.52211380004883,15.159951210021973,3.00278761912868,,,,,,
2015-03-10,45.09225845336914,14.96794319152832,3.01258882909783,,,,,,
2015-03-11,44.54560089111328,15.190499305725098,2.9324645618676035,,,,,,
2015-03-12,45.33990478515625,15.229772567749025,2.9770572464863494,,,,,,
2015-03-13,44.76520538330078,15.216680526733398,2.941850905304551,,,,,,
2015-03-16,45.05956268310547,15.421778678894045,2.9218136001895254,,,,,,
2015-03-17,45.10628890991211,15.277775764465332,2.95241202680989,,,,,,
2015-03-18,45.55950164794922,15.055219650268555,3.026159877191598,,,,,,
2015-03-19,45.93794631958008,15.081401824951172,3.0459997586947662,,,,,,
2015-03-20,47.64801406860352,15.609427452087402,3.0525151684683793,,,,,,
2015-03-23,47.4050407409668,15.190499305725098,3.1207032624069484,,,,,,
2015-03-24,47.02659606933594,15.308323860168455,3.0719624498993614,,,,,,
2015-03-25,46.25099563598633,15.526512145996096,2.9788400125596346,,,,,,
2015-03-26,46.40986251831055,14.963581085205078,3.101521103407346,,,,,,
2015-03-27,46.66682434082031,14.889392852783205,3.1342328597433107,,,,,,
2015-03-30,47.13872909545898,14.91557502746582,3.160369547178492,,,,,,
2015-03-31,46.8770751953125,15.072673797607422,3.1100703050280027,,,,,,
2015-04-01,46.51264572143555,15.107584953308105,3.0787611564117454,,,,,,
2015-04-02,46.56404495239258,15.299593925476074,3.0434824073896887,,,,,,
2015-04-07,46.54067611694336,15.36505126953125,3.028995823088015,,,,,,
2015-04-08,47.11536407470703,15.461054801940918,3.0473576789076744,,,,,,
2015-04-09,47.05930709838867,15.797070503234865,2.978989496106385,,,,,,
2015-04-10,46.70887756347656,16.233453750610348,2.877322243377839,,,,,,
2015-04-13,46.3818244934082,16.386186599731445,2.8305441422330904,,,,,,
2015-04-14,46.50329208374024,16.220361709594727,2.866970103153276,,,,,,
2015-04-15,46.64346313476562,16.91421127319336,2.757649315205666,,,,,,
2015-04-16,46.67617416381836,17.049488067626953,2.7376877228616414,,,,,,
2015-04-17,46.04541397094727,16.678565979003903,2.7607537739702757,,,,,,
2015-04-20,46.718223571777344,16.613105773925778,2.812130627922773,,,,,,
2015-04-21,46.85839080810547,16.543285369873047,2.8324718917947953,,,,,,
2015-04-22,46.79298400878906,17.381141662597653,2.6921697617529077,,,,,,
2015-04-23,47.24152374267578,17.498964309692386,2.6996754154478437,,,,,,
2015-04-24,47.1667594909668,17.193496704101562,2.743290693144171,,,,,,
2015-04-27,47.16208267211914,17.14549446105957,2.7506983119811745,,,,,,
2015-04-28,46.6574821472168,16.992759704589847,2.74572717782941,,,,,,
2015-04-29,46.80232238769531,16.355640411376953,2.86154019106092,,,,,,
2015-04-30,46.18090438842773,15.871254920959473,2.909719780723926,,,,,,
2015-05-04,47.11069107055664,16.133087158203125,2.9201287148940036,,,,,,
2015-05-05,46.91912460327149,15.810162544250488,2.9676560548919886,,,,,,
2015-05-06,46.82568359375,14.797752380371096,3.1643781021679533,,,,,,
2015-05-07,47.40037155151367,14.568434715270994,3.2536351693176364,,,,,,
2015-05-08,47.86293411254883,14.384081840515135,3.3274931721908723,,,,,,
2015-05-11,48.0264663696289,14.2716703414917,3.3651608550684258,,,,,,
2015-05-12,47.83023071289063,14.024367332458494,3.41050897905324,,,,,,
2015-05-13,47.73210906982422,14.145770072937012,3.374302623590845,,,,,,
2015-05-14,48.33016967773438,14.060338020324707,3.437340525375097,,,,,,
2015-05-15,49.04969787597656,14.051345825195312,3.4907473267098794,,,,,,
2015-05-18,48.94223403930664,14.060338020324707,3.480871794729184,,,,,,
2015-05-19,48.89083480834961,14.339116096496582,3.4096128714861935,,,,,,
2015-05-20,48.87682723999024,14.051345825195312,3.4784445453153494,,,,,,
2015-05-21,48.778709411621094,13.983899116516113,3.48820518549147,,,,,,
2015-05-22,48.79271697998047,13.85350227355957,3.522049227443732,,,,,,
2015-05-26,48.32081985473633,13.741090774536133,3.5165199508237386,,,,,,
2015-05-27,48.0498161315918,13.723106384277346,3.5013804299180245,,,,,,
2015-05-28,48.05923080444336,13.543249130249025,3.548574669360725,,,,,,
2015-05-29,47.76325225830078,13.111591339111328,3.6428264901625633,,,,,,
2015-06-01,47.80553436279297,13.03065586090088,3.668697483312088,,,,,,
2015-06-02,47.96995544433594,13.14306640625,3.6498298008693393,,,,,,
2015-06-03,48.15787887573242,13.552241325378418,3.5534992123812192,,,,,,
2015-06-04,47.89479446411133,13.206016540527346,3.626740457058278,,,,,,
2015-06-05,47.9323844909668,13.071123123168945,3.667044066473925,,,,,,
2015-06-08,47.65520477294922,12.756373405456545,3.735795688809539,,,,,,
2015-06-09,47.6129379272461,12.94072723388672,3.6793092897102704,,,,,,
2015-06-10,48.54780197143555,12.967705726623535,3.7437464263060645,,,,,,
2015-06-11,48.80148696899414,13.354398727416992,3.6543380173907183,,,,,,
2015-06-12,48.75450897216797,13.340909004211426,3.65451176953364,,,,,,
2015-06-15,48.55249404907226,13.179037094116213,3.684069913631895,,,,,,
2015-06-16,49.12094116210938,13.188031196594238,3.7246606737474726,,,,,,
2015-06-17,49.21020126342773,12.88676929473877,3.8186608402711597,,,,,,
2015-06-18,49.79743194580078,13.31842803955078,3.7389871986334215,,,,,,
2015-06-19,50.046424865722656,12.787849426269533,3.9135919729328705,,,,,,
2015-06-22,50.16856384277344,12.837309837341307,3.9080278094435776,,,,,,
2015-06-23,50.36117553710938,13.021662712097168,3.867491936365675,,,,,,
2015-06-24,49.900779724121094,12.91824436187744,3.862814352032345,,,,,,
2015-06-25,49.43099594116211,13.012669563293455,3.7986821766840686,,,,,,
2015-06-26,51.54034805297852,13.170045852661133,3.9134524381754,,,,,,
2015-06-29,50.58198165893555,13.116086959838867,3.8564841643560555,,,,,,
2015-06-30,50.74639892578125,12.81032943725586,3.961365644367987,,,,,,
2015-07-01,51.4088020324707,13.259973526000975,3.8769913025591753,,,,,,
2015-07-02,51.61550903320313,13.408354759216307,3.84950353418453,,,,,,
2015-07-06,51.60140991210938,13.633177757263185,3.7849876845197237,,,,,,
