Date,0966.HK_Close,2601.HK_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
2015-01-02,22.43429374694824,34.13070297241211,0.6573053524588083,,,,,,
2015-01-05,21.850322723388672,33.53116607666016,0.6516421967978588,,,,,,
2015-01-06,21.363679885864254,32.417736053466804,0.659012086798072,,,,,,
2015-01-07,21.1203556060791,31.94667816162109,0.6611127297564192,,,,,,
2015-01-08,21.55833625793457,32.63186264038086,0.6606529481788402,,,,,,
2015-01-09,21.99631690979004,32.546215057373054,0.6758486930358734,,,,,,
2015-01-12,21.50967025756836,32.80316162109375,0.6557194244269667,,,,,,
2015-01-13,21.704328536987305,32.289276123046875,0.672183806607407,,,,,,
2015-01-14,21.60700035095215,32.03232955932617,0.674537276813865,,,,,,
2015-01-15,22.38562774658203,33.10292434692383,0.6762432077594459,,,,,,
2015-01-16,22.774946212768555,33.188575744628906,0.6862284898276887,,,,,,
2015-01-19,20.098403930664066,30.362194061279297,0.6619549262513748,,,,,,
2015-01-20,21.217683792114254,31.475616455078125,0.6740990703834522,,,,,,
2015-01-21,22.96960258483887,33.317047119140625,0.6894249212032614,,,,,,
2015-01-22,23.018266677856445,32.84598159790039,0.7007939954313266,,,,,,
2015-01-23,24.04022216796875,34.601768493652344,0.6947685975177512,,,,,,
2015-01-26,24.33220863342285,35.58671188354492,0.6837442220862758,,,,,,
2015-01-27,24.04022216796875,33.78811264038086,0.7114994087961514,,,,,,
2015-01-28,23.45624923706055,33.145751953125,0.7076698477148015,,,,,,
2015-01-29,23.1155948638916,32.37491607666016,0.7139970589933413,,,,,,
2015-01-30,23.35891914367676,32.11797332763672,0.7272849661275791,,,,,,
2015-02-02,22.96960258483887,31.94667816162109,0.7189981527542114,,,,,,
2015-02-03,23.31025695800781,33.10292434692383,0.7041751572674567,,,,,,
2015-02-04,23.31025695800781,32.20362091064453,0.7238396273104456,,,,,,
2015-02-05,23.845558166503906,32.03232955932617,0.7444216045024207,,,,,,
2015-02-06,23.845558166503906,32.07515335083008,0.7434277213170924,,,,,,
2015-02-09,23.50490951538086,32.20362091064453,0.7298840580877533,,,,,,
2015-02-10,23.45624923706055,32.289276123046875,0.7264408513735109,,,,,,
2015-02-11,23.35891914367676,32.63186264038086,0.7158316214156548,,,,,,
2015-02-12,23.991554260253906,32.6746826171875,0.7342551583847335,,,,,,
2015-02-13,24.28354263305664,32.717514038085945,0.7422184523184906,,,,,,
2015-02-16,24.234878540039066,32.717514038085945,0.7407310504040014,,,,,,
2015-02-17,24.234878540039066,33.231399536132805,0.7292764938680437,,,,,,
2015-02-18,24.13754653930664,33.317047119140625,0.7244803674524816,,,,,,
2015-02-23,25.354158401489254,33.274219512939446,0.7619760515082767,,,,,,
2015-02-24,26.035459518432614,33.830928802490234,0.7695756646360885,,,,,,
2015-02-25,26.230121612548828,34.00223159790039,0.7714235325121577,,,,,,
2015-02-26,26.27878570556641,34.90153121948242,0.7529407675642982,,,,,,
2015-02-27,26.27878570556641,34.68741226196289,0.7575885311682039,,,,,,
2015-03-02,26.42477607727051,34.47329330444336,0.766528913959739,,,,,,
2015-03-03,25.79213905334473,33.70246124267578,0.7652894804218454,,,,,,
2015-03-04,24.72152137756348,32.460567474365234,0.7615862352710427,,,,,,
2015-03-05,24.77018737792969,32.03232955932617,0.7732871045814363,,,,,,
2015-03-06,24.8188533782959,31.989505767822266,0.7758436019121242,,,,,,
2015-03-09,24.77018737792969,32.289276123046875,0.7671335611097723,,,,,,
2015-03-10,23.796897888183594,31.13302421569824,0.7643619111112392,,,,,,
2015-03-11,23.50490951538086,30.918903350830078,0.760211617102837,,,,,,
2015-03-12,24.18621635437012,31.43279266357422,0.7694580819857675,,,,,,
2015-03-13,24.42953491210937,32.16080093383789,0.7596059240678272,,,,,,
2015-03-16,24.42953491210937,32.546215057373054,0.7506106276580716,,,,,,
2015-03-17,24.8188533782959,32.717514038085945,0.7585800482703136,,,,,,
2015-03-18,24.867515563964844,32.888809204101555,0.7561087240842889,,,,,,
2015-03-19,24.234878540039066,31.94667816162109,0.7586040219090279,,,,,,
2015-03-20,25.500152587890625,32.07515335083008,0.7950126476084549,,,,,,
2015-03-23,26.27878570556641,32.20362091064453,0.8160195953890472,,,,,,
2015-03-24,25.840801239013672,31.17585182189941,0.8288723396119639,,,,,,
2015-03-25,25.64614677429199,31.0902042388916,0.8248947667642051,,,,,,
2015-03-26,25.25683212280273,30.490663528442386,0.8283464247749998,,,,,,
2015-03-27,25.500152587890625,30.44783973693848,0.8375028510464255,,,,,,
2015-03-30,25.013507843017575,30.961729049682614,0.8078847212595831,,,,,,
2015-03-31,25.74347496032715,31.60408973693848,0.8145615069001175,,,,,,
2015-04-01,25.93813323974609,32.07515335083008,0.8086674740426403,,,,,,
2015-04-02,26.37611389160156,31.989505767822266,0.8245239574202134,,,,,,
2015-04-08,27.349401473999023,34.68741226196289,0.7884532079664387,,,,,,
2015-04-09,28.5173454284668,34.730236053466804,0.8211100375063581,,,,,,
2015-04-10,29.198644638061523,35.372596740722656,0.8254594609517775,,,,,,
2015-04-13,30.46392250061035,35.71519470214844,0.8529681205623612,,,,,,
2015-04-14,28.76066780090332,35.03000640869141,0.8210294758543754,,,,,,
2015-04-15,30.123273849487305,34.94435501098633,0.86203548012309,,,,,,
2015-04-16,30.99923515319824,36.871437072753906,0.8407384581195257,,,,,,
2015-04-17,32.11851119995117,36.31472396850586,0.8844487218960035,,,,,,
2015-04-20,30.366594314575195,34.815887451171875,0.8722050919185482,,,,,,
2015-04-21,31.48587417602539,35.4154167175293,0.8890442946684591,,,,,,
2015-04-22,31.48587417602539,36.40037155151367,0.8649877139706307,,,,,,
2015-04-23,31.24255180358887,35.8864860534668,0.8705937872278999,,,,,,
2015-04-24,30.51258659362793,35.75801467895508,0.8533076253695293,,,,,,
2015-04-27,29.636629104614254,37.04273223876953,0.8000659593245681,,,,,,
2015-04-28,29.39330863952637,36.57167053222656,0.8037179656211029,,,,,,
2015-04-29,28.76066780090332,35.71519470214844,0.8052782027581451,,,,,,
2015-04-30,28.17669677734375,36.22907257080078,0.7777371811624311,,,,,,
2015-05-04,28.420019149780273,36.44319534301758,0.7798443271035912,,,,,,
2015-05-05,28.420019149780273,34.30199813842773,0.8285237214196566,,,,,,
2015-05-06,28.420019149780273,34.34482192993164,0.8274906536933336,,,,,,
2015-05-07,27.54405975341797,33.659637451171875,0.8183112427569837,,,,,,
2015-05-08,30.171937942504886,34.601768493652344,0.8719767588769313,,,,,,
2015-05-11,29.14998435974121,35.58671188354492,0.8191255335736704,,,,,,
2015-05-12,28.12803077697754,34.98717498779297,0.8039526136874845,,,,,,
2015-05-13,27.738712310791016,34.558944702148445,0.8026492865989212,,,,,,
2015-05-14,27.495391845703125,34.47329330444336,0.7975852960401427,,,,,,
2015-05-15,28.12803077697754,35.2441291809082,0.7980912404615329,,,,,,
2015-05-18,28.322689056396484,34.85871124267578,0.8124996033049675,,,,,,
2015-05-19,28.9553279876709,35.67236328125,0.8117019822706928,,,,,,
2015-05-20,30.07460594177246,35.800838470458984,0.84005311681704,,,,,,
2015-05-21,30.02594375610352,35.372596740722656,0.8488475973700904,,,,,,
2015-05-22,30.41525840759277,37.04273223876953,0.8210857182872613,,,,,,
2015-05-26,31.291221618652344,37.7707405090332,0.8284513673002724,,,,,,
2015-05-27,31.145225524902344,37.19224166870117,0.8374118936507222,,,,,,
2015-05-28,30.02594375610352,35.584632873535156,0.8437896173557063,,,,,,
2015-05-29,30.75590705871582,34.71565628051758,0.8859376533226028,,,,,,
2015-06-01,30.85323905944824,35.88877868652344,0.8596904154621988,,,,,,
2015-06-02,30.46392250061035,35.49773406982422,0.8581934396344191,,,,,,
2015-06-03,29.58796501159668,35.1935920715332,0.8407202354183474,,,,,,
2015-06-04,29.53930282592773,34.75910186767578,0.8498292889839538,,,,,,
2015-06-05,29.05265617370605,35.801876068115234,0.8114841836341653,,,,,,
2015-06-08,28.90666389465332,36.23637008666992,0.7977251536374792,,,,,,
2015-06-09,28.274024963378906,34.932899475097656,0.8093809958012329,,,,,,
2015-06-10,28.12803077697754,34.62875366210937,0.8122738418898139,,,,,,
2015-06-11,28.56601142883301,35.49773406982422,0.8047277432594296,,,,,,
2015-06-12,29.44197082519531,36.627403259277344,0.8038235912270947,,,,,,
2015-06-15,28.420019149780273,35.063243865966804,0.8105359349642319,,,,,,
2015-06-16,27.78737831115723,33.28184127807617,0.8349110879710155,,,,,,
2015-06-17,28.079368591308594,33.8466796875,0.8296048194552641,,,,,,
2015-06-18,27.98204040527344,33.15149688720703,0.8440656692057711,,,,,,
2015-06-19,27.30073356628418,32.586658477783196,0.8377886792196618,,,,,,
2015-06-22,27.88471031188965,33.49908447265625,0.8324021611590802,,,,,,
2015-06-23,28.90666389465332,33.8466796875,0.8540472554928012,,,,,,
2015-06-24,30.123273849487305,34.107372283935554,0.8831895227435992,,,,,,
2015-06-25,29.73395538330078,33.28184127807617,0.8933987496325061,,,,,,
2015-06-26,28.56601142883301,32.108726501464844,0.8896650394256462,,,,,,
2015-06-29,26.61943435668945,31.152847290039066,0.8544783758883205,,,,,,
2015-06-30,27.1060791015625,32.32596969604492,0.8385233097857827,,,,,,
2015-07-02,26.71676445007324,31.89147758483887,0.8377399378564486,,,,,,
2015-07-03,25.69481086730957,30.58801651000977,0.8400286713230025,,,,,,
2015-07-06,24.234878540039066,29.892831802368164,0.8107254173931804,,,,,,
2015-07-07,21.947649002075195,28.11142349243164,0.7807377313348823,,,,,,
2015-07-08,19.42683219909668,26.807960510253906,0.7246665478959512,,,,,,
2015-07-09,22.726282119750977,28.285219192504886,0.8034684817211197,,,,,,
2015-07-10,23.894227981567386,29.327993392944336,0.8147242691112924,,,,,,
2015-07-13,25.11083602905273,29.76248359680176,0.8437076814298895,,,,,,
2015-07-14,24.380868911743164,29.67558860778809,0.8215799603497882,,,,,,
2015-07-15,23.942890167236328,29.58868980407715,0.8091906172857014,,,,,,
2015-07-16,24.13754653930664,29.719036102294922,0.8121914336731374,,,,,,
2015-07-17,24.964845657348636,30.06662368774414,0.8303175613138396,,,,,,
2015-07-20,24.964845657348636,29.76248359680176,0.8388025003407755,,,,,,
2015-07-21,25.79213905334473,30.892152786254886,0.8349090861942341,,,,,,
2015-07-22,25.208166122436523,30.71835708618164,0.8206222113934659,,,,,,
2015-07-23,26.035459518432614,30.84870338439941,0.8439725713593228,,,,,,
2015-07-24,25.40282249450684,30.414216995239254,0.835228554412009,,,,,,
2015-07-27,23.991554260253906,28.98040199279785,0.8278544330136013,,,,,,
2015-07-28,23.845558166503906,29.023853302001953,0.8215848501707776,,,,,,
2015-07-29,23.16425895690918,28.98040199279785,0.7993077170794909,,,,,,
2015-07-30,23.2615909576416,28.24177169799805,0.8236590539144726,,,,,,
2015-07-31,22.53162384033203,28.24177169799805,0.7978119815312157,,,,,,
2015-08-03,21.99631690979004,28.024526596069336,0.7848952179222609,,,,,,
2015-08-04,22.43429374694824,28.19832420349121,0.7955896096893115,,,,,,
2015-08-05,22.38562774658203,28.415569305419922,0.7877944483875693,,,,,,
2015-08-06,22.09364318847656,28.11142349243164,0.7859311427051984,,,,,,
2015-08-07,22.82361030578613,28.067975997924805,0.8131548319506039,,,,,,
2015-08-10,23.407581329345703,28.067975997924805,0.8339604298890784,,,,,,
2015-08-11,23.60224151611328,28.415569305419922,0.8306094895523154,,,,,,
2015-08-12,22.23963737487793,27.937631607055664,0.7960459099640106,,,,,,
2015-08-13,22.58028984069824,28.32866859436035,0.7970826361106679,,,,,,
2015-08-14,22.33696746826172,27.9810791015625,0.7982882785608648,,,,,,
2015-08-17,21.752992630004886,27.59004020690918,0.7884364236829723,,,,,,
2015-08-18,21.217683792114254,26.590715408325195,0.7979358007596623,,,,,,
2015-08-19,20.633712768554688,25.808635711669922,0.7994887059924952,,,,,,
2015-08-20,20.731040954589844,25.63484001159668,0.8087056890236702,,,,,,
2015-08-21,20.3903923034668,24.939659118652344,0.8175890539023787,,,,,,
2015-08-24,18.18102264404297,22.723764419555664,0.8000885024312568,,,,,,
2015-08-25,18.06422996520996,22.76721382141113,0.7934317350778202,,,,,,
2015-08-26,18.550874710083008,22.20237922668457,0.8355354406246293,,,,,,
2015-08-27,20.682374954223636,23.94033432006836,0.8639133722074346,,,,,,
2015-08-28,21.55833625793457,24.37482070922852,0.8844510700245847,,,,,,
2015-08-31,21.315011978149414,24.505168914794922,0.869816978298017,,,,,,
2015-09-01,20.04973602294922,24.15757751464844,0.8299563981856894,,,,,,
2015-09-02,20.439054489135746,24.1141300201416,0.847596594696296,,,,,,
2015-09-04,20.731040954589844,23.54929351806641,0.8803253880497741,,,,,,
2015-09-07,20.341724395751953,23.94033432006836,0.8496842242800338,,,,,,
2015-09-08,21.752992630004886,24.67896270751953,0.8814386928579004,,,,,,
2015-09-09,22.872276306152344,25.54794311523437,0.8952687972956025,,,,,,
2015-09-10,22.43429374694824,25.33069610595703,0.8856564246441042,,,,,,
2015-09-11,22.774946212768555,25.02655601501465,0.9100311764473209,,,,,,
2015-09-14,22.82361030578613,24.89620780944824,0.9167504738261565,,,,,,
2015-09-15,22.23963737487793,25.070003509521484,0.8871014863014043,,,,,,
2015-09-16,22.726282119750977,25.54794311523437,0.8895542790761569,,,,,,
2015-09-17,23.845558166503906,26.373470306396484,0.9041494308286205,,,,,,
2015-09-18,23.65090370178223,26.807960510253906,0.8822343532151907,,,,,,
2015-09-21,23.65090370178223,26.025880813598636,0.9087455625872431,,,,,,
2015-09-22,23.942890167236328,25.85208320617676,0.9261493542429774,,,,,,
2015-09-23,22.62895393371582,25.287248611450195,0.8948760808824933,,,,,,
2015-09-24,22.58028984069824,24.939659118652344,0.9053968914839925,,,,,,
2015-09-25,22.62895393371582,25.02655601501465,0.9041976818600054,,,,,,
2015-09-29,22.38562774658203,24.59206581115723,0.9102784580393342,,,,,,
2015-09-30,23.407581329345703,24.89620780944824,0.9402066976827855,,,,,,
