,Date,Open,High,Low,Close,Adj Close,Volume,SMA,LMA,RSI14,RSI28,Upper_band,Middle_band,Lower_band,SAR,slowk,slowd,fastk,fastd,HO,OL,HCY,CYL,AR,BR,MACD,MACD_Signal,MACD_Hist,MACD_Test
0,2015-01-02,9.0,9.0,8.899999618530273,8.899999618530273,7.4388957023620605,2430500,,,,,,,,,,,,,0.0,0.10000038146972656,,,,,,,,0
1,2015-01-05,8.899999618530273,8.979999542236328,8.899999618530273,8.960000038146973,7.489045143127441,501500,,,,,,,,8.979999542236328,,,,,0.07999992370605469,0.0,0.07999992370605469,0.0,,,,,,0
2,2015-01-06,8.90999984741211,8.949999809265137,8.899999618530273,8.9399995803833,7.472328662872314,956382,,,,,,,,8.979999542236328,,,,,0.039999961853027344,0.010000228881835938,-0.010000228881835938,0.06000041961669922,,,,,,0
3,2015-01-07,8.949999809265137,8.949999809265137,8.899999618530273,8.899999618530273,7.4388957023620605,7372276,,,,,,,,8.979999542236328,,,,,0.0,0.05000019073486328,0.010000228881835938,0.039999961853027344,,,,,,0
4,2015-01-08,8.899999618530273,8.90999984741211,8.720000267028809,8.880000114440918,7.422179222106934,18024500,,,,,,,,8.978399543762206,,,,,0.010000228881835938,0.17999935150146484,0.010000228881835938,0.17999935150146484,,,,,,0
5,2015-01-09,8.880000114440918,8.880000114440918,8.300000190734862,8.550000190734862,7.146355152130128,620500,,,,,,,,8.96806357269287,,,,,0.0,0.5799999237060565,0.0,0.5799999237060565,,,,,,0
6,2015-01-12,8.550000190734862,8.550000190734862,8.079999923706055,8.229999542236326,6.878888130187987,553500,,,,,,,,8.927979769775389,,,17.241337731197337,37.0496452726655,0.0,0.4700002670288068,0.0,0.4700002670288068,,,,,,0
7,2015-01-13,8.100000381469728,8.300000190734862,8.100000381469728,8.199999809265138,6.853813648223878,127375,,,,,,,,8.880000114440918,,,13.793092108508624,22.599723594549328,0.19999980926513317,0.0,0.07000064849853516,0.129999160766598,,,,,,0
8,2015-01-14,8.340000152587889,8.760000228881836,8.329999923706055,8.649999618530272,7.2299370765686035,1469000,,,,,,,,8.816000099182128,33.23636605977471,30.96191164232985,68.67466833961818,33.23636605977471,0.4200000762939471,0.010000228881834161,0.5600004196166974,-0.1300001144409162,,,,,,0
9,2015-01-15,8.699999809265138,8.819999694824219,8.649999618530272,8.75,7.313521385192871,1262666,,,,,,,,8.079999923706055,55.40591667243882,37.08066877558762,83.74998956918965,55.40591667243882,0.11999988555908025,0.050000190734866834,0.1700000762939471,0.0,,,,,,0
10,2015-01-16,8.829999923706055,9.100000381469727,8.829999923706055,9.100000381469727,7.606063365936278,1719500,,,,,,,,8.094799919128418,84.14155263626928,57.59461178949427,100.0,84.14155263626928,0.2700004577636719,0.0,0.35000038146972656,-0.07999992370605469,,,,,,0
11,2015-01-19,9.149999618530273,9.149999618530273,8.770000457763674,8.859999656677246,7.4054627418518075,465898,,,,,,,,8.13500793762207,85.37697517164213,74.97481482678342,72.38093594573675,85.37697517164213,0.0,0.3799991607665998,0.049999237060546875,0.3299999237060529,,,,,,0
12,2015-01-20,9.0,9.0,8.800000190734863,8.899999618530273,7.4388957023620605,308908,,,,,,,,8.195907438476564,80.63103990705731,83.38318923832291,69.5121837754352,80.63103990705731,0.0,0.19999980926513672,0.1400003433227539,0.05999946594238281,,,,,,0
13,2015-01-21,9.0,8.979999542236328,8.720000267028809,8.949999809265137,7.480686664581299,612500,,,,,,,,8.253152969279785,67.29771928938158,77.76857812269367,60.000038146972805,67.29771928938158,-0.020000457763671875,0.2799997329711914,0.07999992370605469,0.17999935150146484,,,,,,0
14,2015-01-22,9.100000381469727,9.149999618530273,8.819999694824219,8.890000343322754,7.43053674697876,375383,,,49.763015107550316,,,,,8.306963768234814,56.34906100340644,68.09260673328177,39.53496108781136,56.34906100340644,0.049999237060546875,0.2800006866455078,0.19999980926513672,0.13000011444091797,,,,,,0
