,Date,Open,High,Low,Close,Adj Close,Volume,SMA,LMA,RSI14,RSI28,Upper_band,Middle_band,Lower_band,SAR,slowk,slowd,fastk,fastd,HO,OL,HCY,CYL,AR,BR,MACD,MACD_Signal,MACD_Hist,MACD_Test
0,2015-01-02,14.399999618530273,15.300000190734865,14.399999618530273,15.020000457763672,14.248502731323242,3434500,,,,,,,,,,,,,0.9000005722045916,0.0,,,,,,,,0
1,2015-01-05,15.020000457763672,15.020000457763672,15.020000457763672,15.020000457763672,14.248502731323242,0,,,,,,,,14.399999618530273,,,,,0.0,0.0,0.0,0.0,,,,,,0
2,2015-01-06,15.31999969482422,15.779999732971193,14.399999618530273,14.399999618530273,13.66034698486328,3633003,,,,,,,,15.779999732971193,,,,,0.46000003814697266,0.9200000762939471,0.7599992752075213,0.6200008392333984,,,,,,0
3,2015-01-07,14.5,14.539999961853027,13.720000267028807,14.0600004196167,13.337811470031738,3953000,,,,,,,,15.779999732971193,,,,,0.039999961853027344,0.7799997329711932,0.1400003433227539,0.6799993515014666,,,,,,0
4,2015-01-08,14.199999809265135,15.199999809265135,14.100000381469727,15.18000030517578,14.400282859802244,2832247,,,,,,,,15.779999732971193,,,,,1.0,0.09999942779540838,1.1399993896484357,-0.039999961853027344,,,,,,0
5,2015-01-09,15.199999809265135,15.960000038146973,15.140000343322756,15.579999923706055,14.77973747253418,5106500,,,,,,,,13.720000267028807,,,,,0.7600002288818377,0.05999946594237926,0.7799997329711932,0.03999996185302379,,,,,,0
6,2015-01-12,15.5,15.5,15.0600004196167,15.260000228881836,14.476174354553224,2308500,,,,,,,,13.76480026245117,,,68.75000532184384,74.21983979962452,0.0,0.4399995803833008,-0.07999992370605469,0.5199995040893555,,,,,,0
7,2015-01-13,15.0,15.0,14.420000076293945,14.520000457763672,13.774184226989744,57184500,,,,,,,,13.808704257965086,,,35.714297878500226,62.50000354789591,0.0,0.5799999237060547,-0.26000022888183594,0.8400001525878906,,,,,,0
8,2015-01-14,14.600000381469727,14.760000228881836,14.34000015258789,14.579999923706055,13.831101417541506,3441000,,,,,,,,13.851730173568724,43.42357832190107,60.047807223140495,25.80643176535916,43.42357832190107,0.15999984741210938,0.26000022888183594,0.23999977111816406,0.18000030517578125,,,,,,0
9,2015-01-15,14.5,14.640000343322756,14.359999656677244,14.479999542236328,13.73623752593994,1244000,,,,,,,,13.89389557086029,23.387555962322484,43.10371261070648,8.641938243108083,23.387555962322484,0.14000034332275568,0.14000034332275568,0.060000419616700995,0.22000026702881037,,,,,,0
10,2015-01-16,14.399999618530273,14.5,13.880000114440918,13.920000076293945,13.205001831054688,4006263,,,,,,,,15.960000038146973,12.305834543536948,26.372322942586823,2.469133622143613,12.305834543536948,0.10000038146972656,0.5199995040893555,0.020000457763671875,0.5999994277954102,,,,,,0
11,2015-01-19,13.800000190734865,13.9399995803833,13.4399995803833,13.720000267028807,13.015275955200195,3991000,,,,,,,,15.918400039672852,9.686609667253206,15.126666724370871,17.948757136507933,9.686609667253206,0.13999938964843572,0.3600006103515643,0.01999950408935547,0.48000049591064453,,,,,,0
12,2015-01-20,13.800000190734865,14.15999984741211,13.600000381469727,14.0,13.280893325805664,3530500,,,,,,,,15.81926402130127,20.94738137652116,14.31327519577043,42.42425337091194,20.94738137652116,0.3599996566772443,0.1999998092651385,0.43999958038330256,0.11999988555908025,,,,,,0
13,2015-01-21,14.100000381469727,14.399999618530273,14.020000457763672,14.34000015258789,13.60343074798584,3097500,,,,,,,,15.724093443664552,45.12433683580658,25.252775959860305,74.99999999999989,45.12433683580658,0.2999992370605469,0.07999992370605469,0.39999961853027344,-0.020000457763671875,,,,,,0
14,2015-01-22,14.420000076293945,14.4399995803833,14.119999885559082,14.279999732971193,13.546510696411133,1636500,,,42.80154059071625,,,,,15.632729689133303,65.5565064714839,43.87607489460387,79.24526604353989,65.5565064714839,0.01999950408935547,0.3000001907348633,0.09999942779541016,0.2200002670288086,,,,,,0
15,2015-01-23,14.239999771118164,14.399999618530273,13.84000015258789,14.079999923706055,13.356782913208008,2448849,,,41.08012876069708,,,,,15.545020484783302,72.74843345860505,61.14309225529849,64.00003433227539,72.74843345860505,0.15999984741210938,0.39999961853027344,0.11999988555908025,0.43999958038330256,,,,,,0
16,2015-01-26,14.0,14.220000267028807,13.84000015258789,13.880000114440918,13.167057037353516,1850300,,,39.37473999252588,,,,,15.460819648607302,58.859544569716185,65.72149483326835,33.33333333333333,58.859544569716185,0.22000026702880682,0.15999984741210938,0.14000034332275213,0.23999977111816406,,,,,,0
17,2015-01-27,13.880000114440918,13.960000038146973,13.4399995803833,13.65999984741211,12.95835781097412,2280000,,,37.52913355550213,,,,,15.379986845878342,39.77779812282984,57.128592050383666,22.00002670288086,39.77779812282984,0.07999992370605469,0.4400005340576172,0.07999992370605469,0.4400005340576172,,,,,,0
18,2015-01-28,13.640000343322756,13.699999809265135,13.5,13.5600004196167,12.86349391937256,1704000,,,36.68734605182378,,,,,15.30238735525854,22.44448131985133,40.36060800413242,12.000083923339844,22.44448131985133,0.05999946594237926,0.14000034332275568,0.03999996185302557,0.15999984741210938,,,,,,0
19,2015-01-29,13.359999656677244,13.5,13.260000228881836,13.31999969482422,12.635821342468262,1533500,13.606275367736817,,34.67700392305409,,,,,15.227891844263532,13.087741497216312,25.10334031329913,5.263113865428272,13.087741497216312,0.14000034332275568,0.09999942779540838,-0.06000041961669922,0.3000001907348633,,,,,,0
