,Date,Open,High,Low,Close,Adj Close,Volume,SMA,LMA,RSI14,RSI28,Upper_band,Middle_band,Lower_band,SAR,slowk,slowd,fastk,fastd,HO,OL,HCY,CYL,AR,BR,MACD,MACD_Signal,MACD_Hist,MACD_Test
0,2018-06-19,10.0,11.260000228881836,8.800000190734863,10.0,9.93446445465088,101546316,,,,,,,,,,,,,1.260000228881836,1.1999998092651367,,,,,,,,0
1,2018-06-20,9.5,9.979999542236328,9.0,9.020000457763672,8.96088695526123,126894173,,,,,,,,8.800000190734863,,,,,0.4799995422363281,0.5,-0.020000457763671875,1.0,,,,,,0
2,2018-06-21,8.819999694824219,10.619999885559082,8.819999694824219,10.420000076293944,10.35171127319336,123015128,,,,,,,,10.619999885559082,,,,,1.8000001907348633,0.0,1.5999994277954102,0.20000076293945312,,,,,,0
3,2018-06-22,10.199999809265137,11.65999984741211,10.0,11.4399995803833,11.365026473999025,128322271,,,,,,,,8.819999694824219,,,,,1.4600000381469727,0.19999980926513672,1.2399997711181658,0.42000007629394354,,,,,,0
4,2018-06-25,11.640000343322756,12.039999961853027,10.4399995803833,10.720000267028807,10.64974594116211,95768211,,,,,,,,8.819999694824219,,,,,0.39999961853027166,1.200000762939455,0.6000003814697266,1.0,,,,,,0
5,2018-06-26,10.34000015258789,10.81999969482422,10.0,10.739999771118164,10.6696138381958,74545005,,,,,,,,8.94879970550537,,,,,0.4799995422363299,0.3400001525878906,0.09999942779541371,0.7200002670288068,,,,,,0
6,2018-06-27,10.600000381469727,10.720000267028807,9.420000076293944,9.5,9.43774127960205,62741797,,,,,,,,9.072447715759276,,,21.118020148589554,46.668204188654045,0.11999988555908025,1.180000305175783,-0.019999504089357245,1.3199996948242205,,,,,,0
7,2018-06-28,9.420000076293944,9.670000076293944,9.0,9.050000190734863,8.990690231323242,65352300,,,,,,,,12.039999961853027,,,1.6447431369172039,27.463363300881188,0.25,0.42000007629394354,0.17000007629394354,0.5,,,,,,0
8,2018-06-29,9.15999984741211,10.460000038146973,9.100000381469727,10.0600004196167,9.994071006774902,69529723,,,,,,,,11.979199962615967,19.21039952628681,31.11398900527401,34.86843529335368,19.21039952628681,1.3000001907348633,0.05999946594238281,1.4099998474121094,-0.05000019073486328,,,,,,0
9,2018-07-03,9.600000381469727,10.800000190734863,9.539999961853027,10.739999771118164,10.6696138381958,54860820,,,,,,,,11.919615963363647,44.03919249653048,30.23765177456616,95.60439905932054,44.03919249653048,1.1999998092651367,0.06000041961669922,0.7399997711181641,0.5200004577636719,,,,,,0
10,2018-07-04,10.640000343322754,10.720000267028807,10.0,10.0600004196167,9.994071006774902,30187085,,,,,,,,11.861223644096373,63.120580104502984,42.12339070910676,58.88890596083472,63.120580104502984,0.07999992370605291,0.6400003433227539,-0.019999504089357245,0.7399997711181641,,,,,,0
11,2018-07-05,9.979999542236328,10.34000015258789,9.90999984741211,9.989999771118164,9.92452907562256,32305515,,,,,,,,11.803999171214446,69.83109549216333,58.9969560310656,54.9999814563347,69.83109549216333,0.3600006103515625,0.06999969482421875,0.2799997329711914,0.15000057220458984,,,,,,0
12,2018-07-06,10.119999885559082,10.68000030517578,9.960000038146973,10.079999923706056,10.01393985748291,26548660,,,,,,,,11.747919187790158,57.178641927082545,63.376772507916286,57.64703836407821,57.178641927082545,0.5600004196166974,0.15999984741210938,0.6900005340576154,0.029999732971191406,,,,,,0
13,2018-07-09,10.399999618530273,10.960000038146973,10.220000267028807,10.859999656677246,10.788827896118164,31440497,,,,,,,,11.692960804034355,68.53491327119649,65.18155023014747,92.95771999317653,68.53491327119649,0.5600004196166992,0.17999935150146662,0.8800001144409162,-0.14000034332275035,,,,,,0
14,2018-07-10,11.100000381469727,11.359999656677244,10.699999809265137,10.920000076293944,10.848434448242188,25316748,,,54.99999843483807,,,,,11.639101587953668,73.41998523951206,66.37784681259704,69.65519736128144,73.41998523951206,0.25999927520751775,0.40000057220458984,0.4999999999999982,0.15999984741210938,,,,,,0
