Date,Open,High,Low,Close,Adj Close,Volume
2015-01-05,17325.6796875,17540.919921875,17219.220703125,17408.7109375,17408.7109375,116500
2015-01-06,17101.580078125,17111.359375,16881.73046875,16883.189453125,16883.189453125,166000
2015-01-07,16808.259765625,16974.609375,16808.259765625,16885.330078125,16885.330078125,138600
2015-01-08,17067.400390625,17243.7109375,17016.08984375,17167.099609375,17167.099609375,140600
2015-01-09,17318.740234375,17342.650390625,17129.529296875,17197.73046875,17197.73046875,155200
2015-01-13,16970.880859375,17087.7109375,16828.26953125,17087.7109375,17087.7109375,149200
2015-01-14,16961.8203125,17036.720703125,16770.560546875,16795.9609375,16795.9609375,148500
2015-01-15,16872.94921875,17141.98046875,16856.220703125,17108.69921875,17108.69921875,147700
2015-01-16,16812.9609375,16864.33984375,16592.5703125,16864.16015625,16864.16015625,171100
2015-01-19,17000.779296875,17039.80078125,16911.580078125,17014.2890625,17014.2890625,128000
2015-01-20,17071.650390625,17366.30078125,17066.76953125,17366.30078125,17366.30078125,133000
2015-01-21,17308.720703125,17329.029296875,17181.55078125,17280.48046875,17280.48046875,136000
2015-01-22,17306.640625,17355.740234375,17229.2109375,17329.01953125,17329.01953125,121900
2015-01-23,17520.630859375,17532.060546875,17460.759765625,17511.75,17511.75,132500
2015-01-26,17285.7109375,17471.939453125,17285.7109375,17468.51953125,17468.51953125,111600
2015-01-27,17649.400390625,17768.41015625,17633.470703125,17768.30078125,17768.30078125,139700
2015-01-28,17615.9296875,17850.58984375,17615.9296875,17795.73046875,17795.73046875,141900
2015-01-29,17666.91015625,17778.830078125,17575.099609375,17606.220703125,17606.220703125,140000
2015-01-30,17788.740234375,17808.470703125,17661.099609375,17674.390625,17674.390625,173500
2015-02-02,17536.609375,17628.400390625,17459.44921875,17558.0390625,17558.0390625,136000
2015-02-03,17654.599609375,17654.599609375,17271.869140625,17335.849609375,17335.849609375,169600
2015-02-04,17549.30078125,17743.109375,17535.0390625,17678.740234375,17678.740234375,187000
2015-02-05,17589.2109375,17619.33984375,17484.669921875,17504.619140625,17504.619140625,185000
2015-02-06,17696.1796875,17700.669921875,17603.0703125,17648.5,17648.5,142500
2015-02-09,17790.310546875,17799.490234375,17653.609375,17711.9296875,17711.9296875,129500
2015-02-10,17662.669921875,17673.26953125,17550.029296875,17652.6796875,17652.6796875,123900
2015-02-12,17899.400390625,18005.44921875,17884.33984375,17979.720703125,17979.720703125,181200
2015-02-13,17892.099609375,17962.109375,17864.55078125,17913.359375,17913.359375,162000
2015-02-16,18024.009765625,18074.259765625,17978.900390625,18004.76953125,18004.76953125,152600
2015-02-17,17949.69921875,18009.44921875,17901.259765625,17987.08984375,17987.08984375,142100
2015-02-18,18103.98046875,18202.609375,18092.3203125,18199.169921875,18199.169921875,171600
2015-02-19,18237.349609375,18322.5,18237.349609375,18264.7890625,18264.7890625,174100
2015-02-20,18336.5,18360.919921875,18297.669921875,18332.30078125,18332.30078125,146300
2015-02-23,18499.580078125,18509.080078125,18402.01953125,18466.919921875,18466.919921875,157500
2015-02-24,18468.390625,18603.48046875,18427.98046875,18603.48046875,18603.48046875,145200
2015-02-25,18636.33984375,18648.76953125,18552.810546875,18585.19921875,18585.19921875,139100
2015-02-26,18587.869140625,18790.830078125,18587.130859375,18785.7890625,18785.7890625,155500
2015-02-27,18844.279296875,18865.390625,18714.640625,18797.939453125,18797.939453125,174700
2015-03-02,18869.400390625,18939.169921875,18775.23046875,18826.880859375,18826.880859375,134800
2015-03-03,18910.51953125,18910.51953125,18730.5703125,18815.16015625,18815.16015625,154800
2015-03-04,18716.779296875,18732.66015625,18586.83984375,18703.599609375,18703.599609375,143300
2015-03-05,18658.16015625,18767.5,18655.359375,18751.83984375,18751.83984375,121900
2015-03-06,18814.849609375,18979.640625,18808.30078125,18971.0,18971.0,147100
2015-03-09,18872.9609375,18878.150390625,18733.869140625,18790.55078125,18790.55078125,118000
2015-03-10,18891.009765625,18924.380859375,18577.060546875,18665.109375,18665.109375,148300
2015-03-11,18604.869140625,18836.9296875,18583.51953125,18723.51953125,18723.51953125,130000
2015-03-12,18787.099609375,19008.130859375,18774.419921875,18991.109375,18991.109375,149700
2015-03-13,19119.580078125,19335.80078125,19042.25,19254.25,19254.25,227800
2015-03-16,19245.380859375,19349.19921875,19226.7109375,19246.060546875,19246.060546875,129000
2015-03-17,19425.890625,19479.890625,19373.390625,19437.0,19437.0,131800
2015-03-18,19407.759765625,19555.720703125,19389.240234375,19544.48046875,19544.48046875,134400
2015-03-19,19514.640625,19557.169921875,19312.69921875,19476.560546875,19476.560546875,151100
2015-03-20,19479.7109375,19565.439453125,19416.630859375,19560.220703125,19560.220703125,137500
2015-03-23,19607.98046875,19778.599609375,19584.73046875,19754.359375,19754.359375,124400
2015-03-24,19718.990234375,19770.640625,19646.349609375,19713.44921875,19713.44921875,141900
2015-03-25,19745.75,19775.44921875,19542.220703125,19746.19921875,19746.19921875,145000
2015-03-26,19605.599609375,19623.109375,19397.009765625,19471.119140625,19471.119140625,154800
2015-03-27,19374.720703125,19590.029296875,19099.869140625,19285.630859375,19285.630859375,178300
2015-03-30,19295.2109375,19474.0703125,19227.2890625,19411.400390625,19411.400390625,136300
2015-03-31,19592.4296875,19607.25,19206.990234375,19206.990234375,19206.990234375,151600
2015-04-01,19129.75,19195.23046875,18927.94921875,19034.83984375,19034.83984375,160400
2015-04-02,19141.9296875,19433.890625,19115.140625,19312.7890625,19312.7890625,147100
2015-04-03,19289.0390625,19435.080078125,19289.0390625,19435.080078125,19435.080078125,104700
2015-04-06,19295.029296875,19424.08984375,19241.2890625,19397.98046875,19397.98046875,96600
2015-04-07,19539.029296875,19667.48046875,19501.310546875,19640.5390625,19640.5390625,137000
2015-04-08,19729.69921875,19845.529296875,19693.630859375,19789.810546875,19789.810546875,140700
2015-04-09,19851.119140625,19957.3203125,19822.490234375,19937.720703125,19937.720703125,120000
2015-04-10,19989.55078125,20006.0,19845.310546875,19907.630859375,19907.630859375,136200
2015-04-13,19967.380859375,19975.66015625,19825.689453125,19905.4609375,19905.4609375,107000
2015-04-14,19828.650390625,19922.5,19828.650390625,19908.6796875,19908.6796875,111600
2015-04-15,19838.529296875,19913.419921875,19823.859375,19869.759765625,19869.759765625,121600
2015-04-16,19862.48046875,19894.349609375,19742.119140625,19885.76953125,19885.76953125,174300
2015-04-17,19810.400390625,19815.25,19638.369140625,19652.880859375,19652.880859375,188200
2015-04-20,19501.0,19725.859375,19474.23046875,19634.490234375,19634.490234375,144100
2015-04-21,19731.5703125,19909.08984375,19678.220703125,19909.08984375,19909.08984375,161600
2015-04-22,19999.83984375,20144.66015625,19983.0,20133.900390625,20133.900390625,204400
2015-04-23,20227.279296875,20252.119140625,20116.189453125,20187.650390625,20187.650390625,200900
2015-04-24,20142.470703125,20142.470703125,20013.740234375,20020.0390625,20020.0390625,139700
2015-04-27,20063.80078125,20069.240234375,19909.859375,19983.3203125,19983.3203125,123500
2015-04-28,20068.650390625,20133.779296875,20031.7109375,20058.94921875,20058.94921875,138700
2015-04-30,19847.5,19852.66015625,19502.609375,19520.009765625,19520.009765625,189100
2015-05-01,19510.849609375,19549.390625,19399.16015625,19531.630859375,19531.630859375,154100
2015-05-07,19356.4609375,19461.080078125,19257.849609375,19291.990234375,19291.990234375,165700
2015-05-08,19315.630859375,19458.75,19302.7109375,19379.189453125,19379.189453125,181600
2015-05-11,19637.580078125,19679.630859375,19586.810546875,19620.91015625,19620.91015625,214400
2015-05-12,19608.23046875,19626.75,19467.650390625,19624.83984375,19624.83984375,203500
2015-05-13,19568.759765625,19791.880859375,19494.69921875,19764.720703125,19764.720703125,193600
2015-05-14,19661.51953125,19717.80078125,19546.8203125,19570.240234375,19570.240234375,171700
2015-05-15,19693.169921875,19750.759765625,19633.75,19732.919921875,19732.919921875,178400
2015-05-18,19766.16015625,19890.26953125,19741.220703125,19890.26953125,19890.26953125,206800
2015-05-19,19977.140625,20087.69921875,19946.75,20026.380859375,20026.380859375,184100
2015-05-20,20175.58984375,20278.890625,20148.509765625,20196.560546875,20196.560546875,176400
2015-05-21,20215.4609375,20320.900390625,20175.779296875,20202.869140625,20202.869140625,181800
2015-05-22,20208.849609375,20278.310546875,20130.83984375,20264.41015625,20264.41015625,141500
2015-05-25,20331.919921875,20417.76953125,20318.5390625,20413.76953125,20413.76953125,139800
2015-05-26,20431.26953125,20473.849609375,20378.76953125,20437.48046875,20437.48046875,130800
2015-05-27,20380.640625,20513.220703125,20363.2109375,20472.580078125,20472.580078125,184700
2015-05-28,20590.279296875,20655.330078125,20473.26953125,20551.4609375,20551.4609375,241500
2015-05-29,20510.26953125,20636.41015625,20508.400390625,20563.150390625,20563.150390625,241100
2015-06-01,20444.5390625,20595.41015625,20410.26953125,20569.869140625,20569.869140625,173400
