Date,0011.HK_Close,0005.HK_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-02,102.99601745605469,54.24464416503906,1.8987315529748856,,,,,,,-20.88805445213268,,,,
2015-01-05,101.72349548339844,53.43829727172852,1.9035691756072315,,,,,,,-20.31903910711567,,,,
2015-01-06,100.92815399169922,52.59530639648438,1.9189574299817282,,,,,,,-19.18915565146426,,,,
2015-01-07,100.6895523071289,52.04553604125977,1.9346433904976204,,,,,,,-18.17219024239823,,,,
2015-01-08,100.92815399169922,52.19214248657226,1.933780626416429,,,,,,,-18.26840877266862,,,,
2015-01-09,101.00769805908205,52.11883926391602,1.9380266231104222,,,,,,,-18.021454597865457,,,,
2015-01-12,101.882568359375,52.11883926391602,1.9548126895817577,,,,,,,-17.146584297572502,,,,
2015-01-13,102.83696746826172,52.26545333862305,1.96758969642893,,,,,,,-16.527022827559335,,,,
2015-01-14,103.3141632080078,51.93558120727539,1.9892751906574417,,,,,,,-15.296464180388782,,,,
2015-01-15,104.02995300292969,51.75232315063477,2.010150398468705,,,,,,,-14.162149116915984,,,,
2015-01-16,103.87091064453124,51.45910263061523,2.0185138359317985,,,,,,,-13.651533621600109,,,,
2015-01-19,103.950439453125,51.27584838867188,2.0272787817215376,,,,,,,-13.153488256471874,,,,
2015-01-20,104.18901824951172,51.45910263061523,2.024695591709079,,,,,,,-13.333426016619626,,,,
2015-01-21,104.66622161865234,51.75232315063477,2.0224448922611997,,,,,,,-13.525880501193328,,,,
2015-01-22,104.90483856201172,52.70526123046875,1.9904054379559086,,,,,,,-15.46358624228229,,,,
2015-01-23,105.70016479492188,53.58489608764648,1.9725738503258965,,,,,,,-16.677172586400104,,,,
2015-01-26,106.17735290527344,53.21838760375977,1.9951253257769166,,,,,,,-15.362951362979572,,,,
2015-01-27,107.60895538330078,53.73152542114258,2.002715436419719,,,,,,,-15.10325448496043,,,,
