Date,6808.HK_Close,601933.SS_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-05,6.735902786254883,4.168403625488281,1.6159430303407454,,,,,,,1.8940608177470555,,,,
2015-01-06,6.90211296081543,4.159253120422363,1.65945970610092,,,,,,,2.0708998333320885,,,,
2015-01-07,6.762146472930907,4.140950679779054,1.6329937243521362,,,,,,,1.952192689118374,,,,
2015-01-08,6.788390159606934,4.081466674804688,1.6632232235319624,,,,,,,2.047530488940911,,,,
2015-01-09,6.8408775329589835,3.9762270450592037,1.720444395009925,,,,,,,2.22225978074255,,,,
2015-01-12,6.919609069824219,3.921319723129273,1.7646123138110925,,,,,,,2.3647693486202135,,,,
2015-01-13,6.823381423950195,3.9625003337860103,1.721988857835812,,,,,,,2.2207080410183826,,,,
2015-01-14,6.735902786254883,3.9167439937591553,1.719771013113879,,,,,,,2.1863780394370673,,,,
2015-01-15,6.613431453704834,4.054013252258302,1.631329510336652,,,,,,,1.9044605216080521,,,,
2015-01-16,6.578440189361572,4.0494370460510245,1.6245320311317863,,,,,,,1.8747847855249278,,,,
2015-01-19,6.552195549011231,3.838958263397217,1.7067639446574718,,,,,,,2.0930234281998166,,,,
2015-01-20,6.324749946594237,3.912168025970459,1.6166866823224724,,,,,,,1.7805404510995837,,,,
2015-01-21,6.324749946594237,4.0174078941345215,1.5743360179653332,,,,,,,1.6582982557130226,,,,
2015-01-22,6.202279567718506,4.1363744735717765,1.4994482746536273,,,,,,,1.39764131216611,,,,
2015-01-23,6.298505783081055,4.067739963531493,1.5484042341813993,,,,,,,1.5735904816996547,,,,
2015-01-26,6.2897582054138175,4.255341529846191,1.4780854042615845,,,,,,,1.346932831316293,,,,
2015-01-27,6.272263050079347,4.218735694885254,1.4867636902884827,,,,,,,1.3719574710713331,,,,
2015-01-28,6.272263050079347,4.150101184844972,1.511351837151327,,,,,,,1.451680425242328,,,,
2015-01-29,6.211026668548584,4.163828372955321,1.4916625067666374,,,,,,,1.3744991205530006,,,,
2015-01-30,6.132296085357666,4.076890945434569,1.5041599511570953,,,,,,,1.396751389077834,,,,
2015-02-02,5.9048500061035165,3.9579246044158936,1.4919056314300227,,,,,,,1.3074915975578927,,,,
2015-02-03,6.123548030853272,4.0494370460510245,1.5121973650201335,,,,,,,1.4198926270166279,,,,
2015-02-04,6.149791717529298,3.9991049766540527,1.5377920193219505,,,,,,,1.5045999241928385,,,,
2015-02-05,6.193531513214111,3.967076063156128,1.561233365484467,,,,,,,1.5855431558961097,,,,
2015-02-06,6.167287826538086,3.9762270450592037,1.5510401585848725,,,,,,,1.5486700743216524,,,,
2015-02-09,6.114799976348878,4.0174078941345215,1.5220759597940208,,,,,,,1.448348285467663,,,,
2015-02-10,6.123548030853272,4.026559352874757,1.5207892133718017,,,,,,,1.446466391199679,,,,
2015-02-11,6.123548030853272,4.1363744735717765,1.480414326598811,,,,,,,1.3189097753008765,,,,
2015-02-12,6.114799976348878,4.159253120422363,1.4701677919827907,,,,,,,1.2835868488655366,,,,
2015-02-13,6.298505783081055,4.186705589294434,1.5044061849456467,,,,,,,1.4354050247763634,,,,
2015-02-16,6.298505783081055,4.191282272338866,1.5027634441729671,,,,,,,1.4300889426422838,,,,
2015-02-17,6.2547669410705575,4.24161434173584,1.4746194342861578,,,,,,,1.3278864901315997,,,,
2015-02-25,6.237270832061768,4.24161434173584,1.4704945639893383,,,,,,,1.3103903811228097,,,,
2015-02-26,6.219775199890138,4.214160442352295,1.4759227335963345,,,,,,,1.3247840413943672,,,,
2015-02-27,6.0885562896728525,4.2004337310791025,1.4495065699105045,,,,,,,1.2095095004617011,,,,
2015-03-02,6.0885562896728525,4.22788667678833,1.4400944857627926,,,,,,,1.177621315766407,,,,
2015-03-03,5.6686553955078125,4.113495826721191,1.3780627559372576,,,,,,,0.8905920118863602,,,,
2015-03-04,5.6686553955078125,4.172979831695557,1.3584190732128547,,,,,,,0.8214978987398505,,,,
2015-03-05,5.703647136688232,4.342278003692627,1.3135149642279724,,,,,,,0.6598400186228481,,,,
2015-03-06,5.633664131164551,4.255341529846191,1.3239041077316722,,,,,,,0.6908387570670262,,,,
2015-03-09,5.624916076660156,4.255341529846191,1.3218483257355533,,,,,,,0.6820907025626317,,,,
2015-03-10,5.563680171966553,4.264491558074951,1.3046526405783467,,,,,,,0.6102265107184879,,,,
2015-03-11,5.554932594299316,4.401761531829834,1.2619794493933214,,,,,,,0.44203191696136823,,,,
2015-03-12,5.449957847595215,4.3560051918029785,1.2511366739991057,,,,,,,0.3902058063712639,,,,
2015-03-13,5.388721942901611,4.365156173706056,1.234485486535649,,,,,,,0.31834050677922754,,,,
2015-03-16,5.301243305206299,4.470396041870117,1.1858554042090217,,,,,,,0.10861967369735481,,,,
2015-03-17,5.3712263107299805,4.607664585113525,1.1657155618669326,,,,,,,0.01915732475299059,,,,
2015-03-18,5.493697643280028,4.918808460235597,1.1168757002212881,,,,,,,-0.21978295447045681,,,,
2015-03-19,5.414966106414795,4.909656524658203,1.102921574904218,,,,,,,-0.2878839886893658,,,,
2015-03-20,5.344982147216797,4.868476867675781,1.0978756380059582,,,,,,,-0.31003539390744717,,,,
2015-03-23,5.484949111938477,4.932534217834473,1.1119941331793801,,,,,,,-0.24447474734873698,,,,
2015-03-24,5.5199408531188965,4.79984188079834,1.1500255613005288,,,,,,,-0.055353179960405896,,,,
2015-03-25,5.51119327545166,4.836446762084961,1.1395128586251242,,,,,,,-0.10661944496926168,,,,
2015-03-26,5.616168022155762,5.037775039672852,1.1148111969923276,,,,,,,-0.23549914026590457,,,,
2015-03-27,5.9048500061035165,5.115560054779053,1.1542919920541435,,,,,,,-0.037168951513631754,,,,
2015-03-30,5.738638877868652,5.390098571777344,1.0646630671869848,,,,,,,-0.5222724503064251,,,,
2015-03-31,5.9048500061035165,5.275707721710205,1.1192526799398517,,,,,,,-0.22318973178656787,,,,
2015-04-01,6.193531513214111,5.3809475898742685,1.1510113060511764,,,,,,,-0.056750420062535056,,,,
2015-04-02,6.385986328125,5.440430164337158,1.1738017280299093,,,,,,,0.06661194332368225,,,,
2015-04-08,7.8468894958496085,5.275707721710205,1.4873624373766319,,,,,,,1.718849757959524,,,,
2015-04-09,7.2607784271240225,5.353493690490723,1.3562691668099212,,,,,,,1.0423857862905646,,,,
2015-04-10,7.085820198059082,5.692090034484862,1.2448538507174813,,,,,,,0.4741283146307804,,,,
2015-04-13,7.391996383666992,5.701241970062256,1.2965589642542876,,,,,,,0.7696739975923661,,,,
2015-04-14,6.989592552185059,5.522791385650635,1.265590543641659,,,,,,,0.5745508439281242,,,,
2015-04-15,6.963348865509032,5.28485918045044,1.317603483413068,,,,,,,0.8246791788465693,,,,
2015-04-16,6.8933653831481925,5.348917484283447,1.288740273784882,,,,,,,0.6802882705748692,,,,
2015-04-17,6.779642105102539,5.326039791107178,1.2729236676793934,,,,,,,0.5931387567122686,,,,
2015-04-20,6.718406200408936,5.0835304260253915,1.3216024371593638,,,,,,,0.8135915096211637,,,,
2015-04-21,6.700911045074463,5.2619805335998535,1.273457969349461,,,,,,,0.5888162303429452,,,,
2015-04-22,6.718406200408936,5.371796131134033,1.250681529306404,,,,,,,0.4787542159046687,,,,
