Date,EL_Close,OR.PA_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2014-12-31,71.4888687133789,127.68804931640624,0.5598712573032747,,,,,,,5.390121989782514,,,,
2015-01-02,70.91655731201172,125.94642639160156,0.5630692298605832,,,,,,,5.719375716953024,,,,
2015-01-05,70.06282806396484,122.9673309326172,0.5697678198964682,,,,,,,6.407799217444712,,,,
2015-01-06,69.41548919677734,122.9673309326172,0.5645035040633286,,,,,,,5.760460350257212,,,,
2015-01-07,69.73447418212889,123.6548309326172,0.5639446001113297,,,,,,,5.7235554256621555,,,,
2015-01-08,70.73831176757812,128.14637756347656,0.5520117939544433,,,,,,,4.402307736962328,,,,
2015-01-09,70.26923370361328,126.31307983398438,0.5563100337349817,,,,,,,4.882251002240068,,,,
2015-01-12,69.66879272460939,129.1546630859375,0.5394214274575039,,,,,,,2.810841575754935,,,,
2015-01-13,69.91272735595703,130.7587890625,0.5346694310738852,,,,,,,2.224387480787186,,,,
2015-01-14,69.53744506835939,129.79632568359378,0.5357427854920311,,,,,,,2.3473321099107523,,,,
2015-01-15,69.15279388427734,133.92120361328122,0.5163692680359044,,,,,,,-0.17259534317081204,,,,
2015-01-16,69.63127136230469,134.42535400390622,0.5179920996174672,,,,,,,0.044904626319706153,,,,
2015-01-20,69.92211151123047,136.30445861816406,0.5129847711519584,,,,,,,-0.636988856679551,,,,
2015-01-21,69.40611267089844,137.31278991699222,0.5054599262956899,,,,,,,-1.6749585117552641,,,,
2015-01-22,70.46625518798828,137.72526550292972,0.5116436329286969,,,,,,,-0.8283373024973741,,,,
2015-01-23,69.14340209960939,142.67510986328125,0.4846213342037459,,,,,,,-4.713517174374715,,,,
2015-01-26,68.35536956787111,145.42503356933594,0.4700385338764976,,,,,,,-6.925069851724373,,,,
2015-01-27,67.31397247314453,143.2709503173828,0.4698368533469373,,,,,,,-6.851388408916293,,,,
2015-01-28,66.04745483398439,143.91258239746094,0.4589414888794996,,,,,,,-8.450052060000587,,,,
2015-01-29,67.52039337158203,146.84584045410156,0.45980460299579506,,,,,,,-8.495538170589072,,,,
2015-01-30,66.22568511962889,145.7917022705078,0.4542486581077919,,,,,,,-9.244563305116102,,,,
2015-02-02,67.3890380859375,144.55422973632812,0.46618516946102107,,,,,,,-7.4406227188066225,,,,
2015-02-03,68.33657073974611,142.7667999267578,0.47865869918499343,,,,,,,-5.567812633777891,,,,
2015-02-04,68.06452178955078,144.78338623046875,0.47011279098835607,,,,,,,-6.88376371928554,,,,
2015-02-05,73.55284118652344,144.8292236328125,0.5078591139382405,,,,,,,-1.4191724226653264,,,,
2015-02-06,74.63174438476562,144.4625701904297,0.5166164791778695,,,,,,,-0.15046811810861982,,,,
2015-02-09,74.54728698730469,142.9501190185547,0.5214916048977096,,,,,,,0.5480070100409336,,,,
2015-02-10,75.06328582763672,144.41676330566406,0.5197685096207437,,,,,,,0.30478562744490034,,,,
2015-02-11,75.39164733886719,145.1958770751953,0.5192409650848605,,,,,,,0.22983262336390453,,,,
2015-02-12,75.90766906738281,144.73756408691406,0.5244503702010676,,,,,,,0.9831037600639263,,,,
2015-02-13,77.38996124267578,143.04177856445312,0.5410304738891699,,,,,,,3.3432329635421496,,,,
2015-02-17,76.72386932373047,142.44595336914062,0.5386174019623071,,,,,,,2.985574753838563,,,,
2015-02-18,76.46116638183594,142.49179077148438,0.5366005014594668,,,,,,,2.6991437115915886,,,,
2015-02-19,76.06714630126953,144.00424194335938,0.5282285110128125,,,,,,,1.5221911054146773,,,,
2015-02-20,76.74263000488281,144.4625701904297,0.5312284691025582,,,,,,,1.9604175020085677,,,,
2015-02-23,77.06159210205078,145.51670837402344,0.5295721224258206,,,,,,,1.7336964817504281,,,,
2015-02-24,76.7145004272461,146.0208740234375,0.5253666706236316,,,,,,,1.1256193995738926,,,,
2015-02-25,77.0438003540039,146.15835571289062,0.5271255275021469,,,,,,,1.3837508229443927,,,,
2015-02-26,77.42018127441406,147.76248168945312,0.523950196215066,,,,,,,0.9297430170391721,,,,
2015-02-27,77.78713989257812,148.72494506835938,0.5230268524007479,,,,,,,0.7984747184820122,,,,
2015-03-02,78.47403717041016,148.58746337890625,0.5281336351391707,,,,,,,1.5565404997013559,,,,
2015-03-03,78.01296997070312,147.6708221435547,0.5282896704865953,,,,,,,1.5699800151981123,,,,
2015-03-04,77.37313842773438,149.68743896484375,0.5168980040196063,,,,,,,-0.11376946075297667,,,,
2015-03-05,78.30467987060547,151.01657104492188,0.5185171357606358,,,,,,,0.1297360602473674,,,,
2015-03-06,77.37313842773438,151.7957000732422,0.5097189076528613,,,,,,,-1.205127796770185,,,,
2015-03-09,77.98474884033203,151.52072143554688,0.5146804219349285,,,,,,,-0.45117247856289566,,,,
2015-03-10,76.4698486328125,151.06239318847656,0.5062136711775981,,,,,,,-1.728815379063036,,,,
2015-03-11,75.74531555175781,155.55392456054688,0.4869392769468517,,,,,,,-4.77842583543179,,,,
2015-03-12,76.42278289794922,154.9581298828125,0.4931834357819377,,,,,,,-3.7925405776686745,,,,
2015-03-13,75.77355194091797,157.4330291748047,0.48130657421819234,,,,,,,-5.722923078196658,,,,
2015-03-16,76.35694122314453,158.8538360595703,0.4806742041439315,,,,,,,-5.875025918545717,,,,
2015-03-17,76.0464096069336,158.12051391601562,0.4809395550492898,,,,,,,-5.805947423292622,,,,
2015-03-18,76.91210174560547,156.69973754882812,0.4908247004666451,,,,,,,-4.204778959715128,,,,
2015-03-19,76.84622192382812,156.05807495117188,0.492420670624523,,,,,,,-3.938496971898317,,,,
2015-03-20,78.59634399414062,157.75387573242188,0.49822131867906533,,,,,,,-3.06621982860608,,,,
2015-03-23,77.98474884033203,156.88304138183594,0.4970884561737033,,,,,,,-3.2270205698933125,,,,
2015-03-24,78.43640899658203,157.11219787597656,0.49923818810363324,,,,,,,-2.893985117735511,,,,
2015-03-25,78.77513122558594,154.86643981933594,0.5086649587701726,,,,,,,-1.3927281504920757,,,,
2015-03-26,77.49547576904297,154.9122772216797,0.5002539318310248,,,,,,,-2.6961117073874874,,,,
2015-03-27,77.99415588378906,157.7996826171875,0.49426053709498374,,,,,,,-3.692120241640069,,,,
2015-03-30,79.10444641113281,158.16635131835938,0.5001344834206254,,,,,,,-2.7716387194458463,,,,
2015-03-31,78.24820709228516,157.06640625,0.49818550612114204,,,,,,,-3.0584826181849536,,,,
2015-04-01,78.24820709228516,157.0205535888672,0.49833098472678533,,,,,,,-3.0347466189975165,,,,
2015-04-02,79.13268280029297,158.3038330078125,0.4998785013398107,,,,,,,-2.8145708336730024,,,,
2015-04-07,79.01978302001953,160.5496063232422,0.49218297590169874,,,,,,,-4.090013251020977,,,,
2015-04-08,79.19856262207031,159.54132080078125,0.4964141090505657,,,,,,,-3.3892865307315247,,,,
2015-04-09,79.49966430664062,161.28292846679688,0.492920515905731,,,,,,,-3.9897420758639157,,,,
2015-04-10,78.51168060302734,164.0328369140625,0.4786339252558312,,,,,,,-6.401238026253566,,,,
2015-04-13,78.28585815429688,163.7578582763672,0.47805863473236904,,,,,,,-6.484715569374401,,,,
2015-04-14,79.64080047607422,162.79539489746094,0.4892079442802245,,,,,,,-4.631546330875821,,,,
2015-04-15,79.33028411865234,163.2537078857422,0.4859325104834613,,,,,,,-5.179312096482093,,,,
2015-04-16,78.96333312988281,163.84951782226562,0.4819259414332706,,,,,,,-5.854688895658342,,,,
2015-04-17,77.92829132080078,161.603759765625,0.4822183062684971,,,,,,,-5.72719596650083,,,,
2015-04-20,77.66484069824219,162.42872619628906,0.4781472004181522,,,,,,,-6.417697103558339,,,,
2015-04-21,77.8436050415039,163.2995147705078,0.4766922005304244,,,,,,,-6.689703476312957,,,,
2015-04-22,77.55192565917969,162.3370819091797,0.4777215701250963,,,,,,,-6.48317173958597,,,,
2015-04-23,77.58013916015625,160.41212463378906,0.48363014539746857,,,,,,,-5.458488607496946,,,,
2015-04-24,77.40135955810547,161.099609375,0.48045653157317264,,,,,,,-5.993150220659317,,,,
2015-04-27,78.25762176513672,164.30784606933594,0.47628657813524583,,,,,,,-6.797657567423826,,,,
2015-04-28,78.05060577392578,159.4954833984375,0.4893593480571902,,,,,,,-4.513515278523613,,,,
2015-04-29,77.57073211669922,155.0955810546875,0.5001479190393399,,,,,,,-2.7157440646359845,,,,
2015-04-30,76.48867797851562,156.24139404296875,0.4895545028065999,,,,,,,-4.3909375209505725,,,,
