,Date,Pairs_Name,Stock_1_Close,Stock_2_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower
1310,2020-04-24,0005.HK 2388.HK,38.75,23.5,1.6489361702127658,2.1029773384267068,0.1510811805681284,2.254058518994836,1.9518961578585787,,True
1310,2020-04-24,0011.HK 0005.HK,132.39999389648438,38.75,3.4167740360383063,2.8525310012003886,0.2105532014873993,3.063084202687788,2.6419777997129894,True,
1310,2020-04-24,0011.HK 2388.HK,132.39999389648438,23.5,5.63404229346742,5.972686013825543,0.20574816973646826,6.178434183562009,5.766937844089074,,True
1310,2020-04-24,0027.HK 1128.HK,49.29999923706055,13.31999969482422,3.701201228722036,3.160754961717448,0.2368176222309176,3.397572583948365,2.92393733948653,True,
1310,2020-04-24,0151.HK 0322.HK,5.630000114440918,13.880000114440918,0.4056196014424667,0.5038606420479967,0.05541186648032627,0.559272508528323,0.4484487755676705,,True
1310,2020-04-24,0175.HK 0489.HK,11.420000076293945,4.9099998474121085,2.3258656682673897,1.9888220510692518,0.22383894684631747,2.2126609979155694,1.7649831042229345,True,
1310,2020-04-24,0384.HK 1193.HK,25.70000076293945,43.04999923706055,0.5969802838187982,0.7311975464920568,0.056631861043164665,0.7878294075352215,0.6745656854488922,,True
1310,2020-04-24,0384.HK 2688.HK,25.70000076293945,83.30000305175781,0.3085234072196967,0.3589747427204661,0.02718511693552496,0.3861598596559911,0.3317896257849412,,True
1310,2020-04-24,0489.HK 1114.HK,4.9099998474121085,6.789999961853027,0.7231222201762934,0.8797749249163022,0.11202063753603483,0.991795562452337,0.7677542873802673,,True
1279,2020-04-24,0669.HK SWK,56.45000076293945,107.73999786376952,0.5239465554316879,0.4205555293142408,0.055932370322136014,0.4764878996363768,0.3646231589921049,True,
1310,2020-04-24,0728.HK 0762.HK,2.619999885559082,4.96999979019165,0.5271629770950254,0.4568801413269911,0.02722429590114495,0.484104437228136,0.4296558454258461,True,
1310,2020-04-24,0857.HK 0386.HK,2.690000057220459,3.740000009536743,0.7192513503639422,0.8174543024615636,0.05248974570019202,0.8699440481617556,0.7649645567613715,,True
1310,2020-04-24,0902.HK 0836.HK,2.759999990463257,8.949999809265137,0.3083798937745311,0.3756235397996425,0.04631714412302933,0.4219406839226718,0.32930639567661313,,True
1310,2020-04-24,0939.HK 1398.HK,6.010000228881836,5.059999942779541,1.1877470942381956,1.1488537518566102,0.033664669670414545,1.1825184215270248,1.1151890821861956,True,
1310,2020-04-24,0939.HK 3988.HK,6.010000228881836,2.859999895095825,2.1013987585060625,1.9879906284815732,0.08312628652029895,2.0711169150018724,1.9048643419612743,True,
1310,2020-04-24,0941.HK 0728.HK,61.04999923706055,2.619999885559082,23.301527444163643,19.994598589479608,2.04041781376814,22.035016403247752,17.95418077571147,True,
1310,2020-04-24,0941.HK 0762.HK,61.04999923706055,4.96999979019165,12.283702578326745,9.17453635842745,1.4417865030303345,10.616322861457784,7.732749855397115,True,
1310,2020-04-24,1044.HK 3331.HK,66.94999694824219,22.299999237060547,3.0022421183305448,3.6344005407142417,0.5473161673547937,4.181716708069036,3.087084373359448,,True
1310,2020-04-24,1088.HK 1898.HK,13.640000343322756,2.039999961853028,6.68627480312936,5.347252206608832,0.5175578946830343,5.864810101291866,4.829694311925797,True,
1310,2020-04-24,1177.HK 1099.HK,11.220000267028807,19.280000686645508,0.5819502005931181,0.4238477138718703,0.1307580754383942,0.5546057893102645,0.2930896384334761,True,
1310,2020-04-24,1288.HK 3988.HK,3.0999999046325684,2.859999895095825,1.0839160903286331,1.0087227321152494,0.022288405749201236,1.0310111378644506,0.9864343263660482,True,
1310,2020-04-24,1398.HK 1288.HK,5.059999942779541,3.0999999046325684,1.6322580962721946,1.7157657624840548,0.06439247705072512,1.78015823953478,1.6513732854333298,,True
1310,2020-04-24,1898.HK 1171.HK,2.039999961853028,5.829999923706055,0.34991423474260125,0.447416760664353,0.059398216383778665,0.5068149770481316,0.3880185442805743,,True
1310,2020-04-24,1928.HK 0027.HK,30.95000076293945,49.29999923706055,0.6277890718439046,0.7037054810146105,0.028005822413393743,0.7317113034280043,0.6756996586012167,,True
1310,2020-04-24,1958.HK 1114.HK,3.2300000190734863,6.789999961853027,0.4756995636553733,0.5653747214645701,0.0811977826633317,0.6465725041279018,0.4841769388012384,,True
1310,2020-04-24,2007.HK 2202.HK,9.56999969482422,24.149999618530273,0.3962732855482601,0.3669550476658865,0.0219365228679134,0.3888915705337999,0.3450185247979731,True,
