Date,2333.HK_Close,1114.HK_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-02,11.141500473022461,10.590450286865234,1.0520327437673413,,,,,,,0.7488267399202364,,,,
2015-01-05,11.141500473022461,10.383472442626953,1.0730033266408643,,,,,,,0.9519392749761959,,,,
2015-01-06,10.876826286315918,10.762934684753418,1.0105818352427463,,,,,,,0.3148892997403543,,,,
2015-01-07,10.423099517822266,11.021657943725586,0.9456925238508179,,,,,,,-0.3927290734377049,,,,
2015-01-08,10.498720169067383,11.711590766906738,0.896438441030014,,,,,,,-0.9941567567636582,,,,
2015-01-09,10.813833236694336,11.418368339538574,0.9470559115919475,,,,,,,-0.3912971876829321,,,,
2015-01-12,10.574341773986816,11.81507968902588,0.8949869194541709,,,,,,,-1.020091419372207,,,,
2015-01-13,11.002886772155762,11.780583381652832,0.9339848813677376,,,,,,,-0.5576943320272658,,,,
2015-01-14,10.876826286315918,11.970314979553224,0.9086499649253073,,,,,,,-0.8699431800639914,,,,
2015-01-15,10.927266120910645,11.987563133239744,0.9115502458219342,,,,,,,-0.8364293900572566,,,,
2015-01-16,10.385289192199707,11.573604583740234,0.8973253852814367,,,,,,,-0.9721784410629031,,,,
2015-01-19,10.120615005493164,11.349376678466795,0.8917331138277431,,,,,,,-1.0168121763965736,,,,
2015-01-20,10.03243923187256,11.625348091125488,0.8629796848432507,,,,,,,-1.375805599289583,,,,
2015-01-21,10.511348724365234,12.280784606933596,0.8559183359042584,,,,,,,-1.5400923521919871,,,,
2015-01-22,10.59959888458252,12.211791038513185,0.8679806959645656,,,,,,,-1.3841370777582576,,,,
2015-01-23,10.864273071289062,12.487764358520508,0.8699934399287633,,,,,,,-1.3902824120530326,,,,
2015-01-26,10.75084114074707,12.07380485534668,0.8904269424220687,,,,,,,-1.097485529025274,,,,
2015-01-27,11.292742729187012,12.07380485534668,0.9353093630783847,,,,,,,-0.5555839405853327,,,,
2015-01-28,11.053326606750488,12.07380485534668,0.9154799782817187,,,,,,,-0.7950000630218561,,,,
2015-01-29,11.07850742340088,12.211791038513185,0.9071975919389557,,,,,,,-0.9052285389398964,,,,
2015-01-30,11.229750633239746,12.26353645324707,0.9157024709839221,,,,,,,-0.8047643987294766,,,,
2015-02-02,10.914636611938477,11.935818672180176,0.9144439029874126,,,,,,,-0.7982807652654369,,,,
2015-02-03,11.154129981994627,12.056556701660154,0.9251505432275481,,,,,,,-0.6772706431897184,,,,
