Date,MC.PA_Close,KER.PA_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2014-12-31,118.2271957397461,132.07183837890622,0.8951733934418277,,,,,,,-14.933181884838575,,,,
2015-01-02,116.97565460205078,130.62322998046878,0.8955195382899456,,,,,,,-14.724175159085007,,,,
2015-01-05,113.57857513427734,127.64232635498048,0.8898190622004878,,,,,,,-15.115782322507528,,,,
2015-01-06,112.2823257446289,126.44139862060548,0.8880186945854525,,,,,,,-15.201205902717149,,,,
2015-01-07,112.37171173095705,128.55281066894528,0.8741287813639602,,,,,,,-17.24063427324988,,,,
2015-01-08,115.9028778076172,132.52798461914062,0.8745539905454632,,,,,,,-17.717405625406244,,,,
2015-01-09,114.15965270996094,131.61660766601562,0.8673651048631137,,,,,,,-18.541742179326974,,,,
2015-01-12,117.9590072631836,134.26612854003906,0.8785462763083053,,,,,,,-17.413745914439687,,,,
2015-01-13,118.85295104980469,137.2889404296875,0.8657139510132297,,,,,,,-19.56752810524361,,,,
2015-01-14,118.6294937133789,134.55654907226562,0.8816329976600927,,,,,,,-17.036073649432524,,,,
2015-01-15,120.73030090332031,138.07559204101562,0.8743782961108516,,,,,,,-18.48331346442123,,,,
2015-01-16,119.97044372558594,137.53750610351562,0.8722743862702579,,,,,,,-18.70064978750969,,,,
2015-01-19,119.97044372558594,138.32415771484378,0.8673137484264017,,,,,,,-19.493785000202962,,,,
2015-01-20,122.02655029296876,138.447998046875,0.8813890559230307,,,,,,,-17.562539459825175,,,,
2015-01-21,122.83113861083984,143.0432586669922,0.8586992477345151,,,,,,,-21.39108600983306,,,,
2015-01-22,123.23342895507812,143.89126586914062,0.8564343930864476,,,,,,,-21.843792163352987,,,,
2015-01-23,126.80928802490234,148.52987670898438,0.8537628309849113,,,,,,,-22.944775474680483,,,,
2015-01-26,129.31242370605472,149.40757751464844,0.8655011068188725,,,,,,,-21.326574630191175,,,,
2015-01-27,129.71470642089844,148.57211303710938,0.8730757325131342,,,,,,,-20.08194151963434,,,,
2015-01-28,129.8040771484375,149.90939331054688,0.8658835466003125,,,,,,,-21.340872961479533,,,,
2015-01-29,129.35710144042972,150.4525604248047,0.8597866402219299,,,,,,,-22.335492580071218,,,,
2015-01-30,128.28433227539062,149.95077514648438,0.8555096307443014,,,,,,,-22.902340740543877,,,,
2015-02-02,128.10556030273438,148.90579223632812,0.8603128083789935,,,,,,,-22.027517028945084,,,,
2015-02-03,129.17829895019528,148.61351013183594,0.8692231199949483,,,,,,,-20.660087280907334,,,,
2015-02-04,139.68244934082028,151.95709228515625,0.9192229677486728,,,,,,,-13.527076927552116,,,,
2015-02-05,137.22401428222656,151.2880096435547,0.9070382683038537,,,,,,,-15.310914749435085,,,,
2015-02-06,136.59825134277344,152.83482360839844,0.8937639218452778,,,,,,,-17.496240531366766,,,,
2015-02-09,134.63154602050778,150.87071228027344,0.8923636932952365,,,,,,,-17.482646273039762,,,,
2015-02-10,139.593017578125,153.2943572998047,0.9106207171417057,,,,,,,-14.964795475079285,,,,
2015-02-11,139.95065307617188,153.00204467773438,0.9146979268868437,,,,,,,-14.312438107350829,,,,
2015-02-12,142.27491760253906,152.7089080810547,0.9316739893590393,,,,,,,-11.69262094547426,,,,
2015-02-13,141.69384765625,152.8761749267578,0.9268536953134443,,,,,,,-12.442336354802933,,,,
2015-02-16,140.30818176269528,151.41390991210938,0.9266531842691297,,,,,,,-12.353685210540874,,,,
2015-02-17,140.88926696777344,149.24029541015625,0.9440430721513132,,,,,,,-9.581070520880502,,,,
2015-02-18,141.91734313964844,149.40757751464844,0.9498671051388566,,,,,,,-8.721655196597453,,,,
2015-02-19,143.74998474121094,149.53347778320312,0.961323088797699,,,,,,,-7.015951536609464,,,,
2015-02-20,143.92877197265625,150.11802673339844,0.9587707426255078,,,,,,,-7.426531121765493,,,,
2015-02-23,144.15228271484375,149.69984436035156,0.9629421014483226,,,,,,,-6.781391337426612,,,,
2015-02-24,144.10757446289062,150.70346069335938,0.9562326823808672,,,,,,,-7.837987752169681,,,,
2015-02-25,144.46514892578125,149.65846252441406,0.9652988978302138,,,,,,,-6.4268022204716715,,,,
2015-02-26,144.77801513671875,151.8320770263672,0.9535403715222612,,,,,,,-8.30546549411639,,,,
2015-02-27,146.5212860107422,152.12432861328125,0.9631680043973592,,,,,,,-6.856854951565083,,,,
2015-03-02,147.28114318847656,151.74842834472656,0.9705612426765853,,,,,,,-5.717999326286417,,,,
2015-03-03,145.18032836914062,150.87071228027344,0.962283044700142,,,,,,,-6.933863924406921,,,,
2015-03-04,147.59402465820312,152.04071044921875,0.9707533214105784,,,,,,,-5.699808957136696,,,,
2015-03-05,149.91835021972656,152.12432861328125,0.9854988454926066,,,,,,,-3.459790742580708,,,,
2015-03-06,150.99110412597656,153.08570861816406,0.9863174393541072,,,,,,,-3.356340558170672,,,,
2015-03-09,150.00775146484375,153.04344177246094,0.9801645188290359,,,,,,,-4.297078009248764,,,,
2015-03-10,148.62208557128906,154.0470428466797,0.9647837623160999,,,,,,,-6.694616681041026,,,,
2015-03-11,153.31541442871094,158.93653869628906,0.9646329011963731,,,,,,,-6.931083014777869,,,,
2015-03-12,152.51084899902344,159.68836975097656,0.9550529524276189,,,,,,,-8.49367610865869,,,,
2015-03-13,153.09194946289062,158.6856231689453,0.9647499654073932,,,,,,,-6.901564401486439,,,,
2015-03-16,156.1761474609375,162.86468505859375,0.9589319342296342,,,,,,,-8.0308722209748,,,,
2015-03-17,154.38819885253906,163.9932861328125,0.9414299968811247,,,,,,,-10.956723860595702,,,,
2015-03-18,152.64495849609375,164.66148376464844,0.927022853226988,,,,,,,-13.373669149714516,,,,
2015-03-19,150.45474243164062,162.36375427246094,0.9266522759701902,,,,,,,-13.247217780637783,,,,
2015-03-20,151.30401611328125,161.56968688964844,0.9364628911896165,,,,,,,-11.597331993853885,,,,
2015-03-23,147.0576629638672,158.6020050048828,0.9272118783072117,,,,,,,-12.851543553542427,,,,
2015-03-24,148.8009033203125,157.1811065673828,0.9466844111860369,,,,,,,-9.67569368074544,,,,
2015-03-25,146.2530975341797,154.631591796875,0.9458164132869993,,,,,,,-9.652971534751742,,,,
2015-03-26,145.1356658935547,154.631591796875,0.9385900009631006,,,,,,,-10.770403175376742,,,,
2015-03-27,145.0462188720703,153.96343994140625,0.9420822172281318,,,,,,,-10.186191417844725,,,,
2015-03-30,147.0576629638672,154.506591796875,0.9517889253372395,,,,,,,-8.722375852079352,,,,
2015-03-31,146.7447509765625,151.95709228515625,0.9656985980041491,,,,,,,-6.4647752918099,,,,
2015-04-01,145.9849090576172,151.07937622070312,0.9662795327163403,,,,,,,-6.339666989539779,,,,
2015-04-02,146.20838928222656,146.44078063964844,0.9984130693895048,,,,,,,-1.4393597683310873,,,,
2015-04-07,147.99630737304688,147.6107635498047,1.002611895054063,,,,,,,-0.8310676147506797,,,,
2015-04-08,149.73953247070312,147.35987854003906,1.016148587758353,,,,,,,1.1651102929126012,,,,
2015-04-09,152.6896514892578,149.86708068847656,1.0188338278680988,,,,,,,1.58736274305258,,,,
2015-04-10,154.1199951171875,147.52713012695312,1.0446891699483407,,,,,,,5.376942860909736,,,,
2015-04-13,154.2541046142578,146.94166564941406,1.0497642308090505,,,,,,,6.10134224772338,,,,
2015-04-14,150.4100341796875,145.81398010253906,1.0315199823358254,,,,,,,3.3942517712335416,,,,
2015-04-15,153.0472412109375,146.0640106201172,1.0478093854959403,,,,,,,5.779367527409022,,,,
