Date,0669.HK_Close,6586.T_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-05,23.24698829650879,2414.47021484375,0.009628194273671417,,,,,,,2.653574938466548,,,,
2015-01-06,23.061752319335934,2301.64404296875,0.010019686749472342,,,,,,,3.4306519278165624,,,,
2015-01-07,23.061752319335934,2292.61865234375,0.010059131419767454,,,,,,,3.5076309680696838,,,,
2015-01-08,23.108062744140625,2315.183349609375,0.0099810940451172,,,,,,,3.3614833806639517,,,,
2015-01-09,23.385913848876953,2382.87890625,0.009814142794893422,,,,,,,3.0619479548758726,,,,
2015-01-13,23.108062744140625,2351.288330078125,0.009827830321163898,,,,,,,3.053538067234136,,,,
2015-01-14,23.15437126159668,2328.72265625,0.009942949281423981,,,,,,,3.292312926162708,,,,
2015-01-15,22.644975662231445,2373.85302734375,0.009539333480796955,,,,,,,2.3979929731145333,,,,
2015-01-16,22.644975662231445,2315.183349609375,0.00978107227060534,,,,,,,2.898396298754772,,,,
2015-01-19,22.36712455749512,2387.39208984375,0.00936885258715882,,,,,,,2.0046649787364323,,,,
2015-01-20,22.41343116760254,2513.757080078125,0.008916307524395298,,,,,,,0.9731838149947301,,,,
2015-01-21,22.87652015686035,2409.957275390625,0.009492500298849632,,,,,,,2.3215984012601965,,,,
2015-01-22,23.01544189453125,2423.49609375,0.009496793476946883,,,,,,,2.3450453316048403,,,,
2015-01-23,23.571149826049805,2423.49609375,0.00972609359133604,,,,,,,2.900753263123395,,,,
2015-01-26,22.92283058166504,2373.85302734375,0.009656381552532256,,,,,,,2.675847892548127,,,,
2015-01-27,22.92283058166504,2396.418212890625,0.009565455002119557,,,,,,,2.4833857157066603,,,,
2015-01-28,23.061752319335934,2378.365966796875,0.009696469189892983,,,,,,,2.7762780277769394,,,,
2015-01-29,23.15437126159668,2306.1572265625,0.010040239665753407,,,,,,,3.4847771853197003,,,,
2015-01-30,23.52484130859375,2378.365966796875,0.009891178076465848,,,,,,,3.2393670170347555,,,,
2015-02-02,23.108062744140625,2355.80078125,0.00980900546772014,,,,,,,3.015050629423097,,,,
2015-02-03,23.108062744140625,2324.20947265625,0.009942332227796707,,,,,,,3.2844980934642614,,,,
2015-02-04,23.15437126159668,2373.85302734375,0.009753919469692498,,,,,,,2.9073885724797677,,,,
