Date,SWK_Close,HD_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2014-12-31,86.79573822021484,93.13253784179688,0.9319593370004984,,,,,,,3.0771683838720776,,,,
2015-01-02,86.74154663085938,91.76619720458984,0.945245082320147,,,,,,,4.251205797043738,,,,
2015-01-05,84.88963317871094,89.8409194946289,0.9448882942898422,,,,,,,4.129960274180291,,,,
2015-01-06,84.04045867919922,89.56587982177734,0.938308860990671,,,,,,,3.5280240502807203,,,,
2015-01-07,85.48583984375,92.6356964111328,0.9228174791750846,,,,,,,2.213890006974907,,,,
2015-01-08,87.11193084716797,94.6851806640625,0.9200165246157793,,,,,,,1.9976615103182525,,,,
2015-01-09,85.4677734375,93.06156158447266,0.9184003790858407,,,,,,,1.8130054784948157,,,,
2015-01-12,84.9257583618164,92.6445770263672,0.9166835349428605,,,,,,,1.6458255748939195,,,,
2015-01-13,84.43793487548828,92.03238677978516,0.917480659037249,,,,,,,1.7083112833894916,,,,
2015-01-14,84.54635620117188,91.06529235839844,0.9284147012720224,,,,,,,2.6860717651984487,,,,
2015-01-15,82.86608123779297,89.61911010742188,0.9246474456002253,,,,,,,2.305796915422434,,,,
2015-01-16,82.9564437866211,92.37840270996094,0.8980069080332356,,,,,,,-0.08421995842742547,,,,
2015-01-20,82.93834686279297,91.60650634765624,0.9053761590692402,,,,,,,0.5915551093334557,,,,
2015-01-21,83.50748443603516,91.85492706298828,0.909123626855324,,,,,,,0.9373826827917924,,,,
2015-01-22,84.79927825927734,94.1084976196289,0.9010799279999357,,,,,,,0.20340003307103416,,,,
2015-01-23,84.36565399169922,93.48743438720705,0.9024277384944894,,,,,,,0.32806105225935767,,,,
2015-01-26,84.44699096679688,94.36579132080078,0.894889872535647,,,,,,,-0.3801733511360368,,,,
2015-01-27,82.47761535644531,93.30111694335938,0.8839938690821384,,,,,,,-1.3924933686055283,,,,
2015-01-28,81.76398468017578,92.92847442626952,0.8798593239045179,,,,,,,-1.771148757892405,,,,
2015-01-29,86.33502197265625,95.48369598388672,0.904186008753009,,,,,,,0.5029523683892307,,,,
2015-01-30,84.60054779052734,92.6445770263672,0.9131732315691777,,,,,,,1.320615003604857,,,,
2015-02-02,86.30791473388672,92.6534423828125,0.9315133093198176,,,,,,,3.020012713226066,,,,
2015-02-03,87.1570816040039,95.14656066894531,0.9160297649355909,,,,,,,1.628069202539237,,,,
2015-02-04,86.43437194824219,96.18460083007812,0.8986300426711661,,,,,,,-0.027754053867042217,,,,
2015-02-05,86.8680191040039,96.6991958618164,0.8983323835302488,,,,,,,-0.056685939763113424,,,,
2015-02-06,87.01253509521484,96.74356842041016,0.8994141576119251,,,,,,,0.04794273352936784,,,,
2015-02-09,86.18145751953125,96.12250518798828,0.8965793947107894,,,,,,,-0.2248495553877632,,,,
2015-02-10,87.45518493652344,98.18975830078124,0.8906752236686951,,,,,,,-0.8094143969695011,,,,
2015-02-11,87.22936248779297,97.87035369873048,0.8912746218973199,,,,,,,-0.7481181103739942,,,,
2015-02-12,87.87977600097656,99.5117416381836,0.883109616556608,,,,,,,-1.5731787335342489,,,,
2015-02-13,88.71086120605469,99.2721939086914,0.8936123773757753,,,,,,,-0.5267596206150671,,,,
2015-02-17,88.81927490234375,99.36978912353516,0.8938257360285312,,,,,,,-0.5060760774919117,,,,
2015-02-18,89.02706146240234,99.3608856201172,0.8959970606821704,,,,,,,-0.2902859926721817,,,,
2015-02-19,88.78314208984375,98.42930603027344,0.9019990658324578,,,,,,,0.3032088485097404,,,,
2015-02-20,89.37936401367188,99.58269500732422,0.8975391156776596,,,,,,,-0.13737202356273315,,,,
2015-02-23,89.1535415649414,99.61819458007812,0.8949523923892768,,,,,,,-0.3951056982688925,,,,
2015-02-24,90.49053192138672,103.58409881591795,0.873594817696873,,,,,,,-2.6231403956495853,,,,
2015-02-25,89.55099487304688,103.19373321533205,0.8677948949301294,,,,,,,-3.211770547735057,,,,
2015-02-26,89.10836029052734,102.36859893798828,0.8704657601546977,,,,,,,-2.91267658700896,,,,
2015-02-27,88.83733367919922,101.80965423583984,0.872582608653296,,,,,,,-2.681257413374624,,,,
2015-03-02,89.83633422851562,103.02515411376952,0.8719844682718007,,,,,,,-2.774892303558218,,,,
2015-03-03,89.3459243774414,102.98079681396484,0.8675979128307302,,,,,,,-3.22542855312318,,,,
2015-03-04,88.38327026367188,101.81851959228516,0.8680470961234514,,,,,,,-3.1432900626401477,,,,
2015-03-05,88.65572357177734,102.83882904052734,0.8620841407756535,,,,,,,-3.7880118877028934,,,,
2015-03-06,86.89383697509766,101.54348754882812,0.8557302794363247,,,,,,,-4.385491933806819,,,,
2015-03-09,88.31060028076172,102.25326538085938,0.863645771622394,,,,,,,-3.6067611179277463,,,,
2015-03-10,87.20264434814453,100.38047790527344,0.8687211514417724,,,,,,,-3.031233568866355,,,,
