Date,CFR.SW_Close,KER.PA_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-05,76.84595489501953,127.64232635498048,0.6020413219460339,,,,,,,12.576144017492979,,,,
2015-01-06,76.04824829101562,126.44139862060548,0.6014505464242978,,,,,,,12.383122399809416,,,,
2015-01-07,76.22552490234375,128.55281066894528,0.5929510565011527,,,,,,,11.497271623017554,,,,
2015-01-08,79.4606704711914,132.52798461914062,0.5995765400005573,,,,,,,12.730857949879834,,,,
2015-01-09,79.8152084350586,131.61660766601562,0.6064220150514293,,,,,,,13.544287772647976,,,,
2015-01-12,79.68225860595703,134.26612854003906,0.5934650791855911,,,,,,,12.077264753623709,,,,
2015-01-13,80.74586486816406,137.2889404296875,0.5881454443121589,,,,,,,11.618840244268696,,,,
2015-01-14,78.61864471435547,134.55654907226562,0.5842795854710285,,,,,,,10.867419802042534,,,,
2015-01-15,66.43142700195311,138.07559204101562,0.4811236078728493,,,,,,,-3.0916884151009043,,,,
2015-01-16,61.95539093017578,137.53750610351562,0.45046178809979254,,,,,,,-7.296790209616589,,,,
2015-01-19,64.88032531738281,138.32415771484378,0.4690455115666351,,,,,,,-4.767946615568235,,,,
2015-01-20,64.96896362304689,138.447998046875,0.4692661832571247,,,,,,,-4.741663760058842,,,,
2015-01-21,65.72235107421875,143.0432586669922,0.4594578709033874,,,,,,,-6.302058417233468,,,,
2015-01-22,64.74737548828125,143.89126586914062,0.44997432677508453,,,,,,,-7.7040182493941955,,,,
2015-01-23,65.76667022705078,148.52987670898438,0.4427841164637057,,,,,,,-9.020333099736249,,,,
2015-01-26,67.36208343505861,149.40757751464844,0.4508612250838094,,,,,,,-7.866855309218408,,,,
2015-01-27,68.38138580322266,148.57211303710938,0.46025720712569257,,,,,,,-6.426884143331279,,,,
2015-01-28,66.91890716552734,149.90939331054688,0.4463956906749703,,,,,,,-8.562703299947032,,,,
2015-01-29,67.71662902832031,150.4525604248047,0.45008625201938446,,,,,,,-8.038474162530733,,,,
2015-01-30,67.84957885742189,149.95077514648438,0.45247901380396854,,,,,,,-7.652867978286537,,,,
2015-02-02,68.15979766845703,148.90579223632812,0.4577377188946467,,,,,,,-6.816484720677366,,,,
2015-02-03,69.84384918212889,148.61351013183594,0.46996971621335093,,,,,,,-4.9852648176864705,,,,
2015-02-04,71.48358154296875,151.95709228515625,0.47041951427200046,,,,,,,-5.029075829832024,,,,
2015-02-05,71.17337799072266,151.2880096435547,0.4704495627803697,,,,,,,-5.0023863148240935,,,,
2015-02-06,71.12904357910156,152.83482360839844,0.46539814618003683,,,,,,,-5.825564577243952,,,,
2015-02-09,71.0404052734375,150.87071228027344,0.470869423228183,,,,,,,-4.925243599527832,,,,
2015-02-10,71.26200103759766,153.2943572998047,0.4648703467814366,,,,,,,-5.923989171096196,,,,
2015-02-11,70.77450561523438,153.00204467773438,0.4625722863005231,,,,,,,-6.264300838085688,,,,
2015-02-12,71.26200103759766,152.7089080810547,0.46665254786428884,,,,,,,-5.629206776870504,,,,
2015-02-13,72.68014526367188,152.8761749267578,0.4754183920319341,,,,,,,-4.2952838968529505,,,,
2015-02-16,72.85740661621094,151.41390991210938,0.4811804058061917,,,,,,,-3.381750348185804,,,,
2015-02-17,73.34490203857422,149.24029541015625,0.4914550848147335,,,,,,,-1.7998076766187694,,,,
2015-02-18,73.69943237304688,149.40757751464844,0.4932777413235358,,,,,,,-1.5295063712301413,,,,
2015-02-19,74.76305389404297,149.53347778320312,0.49997535670531296,,,,,,,-0.5292775090840394,,,,
2015-02-20,74.6744155883789,150.11802673339844,0.4974380306836611,,,,,,,-0.9122449103588082,,,,
2015-02-23,75.25054931640625,149.69984436035156,0.5026762027572059,,,,,,,-0.1255501341624381,,,,
2015-02-24,75.51644134521484,150.70346069335938,0.5010929476853242,,,,,,,-0.36499386472119966,,,,
2015-02-25,75.25054931640625,149.65846252441406,0.5028151969964979,,,,,,,-0.1047137639283875,,,,
2015-02-26,76.35847473144531,151.8320770263672,0.5029139838361355,,,,,,,-0.09123559809307835,,,,
2015-02-27,74.45283508300781,152.12432861328125,0.4894209608791509,,,,,,,-2.1440282697948874,,,,
2015-03-02,75.0289535522461,151.74842834472656,0.49442985585196964,,,,,,,-1.3786384212366016,,,,
2015-03-03,74.23124694824219,150.87071228027344,0.49201893347160947,,,,,,,-1.7344019247231444,,,,
2015-03-04,74.40851593017578,152.04071044921875,0.48939863349973,,,,,,,-2.1462444326259487,,,,
2015-03-05,75.38349151611328,152.12432861328125,0.49553869656014976,,,,,,,-1.2133718366894186,,,,
2015-03-06,75.82666778564453,153.08570861816406,0.4953216630742204,,,,,,,-1.2542647067586046,,,,
2015-03-09,73.87670135498047,153.04344177246094,0.48271719780595035,,,,,,,-3.182949151601008,,,,
2015-03-10,73.12332153320312,154.0470428466797,0.4746817607266988,,,,,,,-4.44165704971833,,,,
2015-03-11,74.27556610107422,158.93653869628906,0.46732844889120795,,,,,,,-5.751346407016442,,,,
2015-03-12,74.45283508300781,159.68836975097656,0.466238306516073,,,,,,,-5.952635549777597,,,,
2015-03-13,73.65511322021484,158.6856231689453,0.464157443814539,,,,,,,-6.245459585763456,,,,
2015-03-16,75.60507202148438,162.86468505859375,0.46422017145266314,,,,,,,-6.399720638229795,,,,
2015-03-17,75.0289535522461,163.9932861328125,0.4575123489597174,,,,,,,-7.544106544043061,,,,
2015-03-18,73.96533966064453,164.66148376464844,0.44919636316628603,,,,,,,-8.944167887311039,,,,
2015-03-19,74.63009643554688,162.36375427246094,0.45964751658988423,,,,,,,-7.12247011855753,,,,
2015-03-20,74.49715423583984,161.56968688964844,0.46108373216518733,,,,,,,-6.855587573802907,,,,
2015-03-23,73.56649017333984,158.6020050048828,0.4638433806122122,,,,,,,-6.291979642637486,,,,
2015-03-24,72.90172576904297,157.1811065673828,0.4638071798902264,,,,,,,-6.241300538012965,,,,
2015-03-25,71.74948120117188,154.631591796875,0.46400273299535344,,,,,,,-6.109826477360301,,,,
2015-03-26,70.55292510986328,154.631591796875,0.4562646241302491,,,,,,,-7.306382568668894,,,,
2015-03-27,70.81881713867188,153.96343994140625,0.459971647591294,,,,,,,-6.704066137276001,,,,
2015-03-30,70.90745544433594,154.506591796875,0.45892835133892385,,,,,,,-6.888912873961232,,,,
2015-03-31,69.40068817138672,151.95709228515625,0.45671239905770455,,,,,,,-7.111969201414055,,,,
2015-04-01,69.57794952392578,151.07937622070312,0.4605390309679554,,,,,,,-6.492764748357629,,,,
2015-04-02,69.97679138183594,146.44078063964844,0.47785043944849004,,,,,,,-3.758320984363266,,,,
2015-04-07,70.64154815673828,147.6107635498047,0.4785663759059375,,,,,,,-3.6826680162699574,,,,
2015-04-08,71.43926239013672,147.35987854003906,0.4847945254700112,,,,,,,-2.7586294468138988,,,,
2015-04-09,74.18692779541016,149.86708068847656,0.49501816846369295,,,,,,,-1.2733776351604575,,,,
2015-04-10,74.85167694091797,147.52713012695312,0.5073756730474255,,,,,,,0.5695714409380628,,,,
2015-04-13,74.40851593017578,146.94166564941406,0.5063813289533954,,,,,,,0.4212005074489298,,,,
2015-04-14,74.14261627197266,145.81398010253906,0.5084739900785522,,,,,,,0.7231073041784555,,,,
2015-04-15,74.23124694824219,146.0640106201172,0.508210384153442,,,,,,,0.6858438939232201,,,,
2015-04-16,73.6108169555664,147.06761169433594,0.5005236442443799,,,,,,,-0.4399141750925395,,,,
2015-04-17,72.7244644165039,146.5657958984375,0.49618987820936195,,,,,,,-1.0735949929576805,,,,
2015-04-20,72.50288391113281,147.81942749023438,0.4904827812022387,,,,,,,-1.9263976611935192,,,,
