Date,NKE_Close,ADS.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-02,44.26493453979492,51.71195602416992,0.855990334597007,,,,,,,4.451588951341407,,,,
2015-01-05,43.55227279663086,50.181312561035156,0.8678982388844165,,,,,,,4.917378805367143,,,,
2015-01-06,43.29607009887695,50.05299758911133,0.8650045388749246,,,,,,,4.759966575314529,,,,
2015-01-07,44.19041061401367,50.55709838867188,0.8740693596433776,,,,,,,5.266196856621768,,,,
2015-01-08,45.21051025390625,52.22522735595703,0.8656833592271446,,,,,,,5.0019939837725715,,,,
2015-01-09,44.71210861206055,52.078575134277344,0.8585509203501941,,,,,,,4.6165007683712105,,,,
2015-01-12,44.65154647827149,51.86776733398438,0.8608727302787769,,,,,,,4.71824082639796,,,,
2015-01-13,44.2556266784668,51.601966857910156,0.8576344928930315,,,,,,,4.52696240984654,,,,
2015-01-14,43.65008163452149,50.8228988647461,0.8588664285106311,,,,,,,4.52122649387632,,,,
2015-01-15,43.23086166381836,51.70278549194336,0.8361418297386483,,,,,,,3.424576523215542,,,,
2015-01-16,43.31471633911133,51.86776733398438,0.8350989172177267,,,,,,,3.3814106872377963,,,,
2015-01-20,43.6035041809082,53.51756286621094,0.8147513049111189,,,,,,,2.400011038077608,,,,
2015-01-21,43.556922912597656,53.20593643188477,0.8186478019865328,,,,,,,2.593352833565426,,,,
2015-01-22,44.64689254760742,53.40757369995117,0.8359655654540292,,,,,,,3.528080724610078,,,,
2015-01-23,44.79130172729492,55.4881591796875,0.8072227010135098,,,,,,,2.0706346448998474,,,,
2015-01-26,44.87979507446289,56.43220901489258,0.7952868735409422,,,,,,,1.4322983528220092,,,,
2015-01-27,44.018062591552734,56.285560607910156,0.7820489325528118,,,,,,,0.6834713593978563,,,,
2015-01-28,43.4637565612793,56.27639389038086,0.7723266107977899,,,,,,,0.13622284001677087,,,,
2015-01-29,44.19041061401367,56.30389785766602,0.7848552639414991,,,,,,,0.8417014231157296,,,,
2015-01-30,42.97001266479492,56.08391189575195,0.7661735997422402,,,,,,,-0.20932801251981914,,,,
2015-02-02,42.816307067871094,56.63384628295898,0.7560197634105322,,,,,,,-0.7864313977348942,,,,
2015-02-03,43.48239135742188,58.04534149169922,0.7491107854648437,,,,,,,-1.207065748564979,,,,
2015-02-04,43.10508728027344,58.503623962402344,0.7367934558716421,,,,,,,-1.9372042529144764,,,,
2015-02-05,43.47773742675781,58.33863830566406,0.745264865438873,,,,,,,-1.437530658201048,,,,
2015-02-06,42.75574493408203,58.10033798217773,0.7358949434545002,,,,,,,-1.9760543003006248,,,,
2015-02-09,42.46695327758789,57.20211410522461,0.7424018140215753,,,,,,,-1.5732979980940698,,,,
2015-02-10,43.20292282104492,57.47707748413086,0.7516548285353067,,,,,,,-1.0490244118243197,,,,
2015-02-11,42.53215789794922,58.21031951904297,0.7306635361112426,,,,,,,-2.284316782350018,,,,
2015-02-12,42.85356903076172,59.87844848632813,0.7156760088823335,,,,,,,-3.247208162279307,,,,
2015-02-13,42.87221145629883,59.46599197387695,0.7209534396589622,,,,,,,-2.911012990086242,,,,
2015-02-17,42.78835678100586,58.32030868530274,0.733678503176183,,,,,,,-2.112799219126636,,,,
2015-02-18,43.608158111572266,59.26436233520508,0.7358243030595727,,,,,,,-2.019830464764368,,,,
2015-02-19,43.64543533325195,62.20649719238281,0.7016218128834996,,,,,,,-4.247720543697014,,,,
2015-02-20,44.21835708618164,63.07721710205078,0.7010194665792255,,,,,,,-4.34517127983262,,,,
2015-02-23,44.2556266784668,63.45300674438477,0.6974551553836835,,,,,,,-4.59722439063399,,,,
2015-02-24,44.44660568237305,63.16887283325195,0.7036156209356399,,,,,,,-4.187488981689754,,,,
2015-02-25,45.0987319946289,62.53644943237305,0.7211591384541057,,,,,,,-3.0484560939864664,,,,
2015-02-26,45.44073486328125,63.141380310058594,0.7196664792588073,,,,,,,-3.1721931420211646,,,,
2015-02-27,45.50165176391602,63.63632202148438,0.7150264238802821,,,,,,,-3.4923348382401898,,,,
2015-03-02,46.26531600952149,63.13220977783203,0.7328321972624328,,,,,,,-2.3405515479302252,,,,
2015-03-03,45.89988327026367,62.72893142700195,0.7317179206803108,,,,,,,-2.3954978622994716,,,,
2015-03-04,45.68904495239258,63.2421989440918,0.7224455460946766,,,,,,,-3.00150392489239,,,,
2015-03-05,46.12944412231445,65.4144287109375,0.7051876020527175,,,,,,,-4.233517501541769,,,,
2015-03-06,45.40324783325195,65.96436309814453,0.6882996469730043,,,,,,,-5.383111578895516,,,,
2015-03-09,45.64688491821289,65.50608825683594,0.6968342353040654,,,,,,,-4.78664594065021,,,,
2015-03-10,45.21584701538086,64.54370880126953,0.7005461547708813,,,,,,,-4.476742119410069,,,,
2015-03-11,44.66769409179688,65.4052734375,0.6829371967151924,,,,,,,-5.688218832042004,,,,
2015-03-12,45.46416091918945,65.2952880859375,0.6962854786604574,,,,,,,-4.807073621774521,,,,
2015-03-13,44.88788986206055,64.94699096679689,0.6911465672829825,,,,,,,-5.115188634577301,,,,
2015-03-16,45.18305587768555,66.21183013916016,0.6824015554731298,,,,,,,-5.793829895930479,,,,
2015-03-17,45.22990798950195,65.5152587890625,0.6903721182744209,,,,,,,-5.210683317211846,,,,
2015-03-18,45.684364318847656,65.0753173828125,0.7020229198438558,,,,,,,-4.417513456366493,,,,
2015-03-19,46.0638542175293,64.75450897216797,0.7113613391359037,,,,,,,-3.7910312351607587,,,,
2015-03-20,47.778602600097656,64.43372344970703,0.7415154680202622,,,,,,,-1.8293081518183598,,,,
2015-03-23,47.53496551513672,63.489662170410156,0.7487040234605431,,,,,,,-1.346106786658467,,,,
2015-03-24,47.155479431152344,65.22196197509766,0.723000014154078,,,,,,,-3.0593008965894626,,,,
2015-03-25,46.37775039672852,64.55287933349611,0.7184458830585948,,,,,,,-3.321899185913111,,,,
2015-03-26,46.53704452514648,65.08447265625,0.7150252990592153,,,,,,,-3.5718819500850003,,,,
2015-03-27,46.79471969604492,66.88090515136719,0.6996723442982341,,,,,,,-4.697290948754606,,,,
2015-03-30,47.26791763305664,67.64164733886719,0.698799031257423,,,,,,,-4.809792991849946,,,,
2015-03-31,47.00555801391602,67.54084014892578,0.6959575556103537,,,,,,,-4.994540549883034,,,,
2015-04-01,46.64012145996094,67.76081085205078,0.6883052441889334,,,,,,,-5.529333869587944,,,,
2015-04-02,46.69165420532226,68.11826324462889,0.6854498629485226,,,,,,,-5.753005868570085,,,,
2015-04-07,46.6682243347168,68.32907867431639,0.6829921497574428,,,,,,,-5.938743804908036,,,,
2015-04-08,47.2444953918457,68.74152374267578,0.68727739537312,,,,,,,-5.680016683560069,,,,
2015-04-09,47.18827819824219,69.49309539794922,0.6790354916271976,,,,,,,-6.314873409419953,,,,
2015-04-10,46.83688354492188,70.76709747314453,0.6618454792878293,,,,,,,-7.6471299136524635,,,,
2015-04-13,46.5089340209961,70.31800079345703,0.6614086506470144,,,,,,,-7.629317206061252,,,,
2015-04-14,46.63074493408203,69.76805877685547,0.6683681006981249,,,,,,,-7.08410263076739,,,,
2015-04-15,46.77130508422852,69.89638519287111,0.6691519876910434,,,,,,,-7.042341759197214,,,,
2015-04-16,46.80409622192383,69.68556976318361,0.6716468901808628,,,,,,,-6.847242555769419,,,,
2015-04-17,46.17160415649414,67.22920989990234,0.6867789198361709,,,,,,,-5.588568406548205,,,,
2015-04-20,46.84625625610352,68.51238250732422,0.6837633511153329,,,,,,,-5.901838605701727,,,,
2015-04-21,46.98680877685547,69.31894683837889,0.6778350064435906,,,,,,,-6.3822648086435905,,,,
2015-04-22,46.92121887207031,68.20991516113281,0.6878944030531038,,,,,,,-5.5940045629122395,,,,
2015-04-23,47.370994567871094,67.13755798339844,0.7055811380506994,,,,,,,-4.318614634081051,,,,
2015-04-24,47.2960319519043,68.20075988769531,0.6934824777581017,,,,,,,-5.212142783060919,,,,
2015-04-27,47.29134368896485,70.12552642822266,0.6743813001870317,,,,,,,-6.698720368061402,,,,
2015-04-28,46.785362243652344,69.90555572509766,0.6692652931282735,,,,,,,-7.035345047624084,,,,
2015-04-29,46.93060302734375,67.25669860839844,0.6977833286257,,,,,,,-4.850733257500643,,,,
2015-04-30,46.307472229003906,67.29335784912111,0.6881432835144028,,,,,,,-5.502088225493239,,,,
2015-05-04,47.23980712890625,69.27312469482422,0.6819355606812377,,,,,,,-6.093987713006058,,,,
2015-05-05,47.04772567749024,67.71497344970703,0.6947905799953288,,,,,,,-5.08643916063852,,,,
2015-05-06,46.95402908325195,67.19255065917969,0.6987981349512471,,,,,,,-4.777919310137648,,,,
2015-05-07,47.53028106689453,67.10089111328125,0.7083405343552417,,,,,,,-4.131098091488184,,,,
2015-05-08,47.99410629272461,69.00040435791016,0.695562681687714,,,,,,,-5.1297195235046615,,,,
2015-05-11,48.15809631347656,69.26241302490234,0.6952991414861909,,,,,,,-5.167451549415468,,,,
2015-05-12,47.9613151550293,69.09397888183594,0.6941460881425344,,,,,,,-5.234554249293815,,,,
2015-05-13,47.8629264831543,68.75712585449219,0.6961158700037083,,,,,,,-5.073597751864348,,,,
2015-05-14,48.46262741088867,69.94549560546875,0.6928627353538914,,,,,,,-5.388829834213375,,,,
2015-05-15,49.184120178222656,69.61799621582031,0.7064857199530519,,,,,,,-4.415193319425967,,,,
2015-05-18,49.07636642456055,70.52565002441406,0.6958654958525252,,,,,,,-5.22175519280664,,,,
2015-05-19,49.02482223510742,71.40522766113281,0.6865718917354918,,,,,,,-5.95049148859183,,,,
2015-05-20,49.010780334472656,71.4239501953125,0.6861953196434828,,,,,,,-5.978947980762044,,,,
2015-05-21,48.91238784790039,70.84378814697266,0.690425923391147,,,,,,,-5.630670221152492,,,,
2015-05-22,48.92644500732422,70.36656951904297,0.6953080893631384,,,,,,,-5.249199573325093,,,,
2015-05-26,48.45323944091797,68.94426727294922,0.7027885182837957,,,,,,,-4.627366096371681,,,,
2015-05-27,48.18151473999024,69.01912689208984,0.698089311029987,,,,,,,-4.956725667774478,,,,
2015-05-28,48.19093704223633,68.27054595947266,0.7058818171872222,,,,,,,-4.370966408611025,,,,
2015-05-29,47.8941535949707,66.93245697021484,0.7155594723839849,,,,,,,-3.637547104843101,,,,
