Date,ADS.DE_Close,PUM.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-02,51.71195602416992,14.28958511352539,3.6188563638018767,,,,,,,-12.593048474691301,,,,
2015-01-05,50.181312561035156,13.89505100250244,3.6114522035217944,,,,,,,-12.348236766613901,,,,
2015-01-06,50.05299758911133,13.697781562805176,3.654095180275378,,,,,,,-11.588813423783343,,,,
2015-01-07,50.55709838867188,13.726550102233887,3.683161319641715,,,,,,,-11.214174819429417,,,,
2015-01-08,52.22522735595703,13.86628246307373,3.76634671153095,,,,,,,-10.174859776485405,,,,
2015-01-09,52.078575134277344,14.018342971801758,3.7150307450056457,,,,,,,-11.005804202604232,,,,
2015-01-12,51.86776733398438,14.055330276489258,3.690256031958569,,,,,,,-11.383059718169143,,,,
2015-01-13,51.601966857910156,14.09231662750244,3.661709300315054,,,,,,,-11.815303617855996,,,,
2015-01-14,50.8228988647461,13.816964149475098,3.6782970784994653,,,,,,,-11.355249397348416,,,,
2015-01-15,51.70278549194336,13.627915382385256,3.793888062936737,,,,,,,-9.624618558780746,,,,
2015-01-16,51.86776733398438,13.710111618041992,3.7831761534113513,,,,,,,-9.829530542326935,,,,
2015-01-19,53.90252304077149,14.182732582092285,3.8005738829787346,,,,,,,-9.921631072306532,,,,
2015-01-20,53.51756286621094,14.174513816833494,3.775618942404506,,,,,,,-10.26960572680175,,,,
2015-01-21,53.20593643188477,14.096427917480467,3.77442687916036,,,,,,,-10.22983538723269,,,,
2015-01-22,53.40757369995117,14.100537300109865,3.7876268516048,,,,,,,-10.04669087919897,,,,
2015-01-23,55.4881591796875,14.141633987426758,3.923744542463883,,,,,,,-8.151045874767256,,,,
2015-01-26,56.43220901489258,14.21150016784668,3.970883323251803,,,,,,,-7.52140300173275,,,,
2015-01-27,56.285560607910156,14.244377136230467,3.9514230822173513,,,,,,,-7.81600207229512,,,,
2015-01-28,56.27639389038086,14.116975784301758,3.9864341166442228,,,,,,,-7.251846020559256,,,,
2015-01-29,56.30389785766602,13.710111618041992,4.106742485128437,,,,,,,-5.393400018645295,,,,
2015-01-30,56.08391189575195,13.874500274658205,4.042229326139356,,,,,,,-6.353156465096497,,,,
2015-02-02,56.63384628295898,13.652575492858887,4.14821703879842,,,,,,,-4.8045314945984074,,,,
2015-02-03,58.04534149169922,14.03888988494873,4.134610497510231,,,,,,,-5.131501645345679,,,,
2015-02-04,58.503623962402344,14.762205123901367,3.963068083079241,,,,,,,-7.928232481566269,,,,
2015-02-05,58.33863830566406,14.799192428588867,3.9420149840721255,,,,,,,-8.259665853576507,,,,
2015-02-06,58.10033798217773,14.507400512695312,4.0048758515582845,,,,,,,-7.184864339941889,,,,
2015-02-09,57.20211410522461,14.466303825378418,3.9541623621145177,,,,,,,-7.8981477415903925,,,,
2015-02-10,57.47707748413086,14.37588882446289,3.998158179014598,,,,,,,-7.216305017031587,,,,
2015-02-11,58.21031951904297,14.314244270324707,4.066600961932761,,,,,,,-6.205654414992225,,,,
2015-02-12,59.87844848632813,14.680011749267578,4.078910120035538,,,,,,,-6.183527007031238,,,,
2015-02-13,59.46599197387695,14.708781242370605,4.042890501530965,,,,,,,-6.7254500063483675,,,,
2015-02-16,59.60348129272461,14.7005615234375,4.054503713868153,,,,,,,-6.550970875776059,,,,
2015-02-17,58.32030868530274,14.162182807922365,4.1180310603446095,,,,,,,-5.411368752633997,,,,
2015-02-18,59.26436233520508,14.06765842437744,4.2128093068074195,,,,,,,-4.041942997046434,,,,
2015-02-19,62.20649719238281,14.31013298034668,4.347024397174804,,,,,,,-2.190975398301063,,,,
2015-02-20,63.07721710205078,14.26081657409668,4.42311397627988,,,,,,,-1.0983252016038136,,,,
2015-02-23,63.45300674438477,14.445755958557127,4.392501640372623,,,,,,,-1.554787010607562,,,,
2015-02-24,63.16887283325195,14.338903427124025,4.405418667773385,,,,,,,-1.3580705359572107,,,,
2015-02-25,62.53644943237305,14.30191421508789,4.372592961465245,,,,,,,-1.8240376382454997,,,,
2015-02-26,63.141380310058594,14.27725601196289,4.422515100741524,,,,,,,-1.1081416170453195,,,,
2015-02-27,63.63632202148438,14.19917106628418,4.481692749838639,,,,,,,-0.2618074233836225,,,,
2015-03-02,63.13220977783203,14.248485565185547,4.430801399138724,,,,,,,-0.9878413707465938,,,,
2015-03-03,62.72893142700195,14.075878143310547,4.456484404620496,,,,,,,-0.6143637169742249,,,,
2015-03-04,63.2421989440918,13.997793197631836,4.518012093134166,,,,,,,0.25029628235152046,,,,
2015-03-05,65.4144287109375,14.215608596801758,4.6015918534542735,,,,,,,1.4423282259388372,,,,
2015-03-06,65.96436309814453,14.252596855163574,4.628234683719851,,,,,,,1.8258106062145885,,,,
2015-03-09,65.50608825683594,14.27725601196289,4.588142721679046,,,,,,,1.2565663297320242,,,,
2015-03-10,64.54370880126953,14.096427917480467,4.578727971306208,,,,,,,1.1079369821520686,,,,
2015-03-11,65.4052734375,14.306025505065918,4.57186892434515,,,,,,,1.0262850235301357,,,,
2015-03-12,65.2952880859375,14.343011856079102,4.552411218865648,,,,,,,0.749856248355016,,,,
2015-03-13,64.94699096679689,14.330682754516602,4.532023496670286,,,,,,,0.4570417009717147,,,,
2015-03-16,66.21183013916016,14.523841857910154,4.558837171798249,,,,,,,0.8526396102725897,,,,
2015-03-17,65.5152587890625,14.388218879699707,4.553396034411026,,,,,,,0.7663894244834069,,,,
2015-03-18,65.0753173828125,14.17862319946289,4.589678170252642,,,,,,,1.269656029767141,,,,
2015-03-19,64.75450897216797,14.20328140258789,4.559123144625541,,,,,,,0.8378824756079695,,,,
