Date,MC.PA_Close,UHR.SW_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-05,113.57857513427734,390.5289001464844,0.2908327017326372,,,,,,,-40.71071128088519,,,,
2015-01-06,112.2823257446289,389.0921325683594,0.2885751634284255,,,,,,,-41.439325741876104,,,,
2015-01-07,112.37171173095705,389.4513244628906,0.2885385275963146,,,,,,,-41.491848487712346,,,,
2015-01-08,115.9028778076172,396.814697265625,0.292083127480615,,,,,,,-40.86978730678864,,,,
2015-01-09,114.15965270996094,395.1085510253906,0.28893237671949235,,,,,,,-41.93895195507244,,,,
2015-01-12,117.9590072631836,400.2270202636719,0.29473024381380225,,,,,,,-40.16179080678384,,,,
2015-01-13,118.85295104980469,407.321044921875,0.29179182497825745,,,,,,,-42.0705384520009,,,,
2015-01-14,118.6294937133789,410.3741149902344,0.28907645336305365,,,,,,,-43.500195898190555,,,,
2015-01-15,120.73030090332031,343.2954406738281,0.351680467023821,,,,,,,-14.89809574357642,,,,
2015-01-16,119.97044372558594,318.96038818359375,0.3761296015746347,,,,,,,-6.043714686482446,,,,
2015-01-19,119.97044372558594,326.23394775390625,0.3677435918351616,,,,,,,-8.917336370769448,,,,
2015-01-20,122.02655029296876,323.5400390625,0.3771605846576418,,,,,,,-5.79692636897046,,,,
2015-01-21,122.83113861083984,317.4338073730469,0.38695039960406363,,,,,,,-2.579901661121596,,,,
2015-01-22,123.23342895507812,318.96038818359375,0.3863596657154333,,,,,,,-2.780729456990258,,,,
2015-01-23,126.80928802490234,328.6584777832031,0.3858390901102848,,,,,,,-3.0363699851542663,,,,
2015-01-26,129.31242370605472,323.8094482421875,0.3993472840524956,,,,,,,1.3825094665838833,,,,
2015-01-27,129.71470642089844,329.197265625,0.3940333652973319,,,,,,,-0.34381468740474475,,,,
2015-01-28,129.8040771484375,327.3115234375,0.3965765573579738,,,,,,,0.4905708555889703,,,,
2015-01-29,129.35710144042972,331.8013916015625,0.3898630467341914,,,,,,,-1.7302519476568818,,,,
2015-01-30,128.28433227539062,329.46661376953125,0.38936974768899707,,,,,,,-1.8806022968108493,,,,
2015-02-02,128.10556030273438,337.5484313964844,0.37951756959066296,,,,,,,-5.252320743165626,,,,
