Date,NKE_Close,PUM.DE_Close,Ratio,Ratio_Moving_Avg,Sigma,Upper_band,Lower_band,Break_Upper,Break_Lower,Spread,Spread_Moving_Avg,Spread_Sigma,Spread_Upper_band,Spread_Lower_band
2015-01-02,44.26493453979492,14.28958511352539,3.097706069709276,,,,,,,-5.449358986785356,,,,
2015-01-05,43.55227279663086,13.89505100250244,3.134373007251811,,,,,,,-4.789413726609737,,,,
2015-01-06,43.29607009887695,13.697781562805176,3.1608089164191875,,,,,,,-4.359304627973479,,,,
2015-01-07,44.19041061401367,13.726550102233887,3.219338456122492,,,,,,,-3.565051526301005,,,,
2015-01-08,45.21051025390625,13.86628246307373,3.2604636732522225,,,,,,,-3.0310888558701095,,,,
2015-01-09,44.71210861206055,14.018342971801758,3.1895430652538646,,,,,,,-4.058517807091711,,,,
2015-01-12,44.65154647827149,14.055330276489258,3.1768407856598984,,,,,,,-4.247760914287824,,,,
2015-01-13,44.2556266784668,14.09231662750244,3.1404081988973984,,,,,,,-4.772358369611439,,,,
2015-01-14,43.65008163452149,13.816964149475098,3.159165874811924,,,,,,,-4.419936208269192,,,,
2015-01-15,43.23086166381836,13.627915382385256,3.1722285067675395,,,,,,,-4.181444578301239,,,,
2015-01-16,43.31471633911133,13.710111618041992,3.1593263093577435,,,,,,,-4.383555363429586,,,,
2015-01-20,43.6035041809082,14.174513816833494,3.07619046017121,,,,,,,-5.710449645479493,,,,
2015-01-21,43.556922912597656,14.096427917480467,3.0899262683835174,,,,,,,-5.485365551228249,,,,
2015-01-22,44.64689254760742,14.100537300109865,3.166325622730671,,,,,,,-4.409692696189907,,,,
2015-01-23,44.79130172729492,14.141633987426758,3.1673356676547137,,,,,,,-4.40826126988086,,,,
2015-01-26,44.87979507446289,14.21150016784668,3.157991383344793,,,,,,,-4.562836407443733,,,,
2015-01-27,44.018062591552734,14.244377136230467,3.090206203512621,,,,,,,-5.5389497659014,,,,
2015-01-28,43.4637565612793,14.116975784301758,3.0788291504765137,,,,,,,-5.65001912029178,,,,
2015-01-29,44.19041061401367,13.710111618041992,3.223198457105247,,,,,,,-3.5078610885272425,,,,
2015-01-30,42.97001266479492,13.874500274658205,3.0970493937918406,,,,,,,-5.300176687036121,,,,
2015-02-02,42.816307067871094,13.652575492858887,3.13613406424792,,,,,,,-4.6817931256294685,,,,
2015-02-03,43.48239135742188,14.03888988494873,3.097281317381077,,,,,,,-5.3597189615874115,,,,
2015-02-04,43.10508728027344,14.762205123901367,2.9199626287865583,,,,,,,-8.253478612208305,,,,
2015-02-05,43.47773742675781,14.799192428588867,2.9378452666625336,,,,,,,-8.009509439130987,,,,
2015-02-06,42.75574493408203,14.507400512695312,2.947167888324777,,,,,,,-7.716340970857317,,,,
2015-02-09,42.46695327758789,14.466303825378418,2.935577310569655,,,,,,,-7.862154873972997,,,,
2015-02-10,43.20292282104492,14.37588882446289,3.005234900504252,,,,,,,-6.811626310151823,,,,
2015-02-11,42.53215789794922,14.314244270324707,2.971317038799172,,,,,,,-7.2679262621239005,,,,
2015-02-12,42.85356903076172,14.680011749267578,2.919178115296794,,,,,,,-8.219041354963096,,,,
2015-02-13,42.87221145629883,14.708781242370605,2.914735813243296,,,,,,,-8.300489660778368,,,,
2015-02-17,42.78835678100586,14.162182807922365,3.021310864386663,,,,,,,-6.482696751803232,,,,
2015-02-18,43.608158111572266,14.06765842437744,3.099887472104451,,,,,,,-5.334039620901265,,,,
2015-02-19,43.64543533325195,14.31013298034668,3.049967138194588,,,,,,,-6.14034541107349,,,,
